Date,CRM(t-1),CRM(t)
2015-06-29,71.93818664550781,69.61119079589844
2015-06-30,69.61119079589844,69.24324035644531
2015-07-01,69.24324035644531,70.14818572998047
2015-07-02,70.14818572998047,70.02886199951172
2015-07-06,70.02886199951172,68.7758560180664
2015-07-07,68.7758560180664,69.8697509765625
2015-07-08,69.8697509765625,69.00457763671875
2015-07-09,69.00457763671875,69.57140350341797
2015-07-10,69.57140350341797,70.74486541748047
2015-07-13,70.74486541748047,70.65536499023438
2015-07-14,70.65536499023438,71.39125061035156
2015-07-15,71.39125061035156,70.96363830566406
2015-07-16,70.96363830566406,72.01775360107422
2015-07-17,72.01775360107422,72.40557861328125
2015-07-20,72.40557861328125,72.36580657958984
2015-07-21,72.36580657958984,73.419921875
2015-07-22,73.419921875,73.45970153808594
2015-07-23,73.45970153808594,71.80892181396484
2015-07-24,71.80892181396484,73.50941467285156
2015-07-27,73.50941467285156,72.05752563476562
2015-07-28,72.05752563476562,73.38013458251953
2015-07-29,73.38013458251953,73.46963500976562
2015-07-30,73.46963500976562,72.9525375366211
2015-07-31,72.9525375366211,72.89286804199219
2015-08-03,72.89286804199219,72.03764343261719
2015-08-04,72.03764343261719,71.49068450927734
2015-08-05,71.49068450927734,72.12713623046875
2015-08-06,72.12713623046875,70.03880310058594
2015-08-07,70.03880310058594,70.01891326904297
2015-08-10,70.01891326904297,70.87413024902344
2015-08-11,70.87413024902344,71.23213958740234
2015-08-12,71.23213958740234,70.64542388916016
2015-08-13,70.64542388916016,71.00341796875
2015-08-14,71.00341796875,72.58458709716797
2015-08-17,72.58458709716797,73.6287612915039
2015-08-18,73.6287612915039,72.17686462402344
2015-08-19,72.17686462402344,71.63986206054688
2015-08-20,71.63986206054688,67.44329833984375
2015-08-21,67.44329833984375,68.76591491699219
2015-08-24,68.76591491699219,64.80801391601562
2015-08-25,64.80801391601562,64.81796264648438
2015-08-26,64.81796264648438,68.13941955566406
2015-08-27,68.13941955566406,69.55152130126953
2015-08-28,69.55152130126953,69.85980224609375
2015-08-31,69.85980224609375,68.97474670410156
2015-09-01,68.97474670410156,66.25991821289062
2015-09-02,66.25991821289062,67.6024169921875
2015-09-03,67.6024169921875,67.87091827392578
2015-09-04,67.87091827392578,66.75712585449219
2015-09-08,66.75712585449219,70.36697387695312
2015-09-09,70.36697387695312,68.64657592773438
2015-09-10,68.64657592773438,69.35263061523438
2015-09-11,69.35263061523438,69.66091918945312
2015-09-14,69.66091918945312,69.5018081665039
2015-09-15,69.5018081665039,70.87413024902344
2015-09-16,70.87413024902344,71.48074340820312
2015-09-17,71.48074340820312,71.91830444335938
2015-09-18,71.91830444335938,71.00341796875
2015-09-21,71.00341796875,71.73930358886719
2015-09-22,71.73930358886719,71.25202178955078
2015-09-23,71.25202178955078,71.59013366699219
2015-09-24,71.59013366699219,71.31169128417969
2015-09-25,71.31169128417969,72.03764343261719
2015-09-28,72.03764343261719,68.65652465820312
2015-09-29,68.65652465820312,68.00018310546875
2015-09-30,68.00018310546875,69.04435729980469
2015-10-01,69.04435729980469,72.50503540039062
2015-10-02,72.50503540039062,73.51937103271484
2015-10-05,73.51937103271484,74.85192108154297
2015-10-06,74.85192108154297,74.00663757324219
2015-10-07,74.00663757324219,74.58342742919922
2015-10-08,74.58342742919922,74.67291259765625
2015-10-09,74.67291259765625,74.83203887939453
2015-10-12,74.83203887939453,75.45853424072266
2015-10-13,75.45853424072266,76.20436096191406
2015-10-14,76.20436096191406,75.16020202636719
2015-10-15,75.16020202636719,77.26841735839844
2015-10-16,77.26841735839844,78.33248138427734
2015-10-19,78.33248138427734,77.49714660644531
2015-10-20,77.49714660644531,77.09937286376953
2015-10-21,77.09937286376953,75.4088134765625
2015-10-22,75.4088134765625,76.94025421142578
2015-10-23,76.94025421142578,78.12364196777344
2015-10-26,78.12364196777344,77.78553009033203
2015-10-27,77.78553009033203,77.31814575195312
2015-10-28,77.31814575195312,78.09381103515625
2015-10-29,78.09381103515625,77.70598602294922
2015-10-30,77.70598602294922,77.27836608886719
2015-11-02,77.27836608886719,78.76007843017578
2015-11-03,78.76007843017578,78.19325256347656
2015-11-04,78.19325256347656,77.95459747314453
2015-11-05,77.95459747314453,78.27281188964844
2015-11-06,78.27281188964844,78.96893310546875
2015-11-09,78.96893310546875,77.78553009033203
2015-11-10,77.78553009033203,77.81536102294922
2015-11-11,77.81536102294922,78.27281188964844
2015-11-12,78.27281188964844,77.8650894165039
2015-11-13,77.8650894165039,75.18009185791016
2015-11-16,75.18009185791016,75.83642578125
2015-11-17,75.83642578125,76.81098937988281
2015-11-18,76.81098937988281,76.92036437988281
2015-11-19,76.92036437988281,80.19209289550781
2015-11-20,80.19209289550781,80.54014587402344
2015-11-23,80.54014587402344,80.33130645751953
2015-11-24,80.33130645751953,79.9434814453125
2015-11-25,79.9434814453125,79.96337890625
2015-11-27,79.96337890625,79.52581787109375
2015-11-30,79.52581787109375,79.24737548828125
2015-12-01,79.24737548828125,80.56004333496094
2015-12-02,80.56004333496094,80.43075561523438
2015-12-03,80.43075561523438,79.48604583740234
2015-12-04,79.48604583740234,81.68376159667969
2015-12-07,81.68376159667969,80.23187255859375
2015-12-08,80.23187255859375,80.6296615600586
2015-12-09,80.6296615600586,79.26725769042969
2015-12-10,79.26725769042969,78.9390869140625
2015-12-11,78.9390869140625,76.44303894042969
2015-12-14,76.44303894042969,76.56236267089844
2015-12-15,76.56236267089844,76.94025421142578
2015-12-16,76.94025421142578,78.4518051147461
2015-12-17,78.4518051147461,77.99436950683594
2015-12-18,77.99436950683594,76.60214233398438
2015-12-21,76.60214233398438,76.8606948852539
2015-12-22,76.8606948852539,77.42753601074219
2015-12-23,77.42753601074219,77.60653686523438
2015-12-24,77.60653686523438,77.397705078125
2015-12-28,77.397705078125,77.7656478881836
2015-12-29,77.7656478881836,78.9987564086914
2015-12-30,78.9987564086914,78.70043182373047
2015-12-31,78.70043182373047,77.96453094482422
2016-01-04,77.96453094482422,76.2839126586914
2016-01-05,76.2839126586914,76.62203216552734
2016-01-06,76.62203216552734,75.86624908447266
2016-01-07,75.86624908447266,73.88731384277344
2016-01-08,73.88731384277344,72.82324981689453
2016-01-11,72.82324981689453,72.77352905273438
2016-01-12,72.77352905273438,74.04641723632812
2016-01-13,74.04641723632812,71.9481430053711
2016-01-14,71.9481430053711,72.66414642333984
2016-01-15,72.66414642333984,70.46641540527344
2016-01-19,70.46641540527344,70.40675354003906
2016-01-20,70.40675354003906,69.9393539428711
2016-01-21,69.9393539428711,69.12391662597656
2016-01-22,69.12391662597656,71.152587890625
2016-01-25,71.152587890625,69.53162384033203
2016-01-26,69.53162384033203,69.48192596435547
2016-01-27,69.48192596435547,67.05546569824219
2016-01-28,67.05546569824219,65.32513427734375
2016-01-29,65.32513427734375,67.68196105957031
2016-02-01,67.68196105957031,68.05985260009766
2016-02-02,68.05985260009766,64.16162109375
2016-02-03,64.16162109375,64.97706604003906
2016-02-04,64.97706604003906,66.82674407958984
2016-02-05,66.82674407958984,58.18500518798828
2016-02-08,58.18500518798828,53.74978256225586
2016-02-09,53.74978256225586,57.011566162109375
2016-02-10,57.011566162109375,58.433624267578125
2016-02-11,58.433624267578125,58.91096115112305
2016-02-12,58.91096115112305,59.3485107421875
2016-02-16,59.3485107421875,59.38829803466797
2016-02-17,59.38829803466797,63.137351989746094
2016-02-18,63.137351989746094,61.357295989990234
2016-02-19,61.357295989990234,61.79484939575195
2016-02-22,61.79484939575195,63.624629974365234
2016-02-23,63.624629974365234,62.55063247680664
2016-02-24,62.55063247680664,62.1727409362793
2016-02-25,62.1727409362793,69.03441619873047
2016-02-26,69.03441619873047,69.3327407836914
2016-02-29,69.3327407836914,67.37368774414062
2016-03-01,67.37368774414062,69.63107299804688
2016-03-02,69.63107299804688,70.03880310058594
2016-03-03,70.03880310058594,70.40675354003906
2016-03-04,70.40675354003906,70.6653060913086
2016-03-07,70.6653060913086,70.09848022460938
2016-03-08,70.09848022460938,69.43218994140625
2016-03-09,69.43218994140625,70.64542388916016
2016-03-10,70.64542388916016,70.30729675292969
2016-03-11,70.30729675292969,71.23213958740234
2016-03-14,71.23213958740234,71.81886291503906
2016-03-15,71.81886291503906,71.30175018310547
2016-03-16,71.30175018310547,72.32603454589844
2016-03-17,72.32603454589844,72.31608581542969
2016-03-18,72.31608581542969,72.24646759033203
2016-03-21,72.24646759033203,71.84869384765625
2016-03-22,71.84869384765625,72.44535827636719
2016-03-23,72.44535827636719,71.38130950927734
2016-03-24,71.38130950927734,72.03764343261719
2016-03-28,72.03764343261719,71.55035400390625
2016-03-29,71.55035400390625,71.8984146118164
2016-03-30,71.8984146118164,73.88731384277344
2016-03-31,73.88731384277344,73.419921875
2016-04-01,73.419921875,75.30936431884766
2016-04-04,75.30936431884766,75.26959228515625
2016-04-05,75.26959228515625,74.1657485961914
2016-04-06,74.1657485961914,75.16020202636719
2016-04-07,75.16020202636719,74.90164184570312
2016-04-08,74.90164184570312,74.43424987792969
2016-04-11,74.43424987792969,73.74808502197266
2016-04-12,73.74808502197266,73.85746765136719
2016-04-13,73.85746765136719,75.52814483642578
2016-04-14,75.52814483642578,75.72703552246094
2016-04-15,75.72703552246094,75.88613891601562
2016-04-18,75.88613891601562,76.8407974243164
2016-04-19,76.8407974243164,75.76681518554688
2016-04-20,75.76681518554688,75.71708679199219
2016-04-21,75.71708679199219,76.72148132324219
2016-04-22,76.72148132324219,76.05520629882812
2016-04-25,76.05520629882812,76.08502960205078
2016-04-26,76.08502960205078,75.78670501708984
2016-04-27,75.78670501708984,75.26959228515625
2016-04-28,75.26959228515625,74.9613037109375
2016-04-29,74.9613037109375,75.37898254394531
2016-05-02,75.37898254394531,76.82091522216797
2016-05-03,76.82091522216797,74.4839859008789
2016-05-04,74.4839859008789,73.57902526855469
2016-05-05,73.57902526855469,73.4000244140625
2016-05-06,73.4000244140625,73.83758544921875
2016-05-09,73.83758544921875,74.20553588867188
2016-05-10,74.20553588867188,75.49830627441406
2016-05-11,75.49830627441406,75.36903381347656
2016-05-12,75.36903381347656,75.46847534179688
2016-05-13,75.46847534179688,75.94580841064453
2016-05-16,75.94580841064453,76.88058471679688
2016-05-17,76.88058471679688,76.34358978271484
2016-05-18,76.34358978271484,77.43748474121094
2016-05-19,77.43748474121094,80.63958740234375
2016-05-20,80.63958740234375,80.56997680664062
2016-05-23,80.56997680664062,81.27603912353516
2016-05-24,81.27603912353516,82.29036712646484
2016-05-25,82.29036712646484,83.10581970214844
2016-05-26,83.10581970214844,82.88703918457031
2016-05-27,82.88703918457031,83.3047103881836
2016-05-31,83.3047103881836,83.24503326416016
2016-06-01,83.24503326416016,82.98648071289062
2016-06-02,82.98648071289062,82.77764892578125
2016-06-03,82.77764892578125,82.09149169921875
2016-06-06,82.09149169921875,82.36993408203125
2016-06-07,82.36993408203125,82.67820739746094
2016-06-08,82.67820739746094,82.88703918457031
2016-06-09,82.88703918457031,82.2704849243164
2016-06-10,82.2704849243164,81.37548828125
2016-06-13,81.37548828125,81.03736877441406
2016-06-14,81.03736877441406,80.63958740234375
2016-06-15,80.63958740234375,81.53459167480469
2016-06-16,81.53459167480469,81.18653869628906
2016-06-17,81.18653869628906,80.05287170410156
2016-06-20,80.05287170410156,80.76887512207031
2016-06-21,80.76887512207031,81.17659759521484
2016-06-22,81.17659759521484,80.17221069335938
2016-06-23,80.17221069335938,81.82298278808594
2016-06-24,81.82298278808594,78.02420043945312
2016-06-27,78.02420043945312,75.6474838256836
2016-06-28,75.6474838256836,77.11927032470703
2016-06-29,77.11927032470703,78.56120300292969
2016-06-30,78.56120300292969,78.96893310546875
2016-07-01,78.96893310546875,79.38658905029297
2016-07-05,79.38658905029297,78.2330322265625
2016-07-06,78.2330322265625,78.06398010253906
2016-07-07,78.06398010253906,78.32254791259766
2016-07-08,78.32254791259766,80.44070434570312
2016-07-11,80.44070434570312,81.20643615722656
2016-07-12,81.20643615722656,81.47492980957031
2016-07-13,81.47492980957031,80.87825775146484
2016-07-14,80.87825775146484,81.10697937011719
2016-07-15,81.10697937011719,80.9478759765625
2016-07-18,80.9478759765625,81.17659759521484
2016-07-19,81.17659759521484,80.91803741455078
2016-07-20,80.91803741455078,81.68376159667969
2016-07-21,81.68376159667969,81.24620056152344
2016-07-22,81.24620056152344,82.09149169921875
2016-07-25,82.09149169921875,81.73348236083984
2016-07-26,81.73348236083984,81.30587005615234
2016-07-27,81.30587005615234,81.04730987548828
2016-07-28,81.04730987548828,81.87271118164062
2016-07-29,81.87271118164062,81.34564971923828
2016-08-01,81.34564971923828,80.56997680664062
2016-08-02,80.56997680664062,80.05287170410156
2016-08-03,80.05287170410156,79.96337890625
2016-08-04,79.96337890625,80.11253356933594
2016-08-05,80.11253356933594,80.87825775146484
2016-08-08,80.87825775146484,80.71914672851562
2016-08-09,80.71914672851562,80.72909545898438
2016-08-10,80.72909545898438,79.79431915283203
2016-08-11,79.79431915283203,81.02743530273438
2016-08-12,81.02743530273438,81.17659759521484
2016-08-15,81.17659759521484,78.48164367675781
2016-08-16,78.48164367675781,77.5269775390625
2016-08-17,77.5269775390625,75.89608001708984
2016-08-18,75.89608001708984,76.48281860351562
2016-08-19,76.48281860351562,77.04965209960938
2016-08-22,77.04965209960938,76.82091522216797
2016-08-23,76.82091522216797,77.58663940429688
2016-08-24,77.58663940429688,77.38774871826172
2016-08-25,77.38774871826172,79.71475219726562
2016-08-26,79.71475219726562,79.58547973632812
2016-08-29,79.58547973632812,79.47608947753906
2016-08-30,79.47608947753906,79.38658905029297
2016-08-31,79.38658905029297,78.97886657714844
2016-09-01,78.97886657714844,75.48836517333984
2016-09-02,75.48836517333984,74.682861328125
2016-09-06,74.682861328125,75.00108337402344
2016-09-07,75.00108337402344,74.5933609008789
2016-09-08,74.5933609008789,74.4640884399414
2016-09-09,74.4640884399414,73.78785705566406
2016-09-12,73.78785705566406,73.94697570800781
2016-09-13,73.94697570800781,72.65419006347656
2016-09-14,72.65419006347656,73.40996551513672
2016-09-15,73.40996551513672,73.57902526855469
2016-09-16,73.57902526855469,72.88291931152344
2016-09-19,72.88291931152344,72.59452819824219
2016-09-20,72.59452819824219,72.50503540039062
2016-09-21,72.50503540039062,73.76797485351562
2016-09-22,73.76797485351562,74.17569732666016
2016-09-23,74.17569732666016,69.9990234375
2016-09-26,69.9990234375,69.80014038085938
2016-09-27,69.80014038085938,69.66091918945312
2016-09-28,69.66091918945312,71.22219848632812
2016-09-29,71.22219848632812,70.80451965332031
2016-09-30,70.80451965332031,70.93380737304688
2016-10-03,70.93380737304688,70.12830352783203
2016-10-04,70.12830352783203,72.22657775878906
2016-10-05,72.22657775878906,68.03996276855469
2016-10-06,68.03996276855469,70.86419677734375
2016-10-07,70.86419677734375,70.5161361694336
2016-10-10,70.5161361694336,74.682861328125
2016-10-11,74.682861328125,72.01775360107422
2016-10-12,72.01775360107422,71.82880401611328
2016-10-13,71.82880401611328,70.2376937866211
2016-10-14,70.2376937866211,73.85746765136719
2016-10-17,73.85746765136719,72.42547607421875
2016-10-18,72.42547607421875,72.36580657958984
2016-10-19,72.36580657958984,72.41551971435547
2016-10-20,72.41551971435547,72.18680572509766
2016-10-21,72.18680572509766,73.58898162841797
2016-10-24,73.58898162841797,74.64308166503906
2016-10-25,74.64308166503906,74.64308166503906
2016-10-26,74.64308166503906,74.53369140625
2016-10-27,74.53369140625,74.3248519897461
2016-10-28,74.3248519897461,74.71268463134766
2016-10-31,74.71268463134766,74.7425308227539
2016-11-01,74.7425308227539,75.03092193603516
2016-11-02,75.03092193603516,74.58342742919922
2016-11-03,74.58342742919922,73.72820281982422
2016-11-04,73.72820281982422,73.95691680908203
2016-11-07,73.95691680908203,75.87619018554688
2016-11-08,75.87619018554688,76.12481689453125
2016-11-09,76.12481689453125,75.47842407226562
2016-11-10,75.47842407226562,73.22103118896484
2016-11-11,73.22103118896484,74.17569732666016
2016-11-14,74.17569732666016,72.35587310791016
2016-11-15,72.35587310791016,73.6088638305664
2016-11-16,73.6088638305664,72.9028091430664
2016-11-17,72.9028091430664,74.77236938476562
2016-11-18,74.77236938476562,77.3380355834961
2016-11-21,77.3380355834961,75.72703552246094
2016-11-22,75.72703552246094,75.15025329589844
2016-11-23,75.15025329589844,73.53925323486328
2016-11-25,73.53925323486328,73.32048034667969
2016-11-28,73.32048034667969,72.5249252319336
2016-11-29,72.5249252319336,72.5249252319336
2016-11-30,72.5249252319336,71.60009002685547
2016-12-01,71.60009002685547,68.07974243164062
2016-12-02,68.07974243164062,68.03002166748047
2016-12-05,68.03002166748047,70.40675354003906
2016-12-06,70.40675354003906,70.22775268554688
2016-12-07,70.22775268554688,71.38130950927734
2016-12-08,71.38130950927734,71.46086120605469
2016-12-09,71.46086120605469,70.77468872070312
2016-12-12,70.77468872070312,69.98908233642578
2016-12-13,69.98908233642578,71.21224975585938
2016-12-14,71.21224975585938,70.93380737304688
2016-12-15,70.93380737304688,69.83991241455078
2016-12-16,69.83991241455078,69.47196960449219
2016-12-19,69.47196960449219,69.12391662597656
2016-12-20,69.12391662597656,69.47196960449219
2016-12-21,69.47196960449219,69.7205810546875
2016-12-22,69.7205810546875,69.51174926757812
2016-12-23,69.51174926757812,69.48192596435547
2016-12-27,69.48192596435547,69.46202850341797
2016-12-28,69.46202850341797,68.70624542236328
2016-12-29,68.70624542236328,68.76591491699219
2016-12-30,68.76591491699219,68.07974243164062
2017-01-03,68.07974243164062,70.14818572998047
2017-01-04,70.14818572998047,72.39564514160156
2017-01-05,72.39564514160156,72.38568878173828
2017-01-06,72.38568878173828,73.39008331298828
2017-01-09,73.39008331298828,73.5491943359375
2017-01-10,73.5491943359375,73.569091796875
2017-01-11,73.569091796875,75.34913635253906
2017-01-12,75.34913635253906,74.7922592163086
2017-01-13,74.7922592163086,75.2198715209961
2017-01-17,75.2198715209961,74.60330200195312
2017-01-18,74.60330200195312,75.35908508300781
2017-01-19,75.35908508300781,75.15025329589844
2017-01-20,75.15025329589844,75.60769653320312
2017-01-23,75.60769653320312,75.73697662353516
2017-01-24,75.73697662353516,76.68170166015625
2017-01-25,76.68170166015625,78.03414916992188
2017-01-26,78.03414916992188,77.51702880859375
2017-01-27,77.51702880859375,77.77558135986328
2017-01-30,77.77558135986328,78.27281188964844
2017-01-31,78.27281188964844,78.66065216064453
2017-02-01,78.66065216064453,78.1435317993164
2017-02-02,78.1435317993164,79.68492126464844
2017-02-03,79.68492126464844,79.76448059082031
2017-02-06,79.76448059082031,79.3070297241211
2017-02-07,79.3070297241211,79.76448059082031
2017-02-08,79.76448059082031,80.25176239013672
2017-02-09,80.25176239013672,80.5799331665039
2017-02-10,80.5799331665039,80.19209289550781
2017-02-13,80.19209289550781,80.4605941772461
2017-02-14,80.4605941772461,80.47052764892578
2017-02-15,80.47052764892578,81.21637725830078
2017-02-16,81.21637725830078,80.37108612060547
2017-02-17,80.37108612060547,81.01748657226562
2017-02-21,81.01748657226562,81.72354125976562
2017-02-22,81.72354125976562,81.62409210205078
2017-02-23,81.62409210205078,81.61414337158203
2017-02-24,81.61414337158203,81.32575225830078
2017-02-27,81.32575225830078,81.08708953857422
2017-02-28,81.08708953857422,80.89814758300781
2017-03-01,80.89814758300781,83.344482421875
2017-03-02,83.344482421875,82.2108154296875
2017-03-03,82.2108154296875,81.76332092285156
2017-03-06,81.76332092285156,82.04175567626953
2017-03-07,82.04175567626953,82.5091552734375
2017-03-08,82.5091552734375,83.01632690429688
2017-03-09,83.01632690429688,82.81742858886719
2017-03-10,82.81742858886719,83.04615020751953
2017-03-13,83.04615020751953,83.14559173583984
2017-03-14,83.14559173583984,83.04615020751953
2017-03-15,83.04615020751953,83.01632690429688
2017-03-16,83.01632690429688,83.05609893798828
2017-03-17,83.05609893798828,82.56881713867188
2017-03-20,82.56881713867188,82.43954467773438
2017-03-21,82.43954467773438,81.0970458984375
2017-03-22,81.0970458984375,81.42520141601562
2017-03-23,81.42520141601562,81.06719970703125
2017-03-24,81.06719970703125,81.15670776367188
2017-03-27,81.15670776367188,81.15670776367188
2017-03-28,81.15670776367188,81.68376159667969
2017-03-29,81.68376159667969,81.92242431640625
2017-03-30,81.92242431640625,82.10142517089844
2017-03-31,82.10142517089844,82.03181457519531
2017-04-03,82.03181457519531,81.85282135009766
2017-04-04,81.85282135009766,82.5091552734375
2017-04-05,82.5091552734375,84.8659896850586
2017-04-06,84.8659896850586,84.52787780761719
2017-04-07,84.52787780761719,83.91131591796875
2017-04-10,83.91131591796875,83.77210235595703
2017-04-11,83.77210235595703,83.39421081542969
2017-04-12,83.39421081542969,82.90692901611328
2017-04-13,82.90692901611328,82.66825866699219
2017-04-17,82.66825866699219,83.73231506347656
2017-04-18,83.73231506347656,83.24503326416016
2017-04-19,83.24503326416016,83.03620910644531
2017-04-20,83.03620910644531,83.5831527709961
2017-04-21,83.5831527709961,83.3246078491211
2017-04-24,83.3246078491211,83.7024917602539
2017-04-25,83.7024917602539,84.27926635742188
2017-04-26,84.27926635742188,84.4781494140625
2017-04-27,84.4781494140625,85.37315368652344
2017-04-28,85.37315368652344,85.64165496826172
2017-05-01,85.64165496826172,86.17866516113281
2017-05-02,86.17866516113281,86.60626220703125
2017-05-03,86.60626220703125,86.06926727294922
2017-05-04,86.06926727294922,86.03943634033203
2017-05-05,86.03943634033203,86.4869384765625
2017-05-08,86.4869384765625,86.37754821777344
2017-05-09,86.37754821777344,86.64604187011719
2017-05-10,86.64604187011719,86.82504272460938
2017-05-11,86.82504272460938,87.22282409667969
2017-05-12,87.22282409667969,88.54544067382812
2017-05-15,88.54544067382812,89.30121612548828
2017-05-16,89.30121612548828,89.2514877319336
2017-05-17,89.2514877319336,87.35209655761719
2017-05-18,87.35209655761719,87.26260375976562
2017-05-19,87.26260375976562,86.91455078125
2017-05-22,86.91455078125,88.44599914550781
2017-05-23,88.44599914550781,87.99848937988281
2017-05-24,87.99848937988281,89.1023178100586
2017-05-25,89.1023178100586,90.76305389404295
2017-05-26,90.76305389404295,90.32550048828124
2017-05-30,90.32550048828124,90.35533142089844
2017-05-31,90.35533142089844,89.14210510253906
2017-06-01,89.14210510253906,89.5498275756836
2017-06-02,89.5498275756836,90.35533142089844
