Date,^DJI(t-1),^DJI(t)
2015-07-24,17731.919921875,17568.529296875
2015-07-27,17568.529296875,17440.58984375
2015-07-28,17440.58984375,17630.26953125
2015-07-29,17630.26953125,17751.390625
2015-07-30,17751.390625,17745.98046875
2015-07-31,17745.98046875,17689.859375
2015-08-03,17689.859375,17598.19921875
2015-08-04,17598.19921875,17550.689453125
2015-08-05,17550.689453125,17540.470703125
2015-08-06,17540.470703125,17419.75
2015-08-07,17419.75,17373.380859375
2015-08-10,17373.380859375,17615.169921875
2015-08-11,17615.169921875,17402.83984375
2015-08-12,17402.83984375,17402.509765625
2015-08-13,17402.509765625,17408.25
2015-08-14,17408.25,17477.400390625
2015-08-17,17477.400390625,17545.1796875
2015-08-18,17545.1796875,17511.33984375
2015-08-19,17511.33984375,17348.73046875
2015-08-20,17348.73046875,16990.689453125
2015-08-21,16990.689453125,16459.75
2015-08-24,16459.75,15871.349609375
2015-08-25,15871.349609375,15666.4404296875
2015-08-26,15666.4404296875,16285.509765625
2015-08-27,16285.509765625,16654.76953125
2015-08-28,16654.76953125,16643.009765625
2015-08-31,16643.009765625,16528.029296875
2015-09-01,16528.029296875,16058.349609375
2015-09-02,16058.349609375,16351.3798828125
2015-09-03,16351.3798828125,16374.759765625
2015-09-04,16374.759765625,16102.3798828125
2015-09-08,16102.3798828125,16492.6796875
2015-09-09,16492.6796875,16253.5703125
2015-09-10,16253.5703125,16330.400390625
2015-09-11,16330.400390625,16433.08984375
2015-09-14,16433.08984375,16370.9599609375
2015-09-15,16370.9599609375,16599.849609375
2015-09-16,16599.849609375,16739.94921875
2015-09-17,16739.94921875,16674.740234375
2015-09-18,16674.740234375,16384.580078125
2015-09-21,16384.580078125,16510.189453125
2015-09-22,16510.189453125,16330.4697265625
2015-09-23,16330.4697265625,16279.8896484375
2015-09-24,16279.8896484375,16201.3203125
2015-09-25,16201.3203125,16314.669921875
2015-09-28,16314.669921875,16001.8896484375
2015-09-29,16001.8896484375,16049.1298828125
2015-09-30,16049.1298828125,16284.7001953125
2015-10-01,16284.7001953125,16272.009765625
2015-10-02,16272.009765625,16472.369140625
2015-10-05,16472.369140625,16776.4296875
2015-10-06,16776.4296875,16790.189453125
2015-10-07,16790.189453125,16912.2890625
2015-10-08,16912.2890625,17050.75
2015-10-09,17050.75,17084.490234375
2015-10-12,17084.490234375,17131.859375
2015-10-13,17131.859375,17081.890625
2015-10-14,17081.890625,16924.75
2015-10-15,16924.75,17141.75
2015-10-16,17141.75,17215.970703125
2015-10-19,17215.970703125,17230.5390625
2015-10-20,17230.5390625,17217.109375
2015-10-21,17217.109375,17168.609375
2015-10-22,17168.609375,17489.16015625
2015-10-23,17489.16015625,17646.69921875
2015-10-26,17646.69921875,17623.05078125
2015-10-27,17623.05078125,17581.4296875
2015-10-28,17581.4296875,17779.51953125
2015-10-29,17779.51953125,17755.80078125
2015-10-30,17755.80078125,17663.5390625
2015-11-02,17663.5390625,17828.759765625
2015-11-03,17828.759765625,17918.150390625
2015-11-04,17918.150390625,17867.580078125
2015-11-05,17867.580078125,17863.4296875
2015-11-06,17863.4296875,17910.330078125
2015-11-09,17910.330078125,17730.48046875
2015-11-10,17730.48046875,17758.2109375
2015-11-11,17758.2109375,17702.220703125
2015-11-12,17702.220703125,17448.0703125
2015-11-13,17448.0703125,17245.240234375
2015-11-16,17245.240234375,17483.009765625
2015-11-17,17483.009765625,17489.5
2015-11-18,17489.5,17737.16015625
2015-11-19,17737.16015625,17732.75
2015-11-20,17732.75,17823.810546875
2015-11-23,17823.810546875,17792.6796875
2015-11-24,17792.6796875,17812.189453125
2015-11-25,17812.189453125,17813.390625
2015-11-27,17813.390625,17813.390625
2015-11-30,17813.390625,17719.919921875
2015-12-01,17719.919921875,17888.349609375
2015-12-02,17888.349609375,17729.6796875
2015-12-03,17729.6796875,17477.669921875
2015-12-04,17477.669921875,17847.630859375
2015-12-07,17847.630859375,17730.509765625
2015-12-08,17730.509765625,17568.0
2015-12-09,17568.0,17492.30078125
2015-12-10,17492.30078125,17574.75
2015-12-11,17574.75,17265.2109375
2015-12-14,17265.2109375,17368.5
2015-12-15,17368.5,17524.91015625
2015-12-16,17524.91015625,17749.08984375
2015-12-17,17749.08984375,17495.83984375
2015-12-18,17495.83984375,17128.55078125
2015-12-21,17128.55078125,17251.619140625
2015-12-22,17251.619140625,17417.26953125
2015-12-23,17417.26953125,17602.609375
2015-12-24,17602.609375,17552.169921875
2015-12-28,17552.169921875,17528.26953125
2015-12-29,17528.26953125,17720.98046875
2015-12-30,17720.98046875,17603.869140625
2015-12-31,17603.869140625,17425.029296875
2016-01-04,17425.029296875,17148.939453125
2016-01-05,17148.939453125,17158.66015625
2016-01-06,17158.66015625,16906.509765625
2016-01-07,16906.509765625,16514.099609375
2016-01-08,16514.099609375,16346.4501953125
2016-01-11,16346.4501953125,16398.5703125
2016-01-12,16398.5703125,16516.220703125
2016-01-13,16516.220703125,16151.41015625
2016-01-14,16151.41015625,16379.0498046875
2016-01-15,16379.0498046875,15988.080078125
2016-01-19,15988.080078125,16016.01953125
2016-01-20,16016.01953125,15766.740234375
2016-01-21,15766.740234375,15882.6796875
2016-01-22,15882.6796875,16093.509765625
2016-01-25,16093.509765625,15885.2197265625
2016-01-26,15885.2197265625,16167.23046875
2016-01-27,16167.23046875,15944.4599609375
2016-01-28,15944.4599609375,16069.6396484375
2016-01-29,16069.6396484375,16466.30078125
2016-02-01,16466.30078125,16449.1796875
2016-02-02,16449.1796875,16153.5400390625
2016-02-03,16153.5400390625,16336.66015625
2016-02-04,16336.66015625,16416.580078125
2016-02-05,16416.580078125,16204.9697265625
2016-02-08,16204.9697265625,16027.0498046875
2016-02-09,16027.0498046875,16014.3798828125
2016-02-10,16014.3798828125,15914.740234375
2016-02-11,15914.740234375,15660.1796875
2016-02-12,15660.1796875,15973.83984375
2016-02-16,15973.83984375,16196.41015625
2016-02-17,16196.41015625,16453.830078125
2016-02-18,16453.830078125,16413.4296875
2016-02-19,16413.4296875,16391.990234375
2016-02-22,16391.990234375,16620.66015625
2016-02-23,16620.66015625,16431.779296875
2016-02-24,16431.779296875,16484.990234375
2016-02-25,16484.990234375,16697.2890625
2016-02-26,16697.2890625,16639.970703125
2016-02-29,16639.970703125,16516.5
2016-03-01,16516.5,16865.080078125
2016-03-02,16865.080078125,16899.3203125
2016-03-03,16899.3203125,16943.900390625
2016-03-04,16943.900390625,17006.76953125
2016-03-07,17006.76953125,17073.94921875
2016-03-08,17073.94921875,16964.099609375
2016-03-09,16964.099609375,17000.359375
2016-03-10,17000.359375,16995.130859375
2016-03-11,16995.130859375,17213.310546875
2016-03-14,17213.310546875,17229.130859375
2016-03-15,17229.130859375,17251.529296875
2016-03-16,17251.529296875,17325.759765625
2016-03-17,17325.759765625,17481.490234375
2016-03-18,17481.490234375,17602.30078125
2016-03-21,17602.30078125,17623.869140625
2016-03-22,17623.869140625,17582.5703125
2016-03-23,17582.5703125,17502.58984375
2016-03-24,17502.58984375,17515.73046875
2016-03-28,17515.73046875,17535.390625
2016-03-29,17535.390625,17633.109375
2016-03-30,17633.109375,17716.66015625
2016-03-31,17716.66015625,17685.08984375
2016-04-01,17685.08984375,17792.75
2016-04-04,17792.75,17737.0
2016-04-05,17737.0,17603.3203125
2016-04-06,17603.3203125,17716.05078125
2016-04-07,17716.05078125,17541.9609375
2016-04-08,17541.9609375,17576.9609375
2016-04-11,17576.9609375,17556.41015625
2016-04-12,17556.41015625,17721.25
2016-04-13,17721.25,17908.279296875
2016-04-14,17908.279296875,17926.4296875
2016-04-15,17926.4296875,17897.4609375
2016-04-18,17897.4609375,18004.16015625
2016-04-19,18004.16015625,18053.599609375
2016-04-20,18053.599609375,18096.26953125
2016-04-21,18096.26953125,17982.51953125
2016-04-22,17982.51953125,18003.75
2016-04-25,18003.75,17977.240234375
2016-04-26,17977.240234375,17990.3203125
2016-04-27,17990.3203125,18041.55078125
2016-04-28,18041.55078125,17830.759765625
2016-04-29,17830.759765625,17773.640625
2016-05-02,17773.640625,17891.16015625
2016-05-03,17891.16015625,17750.91015625
2016-05-04,17750.91015625,17651.259765625
2016-05-05,17651.259765625,17660.7109375
2016-05-06,17660.7109375,17740.630859375
2016-05-09,17740.630859375,17705.91015625
2016-05-10,17705.91015625,17928.349609375
2016-05-11,17928.349609375,17711.119140625
2016-05-12,17711.119140625,17720.5
2016-05-13,17720.5,17535.3203125
2016-05-16,17535.3203125,17710.7109375
2016-05-17,17710.7109375,17529.98046875
2016-05-18,17529.98046875,17526.619140625
2016-05-19,17526.619140625,17435.400390625
2016-05-20,17435.400390625,17500.939453125
2016-05-23,17500.939453125,17492.9296875
2016-05-24,17492.9296875,17706.05078125
2016-05-25,17706.05078125,17851.509765625
2016-05-26,17851.509765625,17828.2890625
2016-05-27,17828.2890625,17873.220703125
2016-05-31,17873.220703125,17787.19921875
2016-06-01,17787.19921875,17789.669921875
2016-06-02,17789.669921875,17838.560546875
2016-06-03,17838.560546875,17807.060546875
2016-06-06,17807.060546875,17920.330078125
2016-06-07,17920.330078125,17938.279296875
2016-06-08,17938.279296875,18005.05078125
2016-06-09,18005.05078125,17985.189453125
2016-06-10,17985.189453125,17865.33984375
2016-06-13,17865.33984375,17732.48046875
2016-06-14,17732.48046875,17674.8203125
2016-06-15,17674.8203125,17640.169921875
2016-06-16,17640.169921875,17733.099609375
2016-06-17,17733.099609375,17675.16015625
2016-06-20,17675.16015625,17804.869140625
2016-06-21,17804.869140625,17829.73046875
2016-06-22,17829.73046875,17780.830078125
2016-06-23,17780.830078125,18011.0703125
2016-06-24,18011.0703125,17400.75
2016-06-27,17400.75,17140.240234375
2016-06-28,17140.240234375,17409.720703125
2016-06-29,17409.720703125,17694.6796875
2016-06-30,17694.6796875,17929.990234375
2016-07-01,17929.990234375,17949.369140625
2016-07-05,17949.369140625,17840.619140625
2016-07-06,17840.619140625,17918.619140625
2016-07-07,17918.619140625,17895.880859375
2016-07-08,17895.880859375,18146.740234375
2016-07-11,18146.740234375,18226.9296875
2016-07-12,18226.9296875,18347.669921875
2016-07-13,18347.669921875,18372.119140625
2016-07-14,18372.119140625,18506.41015625
2016-07-15,18506.41015625,18516.55078125
2016-07-18,18516.55078125,18533.05078125
2016-07-19,18533.05078125,18559.009765625
2016-07-20,18559.009765625,18595.029296875
2016-07-21,18595.029296875,18517.23046875
2016-07-22,18517.23046875,18570.849609375
2016-07-25,18570.849609375,18493.060546875
2016-07-26,18493.060546875,18473.75
2016-07-27,18473.75,18472.169921875
2016-07-28,18472.169921875,18456.349609375
2016-07-29,18456.349609375,18432.240234375
2016-08-01,18432.240234375,18404.509765625
2016-08-02,18404.509765625,18313.76953125
2016-08-03,18313.76953125,18355.0
2016-08-04,18355.0,18352.05078125
2016-08-05,18352.05078125,18543.529296875
2016-08-08,18543.529296875,18529.2890625
2016-08-09,18529.2890625,18533.05078125
2016-08-10,18533.05078125,18495.66015625
2016-08-11,18495.66015625,18613.51953125
2016-08-12,18613.51953125,18576.470703125
2016-08-15,18576.470703125,18636.05078125
2016-08-16,18636.05078125,18552.01953125
2016-08-17,18552.01953125,18573.939453125
2016-08-18,18573.939453125,18597.69921875
2016-08-19,18597.69921875,18552.5703125
2016-08-22,18552.5703125,18529.419921875
2016-08-23,18529.419921875,18547.30078125
2016-08-24,18547.30078125,18481.48046875
2016-08-25,18481.48046875,18448.41015625
2016-08-26,18448.41015625,18395.400390625
2016-08-29,18395.400390625,18502.990234375
2016-08-30,18502.990234375,18454.30078125
2016-08-31,18454.30078125,18400.880859375
2016-09-01,18400.880859375,18419.30078125
2016-09-02,18419.30078125,18491.9609375
2016-09-06,18491.9609375,18538.119140625
2016-09-07,18538.119140625,18526.140625
2016-09-08,18526.140625,18479.91015625
2016-09-09,18479.91015625,18085.44921875
2016-09-12,18085.44921875,18325.0703125
2016-09-13,18325.0703125,18066.75
2016-09-14,18066.75,18034.76953125
2016-09-15,18034.76953125,18212.48046875
2016-09-16,18212.48046875,18123.80078125
2016-09-19,18123.80078125,18120.169921875
2016-09-20,18120.169921875,18129.9609375
2016-09-21,18129.9609375,18293.69921875
2016-09-22,18293.69921875,18392.4609375
2016-09-23,18392.4609375,18261.44921875
2016-09-26,18261.44921875,18094.830078125
2016-09-27,18094.830078125,18228.30078125
2016-09-28,18228.30078125,18339.240234375
2016-09-29,18339.240234375,18143.44921875
2016-09-30,18143.44921875,18308.150390625
2016-10-03,18308.150390625,18253.849609375
2016-10-04,18253.849609375,18168.44921875
2016-10-05,18168.44921875,18281.029296875
2016-10-06,18281.029296875,18268.5
2016-10-07,18268.5,18240.490234375
2016-10-10,18240.490234375,18329.0390625
2016-10-11,18329.0390625,18128.66015625
2016-10-12,18128.66015625,18144.19921875
2016-10-13,18144.19921875,18098.939453125
2016-10-14,18098.939453125,18138.380859375
2016-10-17,18138.380859375,18086.400390625
2016-10-18,18086.400390625,18161.939453125
2016-10-19,18161.939453125,18202.619140625
2016-10-20,18202.619140625,18162.349609375
2016-10-21,18162.349609375,18145.7109375
2016-10-24,18145.7109375,18223.029296875
2016-10-25,18223.029296875,18169.26953125
2016-10-26,18169.26953125,18199.330078125
2016-10-27,18199.330078125,18169.6796875
2016-10-28,18169.6796875,18161.189453125
2016-10-31,18161.189453125,18142.419921875
2016-11-01,18142.419921875,18037.099609375
2016-11-02,18037.099609375,17959.640625
2016-11-03,17959.640625,17930.669921875
2016-11-04,17930.669921875,17888.279296875
2016-11-07,17888.279296875,18259.599609375
2016-11-08,18259.599609375,18332.740234375
2016-11-09,18332.740234375,18589.689453125
2016-11-10,18589.689453125,18807.880859375
2016-11-11,18807.880859375,18847.66015625
2016-11-14,18847.66015625,18868.689453125
2016-11-15,18868.689453125,18923.060546875
2016-11-16,18923.060546875,18868.140625
2016-11-17,18868.140625,18903.8203125
2016-11-18,18903.8203125,18867.9296875
2016-11-21,18867.9296875,18956.689453125
2016-11-22,18956.689453125,19023.869140625
2016-11-23,19023.869140625,19083.1796875
2016-11-25,19083.1796875,19152.140625
2016-11-28,19152.140625,19097.900390625
2016-11-29,19097.900390625,19121.599609375
2016-11-30,19121.599609375,19123.580078125
2016-12-01,19123.580078125,19191.9296875
2016-12-02,19191.9296875,19170.419921875
2016-12-05,19170.419921875,19216.240234375
2016-12-06,19216.240234375,19251.779296875
2016-12-07,19251.779296875,19549.619140625
2016-12-08,19549.619140625,19614.810546875
2016-12-09,19614.810546875,19756.849609375
2016-12-12,19756.849609375,19796.4296875
2016-12-13,19796.4296875,19911.2109375
2016-12-14,19911.2109375,19792.529296875
2016-12-15,19792.529296875,19852.240234375
2016-12-16,19852.240234375,19843.41015625
2016-12-19,19843.41015625,19883.060546875
2016-12-20,19883.060546875,19974.619140625
2016-12-21,19974.619140625,19941.9609375
2016-12-22,19941.9609375,19918.880859375
2016-12-23,19918.880859375,19933.810546875
2016-12-27,19933.810546875,19945.0390625
2016-12-28,19945.0390625,19833.6796875
2016-12-29,19833.6796875,19819.779296875
2016-12-30,19819.779296875,19762.599609375
2017-01-03,19762.599609375,19881.759765625
2017-01-04,19881.759765625,19942.16015625
2017-01-05,19942.16015625,19899.2890625
2017-01-06,19899.2890625,19963.80078125
2017-01-09,19963.80078125,19887.380859375
2017-01-10,19887.380859375,19855.529296875
2017-01-11,19855.529296875,19954.279296875
2017-01-12,19954.279296875,19891.0
2017-01-13,19891.0,19885.73046875
2017-01-17,19885.73046875,19826.76953125
2017-01-18,19826.76953125,19804.720703125
2017-01-19,19804.720703125,19732.400390625
2017-01-20,19732.400390625,19827.25
2017-01-23,19827.25,19799.849609375
2017-01-24,19799.849609375,19912.7109375
2017-01-25,19912.7109375,20068.509765625
2017-01-26,20068.509765625,20100.91015625
2017-01-27,20100.91015625,20093.779296875
2017-01-30,20093.779296875,19971.130859375
2017-01-31,19971.130859375,19864.08984375
2017-02-01,19864.08984375,19890.939453125
2017-02-02,19890.939453125,19884.91015625
2017-02-03,19884.91015625,20071.4609375
2017-02-06,20071.4609375,20052.419921875
2017-02-07,20052.419921875,20090.2890625
2017-02-08,20090.2890625,20054.33984375
2017-02-09,20054.33984375,20172.400390625
2017-02-10,20172.400390625,20269.369140625
2017-02-13,20269.369140625,20412.16015625
2017-02-14,20412.16015625,20504.41015625
2017-02-15,20504.41015625,20611.859375
2017-02-16,20611.859375,20619.76953125
2017-02-17,20619.76953125,20624.05078125
2017-02-21,20624.05078125,20743.0
2017-02-22,20743.0,20775.599609375
2017-02-23,20775.599609375,20810.3203125
2017-02-24,20810.3203125,20821.759765625
2017-02-27,20821.759765625,20837.439453125
2017-02-28,20837.439453125,20812.240234375
2017-03-01,20812.240234375,21115.55078125
2017-03-02,21115.55078125,21002.970703125
2017-03-03,21002.970703125,21005.7109375
2017-03-06,21005.7109375,20954.33984375
2017-03-07,20954.33984375,20924.759765625
2017-03-08,20924.759765625,20855.73046875
2017-03-09,20855.73046875,20858.189453125
2017-03-10,20858.189453125,20902.98046875
2017-03-13,20902.98046875,20881.48046875
2017-03-14,20881.48046875,20837.369140625
2017-03-15,20837.369140625,20950.099609375
2017-03-16,20950.099609375,20934.55078125
2017-03-17,20934.55078125,20914.619140625
2017-03-20,20914.619140625,20905.859375
2017-03-21,20905.859375,20668.009765625
2017-03-22,20668.009765625,20661.30078125
2017-03-23,20661.30078125,20656.580078125
2017-03-24,20656.580078125,20596.720703125
2017-03-27,20596.720703125,20550.98046875
2017-03-28,20550.98046875,20701.5
2017-03-29,20701.5,20659.3203125
2017-03-30,20659.3203125,20728.490234375
2017-03-31,20728.490234375,20663.220703125
2017-04-03,20663.220703125,20650.2109375
2017-04-04,20650.2109375,20689.240234375
2017-04-05,20689.240234375,20648.150390625
2017-04-06,20648.150390625,20662.94921875
2017-04-07,20662.94921875,20656.099609375
2017-04-10,20656.099609375,20658.01953125
2017-04-11,20658.01953125,20651.30078125
2017-04-12,20651.30078125,20591.859375
2017-04-13,20591.859375,20453.25
2017-04-17,20453.25,20636.919921875
2017-04-18,20636.919921875,20523.279296875
2017-04-19,20523.279296875,20404.490234375
2017-04-20,20404.490234375,20578.7109375
2017-04-21,20578.7109375,20547.759765625
2017-04-24,20547.759765625,20763.890625
2017-04-25,20763.890625,20996.119140625
2017-04-26,20996.119140625,20975.08984375
2017-04-27,20975.08984375,20981.330078125
2017-04-28,20981.330078125,20940.509765625
2017-05-01,20940.509765625,20913.4609375
2017-05-02,20913.4609375,20949.890625
2017-05-03,20949.890625,20957.900390625
2017-05-04,20957.900390625,20951.470703125
2017-05-05,20951.470703125,21006.939453125
2017-05-08,21006.939453125,21012.279296875
2017-05-09,21012.279296875,20975.779296875
2017-05-10,20975.779296875,20943.109375
2017-05-11,20943.109375,20919.419921875
2017-05-12,20919.419921875,20896.609375
2017-05-15,20896.609375,20981.939453125
2017-05-16,20981.939453125,20979.75
2017-05-17,20979.75,20606.9296875
2017-05-18,20606.9296875,20663.01953125
2017-05-19,20663.01953125,20804.83984375
2017-05-22,20804.83984375,20894.830078125
2017-05-23,20894.830078125,20937.91015625
2017-05-24,20937.91015625,21012.419921875
2017-05-25,21012.419921875,21082.94921875
2017-05-26,21082.94921875,21080.279296875
2017-05-30,21080.279296875,21029.470703125
2017-05-31,21029.470703125,21008.650390625
2017-06-01,21008.650390625,21144.1796875
2017-06-02,21144.1796875,21206.2890625
2017-06-05,21206.2890625,21184.0390625
2017-06-06,21184.0390625,21136.23046875
2017-06-07,21136.23046875,21173.689453125
2017-06-08,21173.689453125,21182.529296875
2017-06-09,21182.529296875,21271.970703125
2017-06-12,21271.970703125,21235.669921875
2017-06-13,21235.669921875,21328.470703125
2017-06-14,21328.470703125,21374.560546875
2017-06-15,21374.560546875,21359.900390625
2017-06-16,21359.900390625,21384.279296875
2017-06-19,21384.279296875,21528.990234375
2017-06-20,21528.990234375,21467.140625
2017-06-21,21467.140625,21410.029296875
2017-06-22,21410.029296875,21397.2890625
2017-06-23,21397.2890625,21394.759765625
2017-06-26,21394.759765625,21409.55078125
2017-06-27,21409.55078125,21310.66015625
2017-06-28,21310.66015625,21454.609375
2017-06-29,21454.609375,21287.029296875
2017-06-30,21287.029296875,21349.630859375
2017-07-03,21349.630859375,21479.26953125
2017-07-05,21479.26953125,21478.169921875
2017-07-06,21478.169921875,21320.0390625
2017-07-07,21320.0390625,21414.33984375
2017-07-10,21414.33984375,21408.51953125
2017-07-11,21408.51953125,21409.0703125
2017-07-12,21409.0703125,21532.140625
2017-07-13,21532.140625,21553.08984375
2017-07-14,21553.08984375,21637.740234375
2017-07-17,21637.740234375,21629.720703125
2017-07-18,21629.720703125,21574.73046875
2017-07-19,21574.73046875,21640.75
2017-07-20,21640.75,21611.779296875
2017-07-21,21611.779296875,21580.0703125
2017-07-24,21580.0703125,21513.169921875
2017-07-25,21513.169921875,21613.4296875
2017-07-26,21613.4296875,21711.009765625
2017-07-27,21711.009765625,21796.55078125
2017-07-28,21796.55078125,21830.310546875
2017-07-31,21830.310546875,21891.119140625
2017-08-01,21891.119140625,21963.919921875
2017-08-02,21963.919921875,22016.240234375
2017-08-03,22016.240234375,22026.099609375
2017-08-04,22026.099609375,22092.810546875
2017-08-07,22092.810546875,22118.419921875
2017-08-08,22118.419921875,22085.33984375
2017-08-09,22085.33984375,22048.69921875
2017-08-10,22048.69921875,21844.009765625
2017-08-11,21844.009765625,21858.3203125
2017-08-14,21858.3203125,21993.7109375
2017-08-15,21993.7109375,21998.990234375
2017-08-16,21998.990234375,22024.869140625
2017-08-17,22024.869140625,21750.73046875
2017-08-18,21750.73046875,21674.509765625
2017-08-21,21674.509765625,21703.75
2017-08-22,21703.75,21899.890625
2017-08-23,21899.890625,21812.08984375
2017-08-24,21812.08984375,21783.400390625
2017-08-25,21783.400390625,21813.669921875
2017-08-28,21813.669921875,21808.400390625
2017-08-29,21808.400390625,21865.369140625
2017-08-30,21865.369140625,21892.4296875
2017-08-31,21892.4296875,21948.099609375
2017-09-01,21948.099609375,21987.560546875
2017-09-05,21987.560546875,21753.310546875
2017-09-06,21753.310546875,21807.640625
2017-09-07,21807.640625,21784.779296875
2017-09-08,21784.779296875,21797.7890625
2017-09-11,21797.7890625,22057.369140625
2017-09-12,22057.369140625,22118.859375
2017-09-13,22118.859375,22158.1796875
2017-09-14,22158.1796875,22203.48046875
2017-09-15,22203.48046875,22268.33984375
2017-09-18,22268.33984375,22331.349609375
2017-09-19,22331.349609375,22370.80078125
2017-09-20,22370.80078125,22412.58984375
2017-09-21,22412.58984375,22359.23046875
2017-09-22,22359.23046875,22349.58984375
2017-09-25,22349.58984375,22296.08984375
2017-09-26,22296.08984375,22284.3203125
2017-09-27,22284.3203125,22340.7109375
2017-09-28,22340.7109375,22381.19921875
2017-09-29,22381.19921875,22405.08984375
2017-10-02,22405.08984375,22557.599609375
2017-10-03,22557.599609375,22641.669921875
2017-10-04,22641.669921875,22661.640625
2017-10-05,22661.640625,22775.390625
2017-10-06,22775.390625,22773.669921875
2017-10-09,22773.669921875,22761.0703125
2017-10-10,22761.0703125,22830.6796875
2017-10-11,22830.6796875,22872.890625
2017-10-12,22872.890625,22841.009765625
2017-10-13,22841.009765625,22871.720703125
2017-10-16,22871.720703125,22956.9609375
2017-10-17,22956.9609375,22997.439453125
2017-10-18,22997.439453125,23157.599609375
2017-10-19,23157.599609375,23163.0390625
2017-10-20,23163.0390625,23328.630859375
2017-10-23,23328.630859375,23273.9609375
2017-10-24,23273.9609375,23441.759765625
2017-10-25,23441.759765625,23329.4609375
2017-10-26,23329.4609375,23400.859375
2017-10-27,23400.859375,23434.189453125
2017-10-30,23434.189453125,23348.740234375
2017-10-31,23348.740234375,23377.240234375
2017-11-01,23377.240234375,23435.009765625
2017-11-02,23435.009765625,23516.259765625
2017-11-03,23516.259765625,23539.189453125
2017-11-06,23539.189453125,23548.419921875
2017-11-07,23548.419921875,23557.23046875
2017-11-08,23557.23046875,23563.359375
2017-11-09,23563.359375,23461.939453125
2017-11-10,23461.939453125,23422.2109375
2017-11-13,23422.2109375,23439.69921875
2017-11-14,23439.69921875,23409.470703125
2017-11-15,23409.470703125,23271.279296875
2017-11-16,23271.279296875,23458.359375
2017-11-17,23458.359375,23358.240234375
2017-11-20,23358.240234375,23430.330078125
2017-11-21,23430.330078125,23590.830078125
2017-11-22,23590.830078125,23526.1796875
2017-11-24,23526.1796875,23557.990234375
2017-11-27,23557.990234375,23580.779296875
2017-11-28,23580.779296875,23836.7109375
2017-11-29,23836.7109375,23940.6796875
2017-11-30,23940.6796875,24272.349609375
2017-12-01,24272.349609375,24231.58984375
2017-12-04,24231.58984375,24290.05078125
2017-12-05,24290.05078125,24180.640625
2017-12-06,24180.640625,24140.91015625
2017-12-07,24140.91015625,24211.48046875
2017-12-08,24211.48046875,24329.16015625
2017-12-11,24329.16015625,24386.029296875
2017-12-12,24386.029296875,24504.80078125
2017-12-13,24504.80078125,24585.4296875
2017-12-14,24585.4296875,24508.66015625
2017-12-15,24508.66015625,24651.740234375
2017-12-18,24651.740234375,24792.19921875
2017-12-19,24792.19921875,24754.75
2017-12-20,24754.75,24726.650390625
2017-12-21,24726.650390625,24782.2890625
2017-12-22,24782.2890625,24754.060546875
2017-12-26,24754.060546875,24746.2109375
2017-12-27,24746.2109375,24774.30078125
2017-12-28,24774.30078125,24837.509765625
2017-12-29,24837.509765625,24719.220703125
2018-01-02,24719.220703125,24824.009765625
2018-01-03,24824.009765625,24922.6796875
2018-01-04,24922.6796875,25075.130859375
2018-01-05,25075.130859375,25295.869140625
2018-01-08,25295.869140625,25283.0
2018-01-09,25283.0,25385.80078125
2018-01-10,25385.80078125,25369.130859375
2018-01-11,25369.130859375,25574.73046875
2018-01-12,25574.73046875,25803.189453125
2018-01-16,25803.189453125,25792.859375
2018-01-17,25792.859375,26115.650390625
2018-01-18,26115.650390625,26017.810546875
2018-01-19,26017.810546875,26071.720703125
2018-01-22,26071.720703125,26214.599609375
2018-01-23,26214.599609375,26210.810546875
2018-01-24,26210.810546875,26252.119140625
2018-01-25,26252.119140625,26392.7890625
2018-01-26,26392.7890625,26616.7109375
2018-01-29,26616.7109375,26439.48046875
2018-01-30,26439.48046875,26076.890625
2018-01-31,26076.890625,26149.390625
2018-02-01,26149.390625,26186.7109375
2018-02-02,26186.7109375,25520.9609375
2018-02-05,25520.9609375,24345.75
2018-02-06,24345.75,24912.76953125
2018-02-07,24912.76953125,24893.349609375
2018-02-08,24893.349609375,23860.4609375
2018-02-09,23860.4609375,24190.900390625
2018-02-12,24190.900390625,24601.26953125
2018-02-13,24601.26953125,24640.44921875
2018-02-14,24640.44921875,24893.490234375
2018-02-15,24893.490234375,25200.369140625
2018-02-16,25200.369140625,25219.380859375
2018-02-20,25219.380859375,24964.75
2018-02-21,24964.75,24797.779296875
2018-02-22,24797.779296875,24962.48046875
2018-02-23,24962.48046875,25309.990234375
2018-02-26,25309.990234375,25709.26953125
2018-02-27,25709.26953125,25410.029296875
2018-02-28,25410.029296875,25029.19921875
2018-03-01,25029.19921875,24608.98046875
2018-03-02,24608.98046875,24538.060546875
2018-03-05,24538.060546875,24874.759765625
2018-03-06,24874.759765625,24884.119140625
2018-03-07,24884.119140625,24801.359375
2018-03-08,24801.359375,24895.2109375
2018-03-09,24895.2109375,25335.740234375
2018-03-12,25335.740234375,25178.609375
2018-03-13,25178.609375,25007.029296875
2018-03-14,25007.029296875,24758.119140625
2018-03-15,24758.119140625,24873.66015625
2018-03-16,24873.66015625,24946.509765625
2018-03-19,24946.509765625,24610.91015625
2018-03-20,24610.91015625,24727.26953125
2018-03-21,24727.26953125,24682.310546875
2018-03-22,24682.310546875,23957.890625
2018-03-23,23957.890625,23533.19921875
2018-03-26,23533.19921875,24202.599609375
2018-03-27,24202.599609375,23857.7109375
