Date,AMZN(t-1),AMZN(t)
2015-06-26,22.0049991607666,21.905000686645508
2015-06-29,21.905000686645508,21.493000030517575
2015-06-30,21.493000030517575,21.704500198364254
2015-07-01,21.704500198364254,21.86949920654297
2015-07-02,21.86949920654297,21.885499954223633
2015-07-06,21.885499954223633,21.802000045776367
2015-07-07,21.802000045776367,21.836000442504883
2015-07-08,21.836000442504883,21.48500061035156
2015-07-09,21.48500061035156,21.719499588012695
2015-07-10,21.719499588012695,22.175500869750977
2015-07-13,22.175500869750977,22.778499603271484
2015-07-14,22.778499603271484,23.278499603271484
2015-07-15,23.278499603271484,23.059499740600582
2015-07-16,23.059499740600582,23.77400016784668
2015-07-17,23.77400016784668,24.15049934387207
2015-07-20,24.15049934387207,24.405000686645508
2015-07-21,24.405000686645508,24.399999618530273
2015-07-22,24.399999618530273,24.41349983215332
2015-07-23,24.41349983215332,24.108999252319336
2015-07-24,24.108999252319336,26.47100067138672
2015-07-27,26.47100067138672,26.570499420166016
2015-07-28,26.570499420166016,26.30150032043457
2015-07-29,26.30150032043457,26.450000762939453
2015-07-30,26.450000762939453,26.83799934387207
2015-07-31,26.83799934387207,26.8075008392334
2015-08-03,26.8075008392334,26.75149917602539
2015-08-04,26.75149917602539,26.594999313354492
2015-08-05,26.594999313354492,26.850500106811523
2015-08-06,26.850500106811523,26.472999572753903
2015-08-07,26.472999572753903,26.131000518798828
2015-08-10,26.131000518798828,26.200000762939453
2015-08-11,26.200000762939453,26.37299919128418
2015-08-12,26.37299919128418,26.295499801635746
2015-08-13,26.295499801635746,26.482999801635746
2015-08-14,26.482999801635746,26.576000213623047
2015-08-17,26.576000213623047,26.76099967956543
2015-08-18,26.76099967956543,26.750999450683594
2015-08-19,26.750999450683594,26.645999908447266
2015-08-20,26.645999908447266,25.788999557495117
2015-08-21,25.788999557495117,24.723499298095703
2015-08-24,24.723499298095703,23.168500900268555
2015-08-25,23.168500900268555,23.318500518798828
2015-08-26,23.318500518798828,25.03849983215332
2015-08-27,25.03849983215332,25.918500900268555
2015-08-28,25.918500900268555,25.90049934387207
2015-08-31,25.90049934387207,25.644500732421875
2015-09-01,25.644500732421875,24.82699966430664
2015-09-02,24.82699966430664,25.52750015258789
2015-09-03,25.52750015258789,25.236000061035156
2015-09-04,25.236000061035156,24.950000762939453
2015-09-08,24.950000762939453,25.87700080871582
2015-09-09,25.87700080871582,25.844499588012695
2015-09-10,25.844499588012695,26.11199951171875
2015-09-11,26.11199951171875,26.472000122070312
2015-09-14,26.472000122070312,26.069000244140625
2015-09-15,26.069000244140625,26.118499755859375
2015-09-16,26.118499755859375,26.36949920654297
2015-09-17,26.36949920654297,26.943500518798828
2015-09-18,26.943500518798828,27.01300048828125
2015-09-21,27.01300048828125,27.41950035095215
2015-09-22,27.41950035095215,26.920000076293945
2015-09-23,26.920000076293945,26.80349922180176
2015-09-24,26.80349922180176,26.6875
2015-09-25,26.6875,26.212499618530273
2015-09-28,26.212499618530273,25.20299911499023
2015-09-29,25.20299911499023,24.80349922180176
2015-09-30,24.80349922180176,25.594499588012695
2015-10-01,25.594499588012695,26.035999298095703
2015-10-02,26.035999298095703,26.62700080871582
2015-10-05,26.62700080871582,27.18400001525879
2015-10-06,27.18400001525879,26.874000549316406
2015-10-07,26.874000549316406,27.097000122070312
2015-10-08,27.097000122070312,26.65800094604492
2015-10-09,26.65800094604492,26.989999771118164
2015-10-12,26.989999771118164,27.50950050354004
2015-10-13,27.50950050354004,27.44499969482422
2015-10-14,27.44499969482422,27.241500854492188
2015-10-15,27.241500854492188,28.121999740600582
2015-10-16,28.121999740600582,28.538000106811523
2015-10-19,28.538000106811523,28.657499313354492
2015-10-20,28.657499313354492,28.04400062561035
2015-10-21,28.04400062561035,27.78849983215332
2015-10-22,27.78849983215332,28.195499420166016
2015-10-23,28.195499420166016,29.951499938964844
2015-10-26,29.951499938964844,30.430500030517575
2015-10-27,30.430500030517575,30.550500869750977
2015-10-28,30.550500869750977,30.854999542236328
2015-10-29,30.854999542236328,31.32749938964844
2015-10-30,31.32749938964844,31.295000076293945
2015-11-02,31.295000076293945,31.417499542236328
2015-11-03,31.417499542236328,31.26549911499023
2015-11-04,31.26549911499023,32.04750061035156
2015-11-05,32.04750061035156,32.782501220703125
2015-11-06,32.782501220703125,32.96849822998047
2015-11-09,32.96849822998047,32.77450180053711
2015-11-10,32.77450180053711,32.98400115966797
2015-11-11,32.98400115966797,33.662498474121094
2015-11-12,33.662498474121094,33.279998779296875
2015-11-13,33.279998779296875,32.11750030517578
2015-11-16,32.11750030517578,32.390499114990234
2015-11-17,32.390499114990234,32.165000915527344
2015-11-18,32.165000915527344,33.176998138427734
2015-11-19,33.176998138427734,33.063499450683594
2015-11-20,33.063499450683594,33.42250061035156
2015-11-23,33.42250061035156,33.949501037597656
2015-11-24,33.949501037597656,33.557498931884766
2015-11-25,33.557498931884766,33.766998291015625
2015-11-27,33.766998291015625,33.66299819946289
2015-11-30,33.66299819946289,33.2400016784668
2015-12-01,33.2400016784668,33.952999114990234
2015-12-02,33.952999114990234,33.800498962402344
2015-12-03,33.800498962402344,33.3125
2015-12-04,33.3125,33.63199996948242
2015-12-07,33.63199996948242,33.49150085449219
2015-12-08,33.49150085449219,33.86650085449219
2015-12-09,33.86650085449219,33.239498138427734
2015-12-10,33.239498138427734,33.11600112915039
2015-12-11,33.11600112915039,32.00749969482422
2015-12-14,32.00749969482422,32.89550018310547
2015-12-15,32.89550018310547,32.93199920654297
2015-12-16,32.93199920654297,33.78850173950195
2015-12-17,33.78850173950195,33.532501220703125
2015-12-18,33.532501220703125,33.207000732421875
2015-12-21,33.207000732421875,33.22549819946289
2015-12-22,33.22549819946289,33.157501220703125
2015-12-23,33.157501220703125,33.185001373291016
2015-12-24,33.185001373291016,33.13949966430664
2015-12-28,33.13949966430664,33.7599983215332
2015-12-29,33.7599983215332,34.69850158691406
2015-12-30,34.69850158691406,34.45349884033203
2015-12-31,34.45349884033203,33.794498443603516
2016-01-04,33.794498443603516,31.84950065612793
2016-01-05,31.84950065612793,31.68950080871582
2016-01-06,31.68950080871582,31.63249969482422
2016-01-07,31.63249969482422,30.39699935913086
2016-01-08,30.39699935913086,30.352500915527344
2016-01-11,30.352500915527344,30.886999130249023
2016-01-12,30.886999130249023,30.894500732421875
2016-01-13,30.894500732421875,29.090499877929688
2016-01-14,29.090499877929688,29.649999618530273
2016-01-15,29.649999618530273,28.50900077819824
2016-01-19,28.50900077819824,28.724000930786133
2016-01-20,28.724000930786133,28.588499069213867
2016-01-21,28.588499069213867,28.750999450683594
2016-01-22,28.750999450683594,29.819000244140625
2016-01-25,29.819000244140625,29.826499938964844
2016-01-26,29.826499938964844,30.0625
2016-01-27,30.0625,29.167499542236328
2016-01-28,29.167499542236328,31.767499923706055
2016-01-29,31.767499923706055,29.350000381469727
2016-02-01,29.350000381469727,28.74049949645996
2016-02-02,28.74049949645996,27.604999542236328
2016-02-03,27.604999542236328,26.55349922180176
2016-02-04,26.55349922180176,26.812999725341797
2016-02-05,26.812999725341797,25.10650062561035
2016-02-08,25.10650062561035,24.405000686645508
2016-02-09,24.405000686645508,24.103500366210938
2016-02-10,24.103500366210938,24.52400016784668
2016-02-11,24.52400016784668,25.19099998474121
2016-02-12,25.19099998474121,25.354000091552734
2016-02-16,25.354000091552734,26.05500030517578
2016-02-17,26.05500030517578,26.704999923706055
2016-02-18,26.704999923706055,26.25
2016-02-19,26.25,26.7450008392334
2016-02-22,26.7450008392334,27.975000381469727
2016-02-23,27.975000381469727,27.64699935913086
2016-02-24,27.64699935913086,27.70199966430664
2016-02-25,27.70199966430664,27.75749969482422
2016-02-26,27.75749969482422,27.761499404907227
2016-02-29,27.761499404907227,27.625999450683594
2016-03-01,27.625999450683594,28.95199966430664
2016-03-02,28.95199966430664,29.010499954223633
2016-03-03,29.010499954223633,28.874500274658203
2016-03-04,28.874500274658203,28.756999969482425
2016-03-07,28.756999969482425,28.13999938964844
2016-03-08,28.13999938964844,28.01300048828125
2016-03-09,28.01300048828125,27.973499298095703
2016-03-10,27.973499298095703,27.94650077819824
2016-03-11,27.94650077819824,28.480499267578125
2016-03-14,28.480499267578125,28.668500900268555
2016-03-15,28.668500900268555,28.85099983215332
2016-03-16,28.85099983215332,28.713499069213867
2016-03-17,28.713499069213867,27.972000122070312
2016-03-18,27.972000122070312,27.604000091552734
2016-03-21,27.604000091552734,27.698999404907227
2016-03-22,27.698999404907227,28.02400016784668
2016-03-23,28.02400016784668,28.48150062561035
2016-03-24,28.48150062561035,29.147499084472656
2016-03-28,29.147499084472656,28.993499755859375
2016-03-29,28.993499755859375,29.69300079345703
2016-03-30,29.69300079345703,29.934499740600582
2016-03-31,29.934499740600582,29.68199920654297
2016-04-01,29.68199920654297,29.924999237060547
2016-04-04,29.924999237060547,29.659500122070312
2016-04-05,29.659500122070312,29.30699920654297
2016-04-06,29.30699920654297,30.104000091552734
2016-04-07,30.104000091552734,29.57150077819824
2016-04-08,29.57150077819824,29.729999542236328
2016-04-11,29.729999542236328,29.796499252319336
2016-04-12,29.796499252319336,30.15850067138672
2016-04-13,30.15850067138672,30.74099922180176
2016-04-14,30.74099922180176,31.037500381469727
2016-04-15,31.037500381469727,31.29450035095215
2016-04-18,31.29450035095215,31.767499923706055
2016-04-19,31.767499923706055,31.395000457763672
2016-04-20,31.395000457763672,31.649499893188477
2016-04-21,31.649499893188477,31.549999237060547
2016-04-22,31.549999237060547,31.024999618530273
2016-04-25,31.024999618530273,31.309999465942383
2016-04-26,31.309999465942383,30.8439998626709
2016-04-27,30.8439998626709,30.328500747680664
2016-04-28,30.328500747680664,30.100000381469727
2016-04-29,30.100000381469727,32.97949981689453
2016-05-02,32.97949981689453,34.192501068115234
2016-05-03,34.192501068115234,33.566001892089844
2016-05-04,33.566001892089844,33.54499816894531
2016-05-05,33.54499816894531,32.954498291015625
2016-05-06,32.954498291015625,33.6974983215332
2016-05-09,33.6974983215332,33.98749923706055
2016-05-10,33.98749923706055,35.153499603271484
2016-05-11,35.153499603271484,35.6614990234375
2016-05-12,35.6614990234375,35.89649963378906
2016-05-13,35.89649963378906,35.49599838256836
2016-05-16,35.49599838256836,35.53300094604492
2016-05-17,35.53300094604492,34.76350021362305
2016-05-18,34.76350021362305,34.872501373291016
2016-05-19,34.872501373291016,34.92599868774414
2016-05-20,34.92599868774414,35.13999938964844
2016-05-23,35.13999938964844,34.837501525878906
2016-05-24,34.837501525878906,35.209999084472656
2016-05-25,35.209999084472656,35.41749954223633
2016-05-26,35.41749954223633,35.74549865722656
2016-05-27,35.74549865722656,35.61199951171875
2016-05-31,35.61199951171875,36.13949966430664
2016-06-01,36.13949966430664,35.97200012207031
2016-06-02,35.97200012207031,36.4119987487793
2016-06-03,36.4119987487793,36.277000427246094
2016-06-06,36.277000427246094,36.33649826049805
2016-06-07,36.33649826049805,36.1870002746582
2016-06-08,36.1870002746582,36.332000732421875
2016-06-09,36.332000732421875,36.38249969482422
2016-06-10,36.38249969482422,35.89550018310547
2016-06-13,35.89550018310547,35.762001037597656
2016-06-14,35.762001037597656,35.96500015258789
2016-06-15,35.96500015258789,35.7130012512207
2016-06-16,35.7130012512207,35.8754997253418
2016-06-17,35.8754997253418,35.31949996948242
2016-06-20,35.31949996948242,35.70050048828125
2016-06-21,35.70050048828125,35.79100036621094
2016-06-22,35.79100036621094,35.529998779296875
2016-06-23,35.529998779296875,36.104000091552734
2016-06-24,36.104000091552734,34.948001861572266
2016-06-27,34.948001861572266,34.56800079345703
2016-06-28,34.56800079345703,35.397499084472656
2016-06-29,35.397499084472656,35.779998779296875
2016-06-30,35.779998779296875,35.78099822998047
2016-07-01,35.78099822998047,36.28400039672851
2016-07-05,36.28400039672851,36.404998779296875
2016-07-06,36.404998779296875,36.88050079345703
2016-07-07,36.88050079345703,36.82849884033203
2016-07-08,36.82849884033203,37.29050064086914
2016-07-11,37.29050064086914,37.68899917602539
2016-07-12,37.68899917602539,37.410499572753906
2016-07-13,37.410499572753906,37.131500244140625
2016-07-14,37.131500244140625,37.060001373291016
2016-07-15,37.060001373291016,36.77199935913086
2016-07-18,36.77199935913086,36.80350112915039
2016-07-19,36.80350112915039,36.997501373291016
2016-07-20,36.997501373291016,37.2859992980957
2016-07-21,37.2859992980957,37.22150039672851
2016-07-22,37.22150039672851,37.24300003051758
2016-07-25,37.24300003051758,36.980499267578125
2016-07-26,36.980499267578125,36.77949905395508
2016-07-27,36.77949905395508,36.833499908447266
2016-07-28,36.833499908447266,37.63050079345703
2016-07-29,37.63050079345703,37.94049835205078
2016-08-01,37.94049835205078,38.387001037597656
2016-08-02,38.387001037597656,38.02899932861328
2016-08-03,38.02899932861328,37.73199844360352
2016-08-04,37.73199844360352,38.03850173950195
2016-08-05,38.03850173950195,38.29899978637695
2016-08-08,38.29899978637695,38.327999114990234
2016-08-09,38.327999114990234,38.41550064086914
2016-08-10,38.41550064086914,38.428001403808594
2016-08-11,38.428001403808594,38.5620002746582
2016-08-12,38.5620002746582,38.62799835205078
2016-08-15,38.62799835205078,38.42449951171875
2016-08-16,38.42449951171875,38.20199966430664
2016-08-17,38.20199966430664,38.23149871826172
2016-08-18,38.23149871826172,38.222999572753906
2016-08-19,38.222999572753906,37.865501403808594
2016-08-22,37.865501403808594,37.9739990234375
2016-08-23,37.9739990234375,38.122501373291016
2016-08-24,38.122501373291016,37.86249923706055
2016-08-25,37.86249923706055,37.96099853515625
2016-08-26,37.96099853515625,38.45000076293945
2016-08-29,38.45000076293945,38.56449890136719
2016-08-30,38.56449890136719,38.37900161743164
2016-08-31,38.37900161743164,38.45800018310547
2016-09-01,38.45800018310547,38.53099822998047
2016-09-02,38.53099822998047,38.62200164794922
2016-09-06,38.62200164794922,39.44350051879883
2016-09-07,39.44350051879883,39.2239990234375
2016-09-08,39.2239990234375,39.202999114990234
2016-09-09,39.202999114990234,38.00699996948242
2016-09-12,38.00699996948242,38.574501037597656
2016-09-13,38.574501037597656,38.050498962402344
2016-09-14,38.050498962402344,38.054500579833984
2016-09-15,38.054500579833984,38.484500885009766
2016-09-16,38.484500885009766,38.92599868774414
2016-09-19,38.92599868774414,38.755001068115234
2016-09-20,38.755001068115234,39.01100158691406
2016-09-21,39.01100158691406,39.48699951171875
2016-09-22,39.48699951171875,40.23500061035156
2016-09-23,40.23500061035156,40.287498474121094
2016-09-26,40.287498474121094,39.95800018310547
2016-09-27,39.95800018310547,40.80550003051758
2016-09-28,40.80550003051758,41.43600082397461
2016-09-29,41.43600082397461,41.45249938964844
2016-09-30,41.45249938964844,41.865501403808594
2016-10-03,41.865501403808594,41.83700180053711
2016-10-04,41.83700180053711,41.70149993896485
2016-10-05,41.70149993896485,42.21799850463867
2016-10-06,42.21799850463867,42.08300018310547
2016-10-07,42.08300018310547,41.97150039672851
2016-10-10,41.97150039672851,42.08549880981445
2016-10-11,42.08549880981445,41.54999923706055
2016-10-12,41.54999923706055,41.704498291015625
2016-10-13,41.704498291015625,41.4640007019043
2016-10-14,41.4640007019043,41.14799880981445
2016-10-17,41.14799880981445,40.647499084472656
2016-10-18,40.647499084472656,40.88249969482422
2016-10-19,40.88249969482422,40.884498596191406
2016-10-20,40.884498596191406,40.51599884033203
2016-10-21,40.51599884033203,40.949501037597656
2016-10-24,40.949501037597656,41.90449905395508
2016-10-25,41.90449905395508,41.75899887084961
2016-10-26,41.75899887084961,41.12950134277344
2016-10-27,41.12950134277344,40.917999267578125
2016-10-28,40.917999267578125,38.81600189208984
2016-10-31,38.81600189208984,39.49100112915039
2016-11-01,39.49100112915039,39.27050018310547
2016-11-02,39.27050018310547,38.27799987792969
2016-11-03,38.27799987792969,38.35150146484375
2016-11-04,38.35150146484375,37.752498626708984
2016-11-07,37.752498626708984,39.24649810791016
2016-11-08,39.24649810791016,39.38750076293945
2016-11-09,39.38750076293945,38.59400177001953
2016-11-10,38.59400177001953,37.11899948120117
2016-11-11,37.11899948120117,36.95050048828125
2016-11-14,36.95050048828125,35.95349884033203
2016-11-15,35.95349884033203,37.1619987487793
2016-11-16,37.1619987487793,37.324501037597656
2016-11-17,37.324501037597656,37.81999969482422
2016-11-18,37.81999969482422,38.007999420166016
2016-11-21,38.007999420166016,39.0
2016-11-22,39.0,39.26649856567383
2016-11-23,39.26649856567383,39.00600051879883
2016-11-25,39.00600051879883,39.01850128173828
2016-11-28,39.01850128173828,38.3385009765625
2016-11-29,38.3385009765625,38.125999450683594
2016-11-30,38.125999450683594,37.52849960327149
2016-12-01,37.52849960327149,37.182498931884766
2016-12-02,37.182498931884766,37.016998291015625
2016-12-05,37.016998291015625,37.96799850463867
2016-12-06,37.96799850463867,38.23600006103515
2016-12-07,38.23600006103515,38.520999908447266
2016-12-08,38.520999908447266,38.36650085449219
2016-12-09,38.36650085449219,38.43299865722656
2016-12-12,38.43299865722656,38.00600051879883
2016-12-13,38.00600051879883,38.71699905395508
2016-12-14,38.71699905395508,38.44100189208984
2016-12-15,38.44100189208984,38.04999923706055
2016-12-16,38.04999923706055,37.88850021362305
2016-12-19,37.88850021362305,38.29999923706055
2016-12-20,38.29999923706055,38.56100082397461
2016-12-21,38.56100082397461,38.529998779296875
2016-12-22,38.529998779296875,38.31700134277344
2016-12-23,38.31700134277344,38.02949905395508
2016-12-27,38.02949905395508,38.56999969482422
2016-12-28,38.56999969482422,38.60649871826172
2016-12-29,38.60649871826172,38.25749969482422
2016-12-30,38.25749969482422,37.493499755859375
2017-01-03,37.493499755859375,37.68349838256836
2017-01-04,37.68349838256836,37.85900115966797
2017-01-05,37.85900115966797,39.022499084472656
2017-01-06,39.022499084472656,39.79949951171875
2017-01-09,39.79949951171875,39.84600067138672
2017-01-10,39.84600067138672,39.79499816894531
2017-01-11,39.79499816894531,39.95100021362305
2017-01-12,39.95100021362305,40.68199920654297
2017-01-13,40.68199920654297,40.85699844360352
2017-01-17,40.85699844360352,40.48600006103515
2017-01-18,40.48600006103515,40.374000549316406
2017-01-19,40.374000549316406,40.45199966430664
2017-01-20,40.45199966430664,40.416500091552734
2017-01-23,40.416500091552734,40.89400100708008
2017-01-24,40.89400100708008,41.12200164794922
2017-01-25,41.12200164794922,41.82600021362305
2017-01-26,41.82600021362305,41.95750045776367
2017-01-27,41.95750045776367,41.78850173950195
2017-01-30,41.78850173950195,41.51900100708008
2017-01-31,41.51900100708008,41.17399978637695
2017-02-01,41.17399978637695,41.61750030517578
2017-02-02,41.61750030517578,41.997501373291016
2017-02-03,41.997501373291016,40.5099983215332
2017-02-06,40.5099983215332,40.38199996948242
2017-02-07,40.38199996948242,40.625
2017-02-08,40.625,40.98550033569336
2017-02-09,40.98550033569336,41.06800079345703
2017-02-10,41.06800079345703,41.37300109863281
2017-02-13,41.37300109863281,41.82649993896485
2017-02-14,41.82649993896485,41.81949996948242
2017-02-15,41.81949996948242,42.1349983215332
2017-02-16,42.1349983215332,42.207000732421875
2017-02-17,42.207000732421875,42.25350189208984
2017-02-21,42.25350189208984,42.821998596191406
2017-02-22,42.821998596191406,42.78049850463867
2017-02-23,42.78049850463867,42.609500885009766
2017-02-24,42.609500885009766,42.262001037597656
2017-02-27,42.262001037597656,42.43199920654297
2017-02-28,42.43199920654297,42.25199890136719
2017-03-01,42.25199890136719,42.65399932861328
2017-03-02,42.65399932861328,42.445499420166016
2017-03-03,42.445499420166016,42.49399948120117
2017-03-06,42.49399948120117,42.33050155639648
2017-03-07,42.33050155639648,42.30099868774414
2017-03-08,42.30099868774414,42.525001525878906
2017-03-09,42.525001525878906,42.650001525878906
2017-03-10,42.650001525878906,42.62300109863281
2017-03-13,42.62300109863281,42.72949981689453
2017-03-14,42.72949981689453,42.62649917602539
2017-03-15,42.62649917602539,42.64849853515625
2017-03-16,42.64849853515625,42.67100143432617
2017-03-17,42.67100143432617,42.615501403808594
2017-03-20,42.615501403808594,42.8484992980957
2017-03-21,42.8484992980957,42.15999984741211
2017-03-22,42.15999984741211,42.40299987792969
2017-03-23,42.40299987792969,42.36899948120117
2017-03-24,42.36899948120117,42.28049850463867
2017-03-27,42.28049850463867,42.34099960327149
2017-03-28,42.34099960327149,42.79999923706055
2017-03-29,42.79999923706055,43.71599960327149
2017-03-30,43.71599960327149,43.81700134277344
2017-03-31,43.81700134277344,44.32699966430664
2017-04-03,44.32699966430664,44.57550048828125
2017-04-04,44.57550048828125,45.34149932861328
2017-04-05,45.34149932861328,45.4640007019043
2017-04-06,45.4640007019043,44.91400146484375
2017-04-07,44.91400146484375,44.74399948120117
2017-04-10,44.74399948120117,45.35200119018555
2017-04-11,45.35200119018555,45.11800003051758
2017-04-12,45.11800003051758,44.811500549316406
2017-04-13,44.811500549316406,44.23350143432617
2017-04-17,44.23350143432617,45.0994987487793
2017-04-18,45.0994987487793,45.18899917602539
2017-04-19,45.18899917602539,44.959999084472656
2017-04-20,44.959999084472656,45.10300064086914
2017-04-21,45.10300064086914,44.92649841308594
2017-04-24,44.92649841308594,45.37049865722656
2017-04-25,45.37049865722656,45.38100051879883
2017-04-26,45.38100051879883,45.464500427246094
2017-04-27,45.464500427246094,45.91899871826172
2017-04-28,45.91899871826172,46.2495002746582
2017-05-01,46.2495002746582,47.4114990234375
2017-05-02,47.4114990234375,47.34700012207031
2017-05-03,47.34700012207031,47.05149841308594
2017-05-04,47.05149841308594,46.87649917602539
2017-05-05,46.87649917602539,46.70750045776367
2017-05-08,46.70750045776367,47.45199966430664
2017-05-09,47.45199966430664,47.64099884033203
2017-05-10,47.64099884033203,47.4474983215332
2017-05-11,47.4474983215332,47.38100051879883
2017-05-12,47.38100051879883,48.067501068115234
2017-05-15,48.067501068115234,47.89849853515625
2017-05-16,47.89849853515625,48.30350112915039
2017-05-17,48.30350112915039,47.237998962402344
2017-05-18,47.237998962402344,47.92449951171875
2017-05-19,47.92449951171875,47.992000579833984
2017-05-22,47.992000579833984,48.53350067138672
2017-05-23,48.53350067138672,48.57699966430664
2017-05-24,48.57699966430664,49.01750183105469
2017-05-25,49.01750183105469,49.66899871826172
2017-05-26,49.66899871826172,49.78900146484375
2017-05-30,49.78900146484375,49.834999084472656
2017-05-31,49.834999084472656,49.73099899291992
2017-06-01,49.73099899291992,49.79750061035156
2017-06-02,49.79750061035156,50.33649826049805
