Date,MSFT(t-1),MSFT(t)
2015-07-23,39.639122009277344,40.135257720947266
2015-07-24,40.135257720947266,39.98728561401367
2015-07-27,39.98728561401367,39.47374725341797
2015-07-28,39.47374725341797,39.46503829956055
2015-07-29,39.46503829956055,40.29194259643555
2015-07-30,40.29194259643555,40.80549240112305
2015-07-31,40.80549240112305,40.6488037109375
2015-08-03,40.6488037109375,40.74456024169922
2015-08-04,40.74456024169922,41.37996673583984
2015-08-05,41.37996673583984,41.414791107177734
2015-08-06,41.414791107177734,40.57918167114258
2015-08-07,40.57918167114258,40.68364334106445
2015-08-10,40.68364334106445,41.197174072265625
2015-08-11,41.197174072265625,40.39638900756836
2015-08-12,40.39638900756836,40.68364334106445
2015-08-13,40.68364334106445,40.674930572509766
2015-08-14,40.674930572509766,40.90993118286133
2015-08-17,40.90993118286133,41.18846893310547
2015-08-18,41.18846893310547,41.41627883911133
2015-08-19,41.41627883911133,40.8380126953125
2015-08-20,40.8380126953125,40.00566101074219
2015-08-21,40.00566101074219,37.73638916015625
2015-08-24,37.73638916015625,36.518531799316406
2015-08-25,36.518531799316406,35.4583625793457
2015-08-26,35.4583625793457,37.42097091674805
2015-08-27,37.42097091674805,38.463619232177734
2015-08-28,38.463619232177734,38.48989486694336
2015-08-31,38.48989486694336,38.13067626953125
2015-09-01,38.13067626953125,36.64118957519531
2015-09-02,36.64118957519531,37.990474700927734
2015-09-03,37.990474700927734,38.11314392089844
2015-09-04,38.11314392089844,37.333351135253906
2015-09-08,37.333351135253906,38.45484924316406
2015-09-09,38.45484924316406,37.73638916015625
2015-09-10,37.73638916015625,37.92913818359375
2015-09-11,37.92913818359375,38.09560775756836
2015-09-14,38.09560775756836,37.710105895996094
2015-09-15,37.710105895996094,38.53369140625
2015-09-16,38.53369140625,38.81407165527344
2015-09-17,38.81407165527344,38.770267486572266
2015-09-18,38.770267486572266,38.09560775756836
2015-09-21,38.09560775756836,38.64760208129883
2015-09-22,38.64760208129883,38.463619232177734
2015-09-23,38.463619232177734,38.43732070922851
2015-09-24,38.43732070922851,38.47237014770508
2015-09-25,38.47237014770508,38.49866485595703
2015-09-28,38.49866485595703,37.92913818359375
2015-09-29,37.92913818359375,38.060577392578125
2015-09-30,38.060577392578125,38.77902603149414
2015-10-01,38.77902603149414,39.085689544677734
2015-10-02,39.085689544677734,39.926788330078125
2015-10-05,39.926788330078125,40.85552978515625
2015-10-06,40.85552978515625,40.96067428588867
2015-10-07,40.96067428588867,41.00448989868164
2015-10-08,41.00448989868164,41.57398223876953
2015-10-09,41.57398223876953,41.27609634399414
2015-10-12,41.27609634399414,41.179710388183594
2015-10-13,41.179710388183594,41.08332824707031
2015-10-14,41.08332824707031,40.89933776855469
2015-10-15,40.89933776855469,41.1884651184082
2015-10-16,41.1884651184082,41.62654876708984
2015-10-19,41.62654876708984,41.722938537597656
2015-10-20,41.722938537597656,41.854366302490234
2015-10-21,41.854366302490234,41.354942321777344
2015-10-22,41.354942321777344,42.0821647644043
2015-10-23,42.0821647644043,46.32280349731445
2015-10-26,46.32280349731445,47.53190994262695
2015-10-27,47.53190994262695,47.04124069213867
2015-10-28,47.04124069213867,47.29534530639648
2015-10-29,47.29534530639648,46.75211715698242
2015-10-30,46.75211715698242,46.12126922607422
2015-11-02,46.12126922607422,46.64697265625
2015-11-03,46.64697265625,47.44429397583008
2015-11-04,47.44429397583008,47.663326263427734
2015-11-05,47.663326263427734,47.64580535888672
2015-11-06,47.64580535888672,48.11893081665039
2015-11-09,48.11893081665039,47.45304107666016
2015-11-10,47.45304107666016,46.883541107177734
2015-11-11,46.883541107177734,47.0062141418457
2015-11-12,47.0062141418457,46.717071533203125
2015-11-13,46.717071533203125,46.29651641845703
2015-11-16,46.29651641845703,47.111358642578125
2015-11-17,47.111358642578125,46.72322845458984
2015-11-18,46.72322845458984,47.49945831298828
2015-11-19,47.49945831298828,47.57884216308594
2015-11-20,47.57884216308594,47.79936218261719
2015-11-23,47.79936218261719,47.79936218261719
2015-11-24,47.79936218261719,47.85228729248047
2015-11-25,47.85228729248047,47.35832214355469
2015-11-27,47.35832214355469,47.57002258300781
2015-11-30,47.57002258300781,47.940486907958984
2015-12-01,47.940486907958984,48.707889556884766
2015-12-02,48.707889556884766,48.699073791503906
2015-12-03,48.699073791503906,47.80818176269531
2015-12-04,47.80818176269531,49.3165168762207
2015-12-07,49.3165168762207,49.22831344604492
2015-12-08,49.22831344604492,49.21067428588867
2015-12-09,49.21067428588867,48.49620056152344
2015-12-10,48.49620056152344,48.75199890136719
2015-12-11,48.75199890136719,47.6846923828125
2015-12-14,47.6846923828125,48.637325286865234
2015-12-15,48.637325286865234,48.69024658203125
2015-12-16,48.69024658203125,49.51057434082031
2015-12-17,49.51057434082031,49.13128662109375
2015-12-18,49.13128662109375,47.74644088745117
2015-12-21,47.74644088745117,48.363895416259766
2015-12-22,48.363895416259766,48.82256317138672
2015-12-23,48.82256317138672,49.23713302612305
2015-12-24,49.23713302612305,49.104827880859375
2015-12-28,49.104827880859375,49.351806640625
2015-12-29,49.351806640625,49.88105010986328
2015-12-30,49.88105010986328,49.66934585571289
2015-12-31,49.66934585571289,48.93723678588867
2016-01-04,48.93723678588867,48.33742141723633
2016-01-05,48.33742141723633,48.55793762207031
2016-01-06,48.55793762207031,47.67586898803711
2016-01-07,47.67586898803711,46.017578125
2016-01-08,46.017578125,46.15871810913086
2016-01-11,46.15871810913086,46.13224029541016
2016-01-12,46.13224029541016,46.555641174316406
2016-01-13,46.555641174316406,45.550079345703125
2016-01-14,45.550079345703125,46.84673309326172
2016-01-15,46.84673309326172,44.97674179077149
2016-01-19,44.97674179077149,44.59745407104492
2016-01-20,44.59745407104492,44.80032730102539
2016-01-21,44.80032730102539,44.526885986328125
2016-01-22,44.526885986328125,46.123435974121094
2016-01-25,46.123435974121094,45.682376861572266
2016-01-26,45.682376861572266,46.017578125
2016-01-27,46.017578125,45.17962265014648
2016-01-28,45.17962265014648,45.92055130004883
2016-01-29,45.92055130004883,48.59321975708008
2016-02-01,48.59321975708008,48.25804138183594
2016-02-02,48.25804138183594,46.74969482421875
2016-02-03,46.74969482421875,46.008750915527344
2016-02-04,46.008750915527344,45.86763381958008
2016-02-05,45.86763381958008,44.24461364746094
2016-02-08,44.24461364746094,43.583065032958984
2016-02-09,43.583065032958984,43.46839141845703
2016-02-10,43.46839141845703,43.84769821166992
2016-02-11,43.84769821166992,43.830039978027344
2016-02-12,43.830039978027344,44.544525146484375
2016-02-16,44.544525146484375,45.38850402832031
2016-02-17,45.38850402832031,46.57008361816406
2016-02-18,46.57008361816406,46.365753173828125
2016-02-19,46.365753173828125,46.03703689575195
2016-02-22,46.03703689575195,46.77440643310547
2016-02-23,46.77440643310547,45.46845626831055
2016-02-24,45.46845626831055,45.62837600708008
2016-02-25,45.62837600708008,46.28580474853515
2016-02-26,46.28580474853515,45.575069427490234
2016-02-29,45.575069427490234,45.201942443847656
2016-03-01,45.201942443847656,46.71223068237305
2016-03-02,46.71223068237305,47.04093933105469
2016-03-03,47.04093933105469,46.50788879394531
2016-03-04,46.50788879394531,46.223602294921875
2016-03-07,46.223602294921875,45.33518981933594
2016-03-08,45.33518981933594,45.886009216308594
2016-03-09,45.886009216308594,46.94322204589844
2016-03-10,46.94322204589844,46.24136734008789
2016-03-11,46.24136734008789,47.147552490234375
2016-03-14,47.147552490234375,47.23638153076172
2016-03-15,47.23638153076172,47.60951232910156
2016-03-16,47.60951232910156,48.28470230102539
2016-03-17,48.28470230102539,48.560096740722656
2016-03-18,48.560096740722656,47.52066421508789
2016-03-21,47.52066421508789,47.849388122558594
2016-03-22,47.849388122558594,48.03595733642578
2016-03-23,48.03595733642578,47.94710922241211
2016-03-24,47.94710922241211,48.16032791137695
2016-03-28,48.16032791137695,47.56509780883789
2016-03-29,47.56509780883789,48.604522705078125
2016-03-30,48.604522705078125,48.90657424926758
2016-03-31,48.90657424926758,49.06648635864258
2016-04-01,49.06648635864258,49.368560791015625
2016-04-04,49.368560791015625,49.244171142578125
2016-04-05,49.244171142578125,48.47127151489258
2016-04-06,48.47127151489258,48.96876525878906
2016-04-07,48.96876525878906,48.382423400878906
2016-04-08,48.382423400878906,48.346893310546875
2016-04-11,48.346893310546875,48.249168395996094
2016-04-12,48.249168395996094,48.55121612548828
2016-04-13,48.55121612548828,49.1731071472168
2016-04-14,49.1731071472168,49.1820068359375
2016-04-15,49.1820068359375,49.43962097167969
2016-04-18,49.43962097167969,50.15922927856445
2016-04-19,50.15922927856445,50.0970458984375
2016-04-20,50.0970458984375,49.38632583618164
2016-04-21,49.38632583618164,49.55510711669922
2016-04-22,49.55510711669922,46.00150680541992
2016-04-25,46.00150680541992,46.29468536376953
2016-04-26,46.29468536376953,45.69945526123047
2016-04-27,45.69945526123047,45.255252838134766
2016-04-28,45.255252838134766,44.33131408691406
2016-04-29,44.33131408691406,44.304656982421875
2016-05-02,44.304656982421875,44.96207046508789
2016-05-03,44.96207046508789,44.224700927734375
2016-05-04,44.224700927734375,44.304656982421875
2016-05-05,44.304656982421875,44.36684036254883
2016-05-06,44.36684036254883,44.7666130065918
2016-05-09,44.7666130065918,44.482330322265625
2016-05-10,44.482330322265625,45.326324462890625
2016-05-11,45.326324462890625,45.35295867919922
2016-05-12,45.35295867919922,45.76162338256836
2016-05-13,45.76162338256836,45.37961959838867
2016-05-16,45.37961959838867,46.04592514038086
2016-05-17,46.04592514038086,45.18708038330078
2016-05-18,45.18708038330078,45.45548248291016
2016-05-19,45.45548248291016,45.017112731933594
2016-05-20,45.017112731933594,45.28550338745117
2016-05-23,45.28550338745117,44.75766372680664
2016-05-24,44.75766372680664,46.15327453613281
2016-05-25,46.15327453613281,46.6274299621582
2016-05-26,46.6274299621582,46.42166519165039
2016-05-27,46.42166519165039,46.80635070800781
2016-05-31,46.80635070800781,47.41469192504883
2016-06-01,47.41469192504883,47.28050231933594
2016-06-02,47.28050231933594,46.94948196411133
2016-06-03,46.94948196411133,46.33219909667969
2016-06-06,46.33219909667969,46.636375427246094
2016-06-07,46.636375427246094,46.60953140258789
2016-06-08,46.60953140258789,46.55585479736328
2016-06-09,46.55585479736328,46.18011474609375
2016-06-10,46.18011474609375,46.05487060546875
2016-06-13,46.05487060546875,44.85608673095703
2016-06-14,44.85608673095703,44.57875061035156
2016-06-15,44.57875061035156,44.4535026550293
2016-06-16,44.4535026550293,45.07972717285156
2016-06-17,45.07972717285156,44.847145080566406
2016-06-20,44.847145080566406,44.79345703125
2016-06-21,44.79345703125,45.795433044433594
2016-06-22,45.795433044433594,45.61650848388672
2016-06-23,45.61650848388672,46.43954849243164
2016-06-24,46.43954849243164,44.57875061035156
2016-06-27,44.57875061035156,43.32627868652344
2016-06-28,43.32627868652344,44.229854583740234
2016-06-29,44.229854583740234,45.21393203735352
2016-06-30,45.21393203735352,45.777530670166016
2016-07-01,45.777530670166016,45.76858901977539
2016-07-05,45.76858901977539,45.777530670166016
2016-07-06,45.777530670166016,45.96541213989258
2016-07-07,45.96541213989258,45.96541213989258
2016-07-08,45.96541213989258,46.7884521484375
2016-07-11,46.7884521484375,47.04789733886719
2016-07-12,47.04789733886719,47.60255813598633
2016-07-13,47.60255813598633,47.870941162109375
2016-07-14,47.870941162109375,48.07670593261719
2016-07-15,48.07670593261719,48.040916442871094
2016-07-18,48.040916442871094,48.27351760864258
2016-07-19,48.27351760864258,47.49520111083984
2016-07-20,47.49520111083984,50.01802062988281
2016-07-21,50.01802062988281,49.919620513916016
2016-07-22,49.919620513916016,50.60847091674805
2016-07-25,50.60847091674805,50.75160598754883
2016-07-26,50.75160598754883,50.7784423828125
2016-07-27,50.7784423828125,50.26851272583008
2016-07-28,50.26851272583008,50.28640365600586
2016-07-29,50.28640365600586,50.706878662109375
2016-08-01,50.706878662109375,50.61741256713867
2016-08-02,50.61741256713867,50.61741256713867
2016-08-03,50.61741256713867,50.96631622314453
2016-08-04,50.96631622314453,51.3420524597168
2016-08-05,51.3420524597168,51.85198211669922
2016-08-08,51.85198211669922,51.94145202636719
2016-08-09,51.94145202636719,52.066688537597656
2016-08-10,52.066688537597656,51.90565872192383
2016-08-11,51.90565872192383,52.15616989135742
2016-08-12,52.15616989135742,51.83409881591797
2016-08-15,51.83409881591797,51.995113372802734
2016-08-16,51.995113372802734,51.707069396972656
2016-08-17,51.707069396972656,51.81507873535156
2016-08-18,51.81507873535156,51.851104736328125
2016-08-19,51.851104736328125,51.869102478027344
2016-08-22,51.869102478027344,51.91410827636719
2016-08-23,51.91410827636719,52.112152099609375
2016-08-24,52.112152099609375,52.166168212890625
2016-08-25,52.166168212890625,52.36419677734375
2016-08-26,52.36419677734375,52.238182067871094
2016-08-29,52.238182067871094,52.30119323730469
2016-08-30,52.30119323730469,52.112152099609375
2016-08-31,52.112152099609375,51.725074768066406
2016-09-01,51.725074768066406,51.84208679199219
2016-09-02,51.84208679199219,51.91410827636719
2016-09-06,51.91410827636719,51.86009216308594
2016-09-07,51.86009216308594,51.90509414672851
2016-09-08,51.90509414672851,51.69806289672851
2016-09-09,51.69806289672851,50.59981918334961
2016-09-12,50.59981918334961,51.35597610473633
2016-09-13,51.35597610473633,50.887882232666016
2016-09-14,50.887882232666016,50.64483642578125
2016-09-15,50.64483642578125,51.48201370239258
2016-09-16,51.48201370239258,51.5360221862793
2016-09-19,51.5360221862793,51.24796676635742
2016-09-20,51.24796676635742,51.13993835449219
2016-09-21,51.13993835449219,51.995113372802734
2016-09-22,51.995113372802734,52.04913711547851
2016-09-23,52.04913711547851,51.69806289672851
2016-09-26,51.69806289672851,51.22096633911133
2016-09-27,51.22096633911133,52.166168212890625
2016-09-28,52.166168212890625,52.238182067871094
2016-09-29,52.238182067871094,51.67105865478515
2016-09-30,51.67105865478515,51.851104736328125
2016-10-03,51.851104736328125,51.68905258178711
2016-10-04,51.68905258178711,51.52701187133789
2016-10-05,51.52701187133789,51.88710403442383
2016-10-06,51.88710403442383,51.97712707519531
2016-10-07,51.97712707519531,52.0311279296875
2016-10-10,52.0311279296875,52.2471923828125
2016-10-11,52.2471923828125,51.48201370239258
2016-10-12,51.48201370239258,51.410003662109375
2016-10-13,51.410003662109375,51.238975524902344
2016-10-14,51.238975524902344,51.68905258178711
2016-10-17,51.68905258178711,51.50902557373047
2016-10-18,51.50902557373047,51.90509414672851
2016-10-19,51.90509414672851,51.78807830810547
2016-10-20,51.78807830810547,51.5360221862793
2016-10-21,51.5360221862793,53.70549392700195
2016-10-24,53.70549392700195,54.9117431640625
2016-10-25,54.9117431640625,54.90274429321289
2016-10-26,54.90274429321289,54.57868957519531
2016-10-27,54.57868957519531,54.10157012939453
2016-10-28,54.10157012939453,53.894535064697266
2016-10-31,53.894535064697266,53.93954086303711
2016-11-01,53.93954086303711,53.831512451171875
2016-11-02,53.831512451171875,53.49844741821289
2016-11-03,53.49844741821289,53.30039978027344
2016-11-04,53.30039978027344,52.85030746459961
2016-11-07,52.85030746459961,54.3896369934082
2016-11-08,54.3896369934082,54.43463897705078
2016-11-09,54.43463897705078,54.16459655761719
2016-11-10,54.16459655761719,52.84130859375
2016-11-11,52.84130859375,53.12936782836914
2016-11-14,53.12936782836914,52.319190979003906
2016-11-15,52.319190979003906,53.35234069824219
2016-11-16,53.35234069824219,54.05923843383789
2016-11-17,54.05923843383789,54.956451416015625
2016-11-18,54.956451416015625,54.69361114501953
2016-11-21,54.69361114501953,55.15583419799805
2016-11-22,55.15583419799805,55.3914680480957
2016-11-23,55.3914680480957,54.73894500732422
2016-11-25,54.73894500732422,54.85675048828125
2016-11-28,54.85675048828125,54.92927169799805
2016-11-29,54.92927169799805,55.36427688598633
2016-11-30,55.36427688598633,54.612060546875
2016-12-01,54.612060546875,53.651424407958984
2016-12-02,53.651424407958984,53.69673538208008
2016-12-05,53.69673538208008,54.57581329345703
2016-12-06,54.57581329345703,54.33111953735352
2016-12-07,54.33111953735352,55.618038177490234
2016-12-08,55.618038177490234,55.291770935058594
2016-12-09,55.291770935058594,56.161808013916016
2016-12-12,56.161808013916016,56.343055725097656
2016-12-13,56.343055725097656,57.07712936401367
2016-12-14,57.07712936401367,56.80524063110352
2016-12-15,56.80524063110352,56.71461868286133
2016-12-16,56.71461868286133,56.46086120605469
2016-12-19,56.46086120605469,57.65715026855469
2016-12-20,57.65715026855469,57.58464813232422
2016-12-21,57.58464813232422,57.58464813232422
2016-12-22,57.58464813232422,57.59370422363281
2016-12-23,57.59370422363281,57.312747955322266
2016-12-27,57.312747955322266,57.34901428222656
2016-12-28,57.34901428222656,57.08618927001953
2016-12-29,57.08618927001953,57.004634857177734
2016-12-30,57.004634857177734,56.31586456298828
2017-01-03,56.31586456298828,56.71461868286133
2017-01-04,56.71461868286133,56.46086120605469
2017-01-05,56.46086120605469,56.46086120605469
2017-01-06,56.46086120605469,56.95024490356445
2017-01-09,56.95024490356445,56.76898956298828
2017-01-10,56.76898956298828,56.750877380371094
2017-01-11,56.750877380371094,57.26744079589844
2017-01-12,57.26744079589844,56.7418098449707
2017-01-13,56.7418098449707,56.82337951660156
2017-01-17,56.82337951660156,56.6693000793457
2017-01-18,56.6693000793457,56.64210891723633
2017-01-19,56.64210891723633,56.46086120605469
2017-01-20,56.46086120605469,56.859619140625
2017-01-23,56.859619140625,57.05900955200195
2017-01-24,57.05900955200195,57.5665168762207
2017-01-25,57.5665168762207,57.711524963378906
2017-01-26,57.711524963378906,58.24622344970703
2017-01-27,58.24622344970703,59.614688873291016
2017-01-30,59.614688873291016,59.02561950683594
2017-01-31,59.02561950683594,58.59061050415039
2017-02-01,58.59061050415039,57.62089920043945
2017-02-02,57.62089920043945,57.24931335449219
2017-02-03,57.24931335449219,57.711524963378906
2017-02-06,57.711524963378906,57.67527389526367
2017-02-07,57.67527389526367,57.48495101928711
2017-02-08,57.48495101928711,57.40339279174805
2017-02-09,57.40339279174805,58.055908203125
2017-02-10,58.055908203125,58.00152969360352
2017-02-13,58.00152969360352,58.65406036376953
2017-02-14,58.65406036376953,58.87287521362305
2017-02-15,58.87287521362305,58.836395263671875
2017-02-16,58.836395263671875,58.82727813720703
2017-02-17,58.82727813720703,58.9184684753418
2017-02-21,58.9184684753418,58.799930572509766
2017-02-22,58.799930572509766,58.681396484375
2017-02-23,58.681396484375,58.9184684753418
2017-02-24,58.9184684753418,58.9184684753418
2017-02-27,58.9184684753418,58.56287384033203
2017-02-28,58.56287384033203,58.33493423461914
2017-03-01,58.33493423461914,59.21023178100586
2017-03-02,59.21023178100586,58.362281799316406
2017-03-03,58.362281799316406,58.581111907958984
2017-03-06,58.581111907958984,58.599334716796875
2017-03-07,58.599334716796875,58.717872619628906
2017-03-08,58.717872619628906,59.25581741333008
2017-03-09,59.25581741333008,59.01876449584961
2017-03-10,59.01876449584961,59.20110702514648
2017-03-13,59.20110702514648,59.000518798828125
2017-03-14,59.000518798828125,58.72698593139648
2017-03-15,58.72698593139648,59.03699493408203
2017-03-16,59.03699493408203,58.93669891357422
2017-03-17,58.93669891357422,59.14640808105469
2017-03-20,59.14640808105469,59.20110702514648
2017-03-21,59.20110702514648,58.54463195800781
2017-03-22,58.54463195800781,59.29227828979492
2017-03-23,59.29227828979492,59.14640808105469
2017-03-24,59.14640808105469,59.2466926574707
2017-03-27,59.2466926574707,59.35611343383789
2017-03-28,59.35611343383789,59.52935028076172
2017-03-29,59.52935028076172,59.69346618652344
2017-03-30,59.69346618652344,59.91226959228515
2017-03-31,59.91226959228515,60.04904556274414
2017-04-03,60.04904556274414,59.76639938354492
2017-04-04,59.76639938354492,59.93052673339844
2017-04-05,59.93052673339844,59.7755241394043
2017-04-06,59.7755241394043,59.93052673339844
2017-04-07,59.93052673339844,59.88494110107422
2017-04-10,59.88494110107422,59.74816131591797
2017-04-11,59.74816131591797,59.70258712768555
2017-04-12,59.70258712768555,59.474639892578125
2017-04-13,59.474639892578125,59.219337463378906
2017-04-17,59.219337463378906,59.70258712768555
2017-04-18,59.70258712768555,59.62051773071289
2017-04-19,59.62051773071289,59.3013916015625
2017-04-20,59.3013916015625,59.720802307128906
2017-04-21,59.720802307128906,60.54140853881836
2017-04-24,60.54140853881836,61.57169723510742
2017-04-25,61.57169723510742,61.92729949951172
2017-04-26,61.92729949951172,61.8452262878418
2017-04-27,61.8452262878418,62.24640655517578
2017-04-28,62.24640655517578,62.419647216796875
2017-05-01,62.419647216796875,63.28581619262695
2017-05-02,63.28581619262695,63.185543060302734
2017-05-03,63.185543060302734,62.98494720458984
2017-05-04,62.98494720458984,62.738773345947266
2017-05-05,62.738773345947266,62.911991119384766
2017-05-08,62.911991119384766,62.857322692871094
2017-05-09,62.857322692871094,62.948482513427734
2017-05-10,62.948482513427734,63.19464492797851
2017-05-11,63.19464492797851,62.419647216796875
2017-05-12,62.419647216796875,62.34672164916992
2017-05-15,62.34672164916992,62.39229202270508
2017-05-16,62.39229202270508,63.6485595703125
2017-05-17,63.6485595703125,61.878787994384766
2017-05-18,61.878787994384766,62.0897102355957
2017-05-19,62.0897102355957,62.07135009765625
2017-05-22,62.07135009765625,62.76826095581055
2017-05-23,62.76826095581055,62.97916412353515
2017-05-24,62.97916412353515,63.06171417236328
2017-05-25,63.06171417236328,63.841156005859375
2017-05-26,63.841156005859375,64.15291595458984
2017-05-30,64.15291595458984,64.56558227539062
2017-05-31,64.56558227539062,64.04288482666016
2017-06-01,64.04288482666016,64.28131866455078
