Date,IBM(t-1),IBM(t)
2021-04-20,106.8510971069336,110.89654541015624
2021-04-21,110.89654541015624,115.22290802001952
2021-04-22,115.22290802001952,113.40087127685548
2021-04-23,113.40087127685548,114.32392120361328
2021-04-26,114.32392120361328,113.63362121582033
2021-04-27,113.63362121582033,113.9867935180664
2021-04-28,113.9867935180664,114.78144073486328
2021-04-29,114.78144073486328,115.77671813964844
2021-04-30,115.77671813964844,113.88243103027344
2021-05-03,113.88243103027344,116.18610382080078
2021-05-04,116.18610382080078,116.98876190185548
2021-05-05,116.98876190185548,116.56336212158205
2021-05-06,116.56336212158205,119.13190460205078
2021-05-07,119.13190460205078,118.06053924560548
2021-05-10,118.06053924560548,118.63679504394533
2021-05-11,118.63679504394533,117.05410766601562
2021-05-12,117.05410766601562,114.68414306640624
2021-05-13,114.68414306640624,117.01355743408205
2021-05-14,117.01355743408205,117.42745971679688
2021-05-17,117.42745971679688,117.77648162841795
2021-05-18,117.77648162841795,116.8025131225586
2021-05-19,116.8025131225586,116.2181396484375
2021-05-20,116.2181396484375,116.77816009521484
2021-05-21,116.77816009521484,117.47615814208984
2021-05-24,117.47615814208984,117.45993041992188
2021-05-25,117.45993041992188,116.70510864257812
2021-05-26,116.70510864257812,116.37232971191406
2021-05-27,116.37232971191406,116.72945404052734
2021-05-28,116.72945404052734,116.66452026367188
2021-06-01,116.66452026367188,117.02977752685548
2021-06-02,117.02977752685548,118.27156829833984
2021-06-03,118.27156829833984,118.1335906982422
2021-06-04,118.1335906982422,119.65133666992188
2021-06-07,119.65133666992188,120.1383285522461
2021-06-08,120.1383285522461,120.99055480957033
2021-06-09,120.99055480957033,122.2891845703125
2021-06-10,122.2891845703125,122.1836395263672
2021-06-11,122.1836395263672,122.78424835205078
2021-06-14,122.78424835205078,121.7697296142578
2021-06-15,121.7697296142578,121.2259292602539
2021-06-16,121.2259292602539,119.98409271240234
2021-06-17,119.98409271240234,118.1741714477539
2021-06-18,118.1741714477539,116.16132354736328
2021-06-21,116.16132354736328,119.02638244628906
2021-06-22,119.02638244628906,118.79100799560548
2021-06-23,118.79100799560548,117.3706283569336
2021-06-24,117.3706283569336,118.0442886352539
2021-06-25,118.0442886352539,119.18060302734376
2021-06-28,119.18060302734376,117.92257690429688
2021-06-29,117.92257690429688,118.1335906982422
2021-06-30,118.1335906982422,118.97769165039062
2021-07-01,118.97769165039062,119.18060302734376
2021-07-02,119.18060302734376,113.64525604248048
2021-07-06,113.64525604248048,112.63882446289062
2021-07-07,112.63882446289062,113.48291778564452
2021-07-08,113.48291778564452,114.2296142578125
2021-07-09,114.2296142578125,114.86270141601562
2021-07-12,114.86270141601562,114.3757095336914
2021-07-13,114.3757095336914,113.85626220703124
2021-07-14,113.85626220703124,113.48291778564452
2021-07-15,113.48291778564452,113.99425506591795
2021-07-16,113.99425506591795,112.7362060546875
2021-07-19,112.7362060546875,111.94081115722656
2021-07-20,111.94081115722656,113.60465240478516
2021-07-21,113.60465240478516,114.68414306640624
2021-07-22,114.68414306640624,114.20528411865234
2021-07-23,114.20528411865234,114.71660614013672
2021-07-26,114.71660614013672,115.87723541259766
2021-07-27,115.87723541259766,115.86102294921876
2021-07-28,115.86102294921876,115.06559753417967
2021-07-29,115.06559753417967,115.19547271728516
2021-07-30,115.19547271728516,114.40818786621094
2021-08-02,114.40818786621094,114.7815170288086
2021-08-03,114.7815170288086,116.932373046875
2021-08-04,116.932373046875,115.86912536621094
2021-08-05,115.86912536621094,115.87723541259766
2021-08-06,115.87723541259766,116.9485855102539
2021-08-09,116.9485855102539,115.9634246826172
2021-08-10,115.9634246826172,116.07014465332033
2021-08-11,116.07014465332033,116.6859130859375
2021-08-12,116.6859130859375,117.4576416015625
2021-08-13,117.4576416015625,117.54791259765624
2021-08-16,117.54791259765624,117.88451385498048
2021-08-17,117.88451385498048,116.9239501953125
2021-08-18,116.9239501953125,114.5020751953125
2021-08-19,114.5020751953125,113.31166076660156
2021-08-20,113.31166076660156,114.20654296875
2021-08-23,114.20654296875,114.62522888183594
2021-08-24,114.62522888183594,114.80583190917967
2021-08-25,114.80583190917967,114.82228088378906
2021-08-26,114.82228088378906,113.93560791015624
2021-08-27,113.93560791015624,114.45282745361328
2021-08-30,114.45282745361328,114.0915756225586
2021-08-31,114.0915756225586,115.21633911132812
2021-09-01,115.21633911132812,114.3625259399414
2021-09-02,114.3625259399414,114.94540405273438
2021-09-03,114.94540405273438,114.59239196777344
2021-09-07,114.59239196777344,113.34449768066406
2021-09-08,113.34449768066406,113.84528350830078
2021-09-09,113.84528350830078,113.08179473876952
2021-09-10,113.08179473876952,112.49068450927734
2021-09-13,112.49068450927734,113.41839599609376
2021-09-14,113.41839599609376,111.83390808105467
2021-09-15,111.83390808105467,112.63845825195312
2021-09-16,112.63845825195312,112.00629425048828
2021-09-17,112.00629425048828,111.02113342285156
2021-09-20,111.02113342285156,110.2658233642578
2021-09-21,110.2658233642578,109.16569519042967
2021-09-22,109.16569519042967,110.5285415649414
2021-09-23,110.5285415649414,112.2525863647461
2021-09-24,112.2525863647461,112.87652587890624
2021-09-27,112.87652587890624,113.7549819946289
2021-09-28,113.7549819946289,112.86012268066406
2021-09-29,112.86012268066406,114.26400756835938
2021-09-30,114.26400756835938,114.05876922607422
2021-10-01,114.05876922607422,117.66285705566406
2021-10-04,117.66285705566406,118.31143951416016
2021-10-05,118.31143951416016,117.52328491210938
2021-10-06,117.52328491210938,116.87469482421876
2021-10-07,116.87469482421876,116.42317199707033
2021-10-08,116.42317199707033,117.58077239990234
2021-10-11,117.58077239990234,116.93218994140624
2021-10-12,116.93218994140624,115.32305908203124
2021-10-13,115.32305908203124,115.5611572265625
2021-10-14,115.5611572265625,117.7203369140625
2021-10-15,117.7203369140625,118.72189331054688
2021-10-18,118.72189331054688,116.8418960571289
2021-10-19,116.8418960571289,116.5627670288086
2021-10-20,116.5627670288086,116.49706268310548
2021-10-21,116.49706268310548,105.35636901855467
2021-10-22,105.35636901855467,104.98694610595705
2021-10-25,104.98694610595705,104.78988647460938
2021-10-26,104.78988647460938,104.37120819091795
2021-10-27,104.37120819091795,102.76207733154295
2021-10-28,102.76207733154295,103.31211853027344
2021-10-29,103.31211853027344,102.70460510253906
2021-11-01,102.70460510253906,103.67337036132812
2021-11-02,103.67337036132812,103.59125518798828
2021-11-03,103.59125518798828,104.37120819091795
2021-11-04,104.37120819091795,103.77935791015624
2021-11-05,103.77935791015624,106.14948272705078
2021-11-08,106.14948272705078,106.94810485839844
2021-11-09,106.94810485839844,105.16421508789062
2021-11-10,105.16421508789062,104.61598205566406
2021-11-11,104.61598205566406,104.65947723388672
2021-11-12,104.65947723388672,103.51951599121094
2021-11-15,103.51951599121094,103.44119262695312
2021-11-16,103.44119262695312,103.08441162109376
2021-11-17,103.08441162109376,102.73632049560548
2021-11-18,102.73632049560548,101.51805877685548
2021-11-19,101.51805877685548,100.9872055053711
2021-11-22,100.9872055053711,101.35269927978516
2021-11-23,101.35269927978516,101.63117980957033
2021-11-24,101.63117980957033,101.57896423339844
2021-11-26,101.57896423339844,100.77837371826172
2021-11-29,100.77837371826172,103.11922454833984
2021-11-30,103.11922454833984,101.90091705322266
2021-12-01,101.90091705322266,101.74429321289062
2021-12-02,101.74429321289062,101.72688293457033
2021-12-03,101.72688293457033,103.4150848388672
2021-12-06,103.4150848388672,104.3462142944336
2021-12-07,104.3462142944336,105.79945373535156
2021-12-08,105.79945373535156,107.0525360107422
2021-12-09,107.0525360107422,107.5311508178711
2021-12-10,107.5311508178711,107.9836654663086
2021-12-13,107.9836654663086,106.66967010498048
2021-12-14,106.66967010498048,107.69649505615234
2021-12-15,107.69649505615234,107.13085174560548
2021-12-16,107.13085174560548,109.58482360839844
2021-12-17,109.58482360839844,110.86405181884766
2021-12-20,110.86405181884766,110.56816864013672
2021-12-21,110.56816864013672,112.2302474975586
2021-12-22,112.2302474975586,112.90901184082033
2021-12-23,112.90901184082033,113.6748046875
2021-12-27,113.6748046875,114.53630065917967
2021-12-28,114.53630065917967,115.41519165039062
2021-12-29,115.41519165039062,116.04175567626952
2021-12-30,116.04175567626952,116.52906799316406
2021-12-31,116.52906799316406,116.31151580810548
2022-01-03,116.31151580810548,118.38259887695312
2022-01-04,118.38259887695312,120.10560607910156
2022-01-05,120.10560607910156,120.2796401977539
2022-01-06,120.2796401977539,117.77346801757812
2022-01-07,117.77346801757812,117.32965850830078
2022-01-10,117.32965850830078,117.50370025634766
2022-01-11,117.50370025634766,115.6240463256836
2022-01-12,115.6240463256836,116.2505874633789
2022-01-13,116.2505874633789,117.26872253417967
2022-01-14,117.26872253417967,116.79013061523438
2022-01-18,116.79013061523438,115.6849594116211
2022-01-19,115.6849594116211,114.5014877319336
2022-01-20,114.5014877319336,113.8401336669922
2022-01-21,113.8401336669922,112.56094360351562
2022-01-24,112.56094360351562,112.0997314453125
2022-01-25,112.0997314453125,118.43482208251952
2022-01-26,118.43482208251952,116.83363342285156
2022-01-27,116.83363342285156,115.31949615478516
2022-01-28,115.31949615478516,117.04247283935548
2022-01-31,117.04247283935548,116.23320770263672
2022-02-01,116.23320770263672,117.93878173828124
2022-02-02,117.93878173828124,119.435546875
2022-02-03,119.435546875,119.8967514038086
2022-02-04,119.8967514038086,119.34854888916016
2022-02-07,119.34854888916016,119.42684936523438
2022-02-08,119.42684936523438,119.23541259765624
2022-02-09,119.23541259765624,119.90544891357422
2022-02-10,119.90544891357422,117.58927154541016
2022-02-11,117.58927154541016,116.85828399658205
2022-02-14,116.85828399658205,114.621337890625
2022-02-15,114.621337890625,114.4364013671875
2022-02-16,114.4364013671875,113.76705932617188
2022-02-17,113.76705932617188,110.05938720703124
2022-02-18,110.05938720703124,109.51335144042967
2022-02-22,109.51335144042967,109.13467407226562
2022-02-23,109.13467407226562,107.50538635253906
2022-02-24,107.50538635253906,107.4173355102539
2022-02-25,107.4173355102539,109.3636474609375
2022-02-28,109.3636474609375,107.89289855957033
2022-03-01,107.89289855957033,106.87129974365234
2022-03-02,106.87129974365234,109.08181762695312
2022-03-03,109.08181762695312,110.90483856201172
2022-03-04,110.90483856201172,111.51251220703124
2022-03-07,111.51251220703124,111.02812957763672
2022-03-08,111.02812957763672,110.68466186523438
2022-03-09,110.68466186523438,111.16024780273438
2022-03-10,111.16024780273438,109.51335144042967
2022-03-11,109.51335144042967,109.16989135742188
2022-03-14,109.16989135742188,109.15226745605467
2022-03-15,109.15226745605467,110.64944458007812
2022-03-16,110.64944458007812,111.88238525390624
2022-03-17,111.88238525390624,112.692626953125
2022-03-18,112.692626953125,113.39717864990234
2022-03-21,113.39717864990234,112.8159408569336
2022-03-22,112.8159408569336,113.661376953125
2022-03-23,113.661376953125,112.99207305908205
2022-03-24,112.99207305908205,113.82872009277344
2022-03-25,113.82872009277344,115.67818450927734
2022-03-28,115.67818450927734,115.7838363647461
2022-03-29,115.7838363647461,116.19775390625
2022-03-30,116.19775390625,116.36510467529295
2022-03-31,116.36510467529295,114.50686645507812
