Date,Adj Close,lag_1,lag_7,lag_30,rolling_mean_7,rolling_mean_30,day_of_week,month,quarter,year
2015-05-11,28.32859230041504,28.620132446289062,27.94945526123047,27.52513885498047,28.316238130841935,28.359387016296388,0,5,2,2015
2015-05-12,28.227676391601562,28.32859230041504,28.798105239868164,28.221925735473633,28.37040056501116,28.38616879781087,1,5,2,2015
2015-05-13,28.259071350097656,28.227676391601562,28.74227523803711,27.78866195678711,28.288910729544504,28.38636048634847,2,5,2,2015
2015-05-14,28.918394088745117,28.259071350097656,28.094627380371094,27.74846649169922,28.21988160269601,28.40204079945882,3,5,2,2015
2015-05-15,28.878028869628906,28.918394088745117,27.918195724487305,27.987428665161133,28.337562561035156,28.441038386027017,4,5,2,2015
2015-05-18,29.196483612060547,28.878028869628906,28.09087562561035,28.440776824951172,28.47468158176967,28.470725059509277,0,5,2,2015
2015-05-19,29.16956901550293,29.196483612060547,28.620132446289062,28.141521453857422,28.632625579833984,28.495915285746257,1,5,2,2015
2015-05-20,29.167325973510742,29.16956901550293,28.32859230041504,28.049951553344727,28.711116518293107,28.530183537801108,2,5,2,2015
2015-05-21,29.465585708618164,29.167325973510742,28.227676391601562,28.264352798461914,28.830935614449636,28.56742935180664,3,5,2,2015
2015-05-22,29.72348976135254,29.465585708618164,28.259071350097656,28.38494300842285,29.007779802594865,28.60747044881185,4,5,2,2015
2015-05-26,29.068649291992188,29.72348976135254,28.918394088745117,28.32911491394043,29.216982432774135,28.652088673909507,1,5,2,2015
2015-05-27,29.61135482788086,29.068649291992188,28.878028869628906,28.2062931060791,29.238447461809432,28.676739819844563,2,5,2,2015
2015-05-28,29.55305290222168,29.61135482788086,29.196483612060547,28.313480377197266,29.34320831298828,28.72357521057129,3,5,2,2015
2015-05-29,29.21666717529297,29.55305290222168,29.16956901550293,28.1772518157959,29.3941467830113,28.76489429473877,4,5,2,2015
2015-06-01,29.274974822998047,29.21666717529297,29.167325973510742,27.86012077331543,29.400875091552734,28.799541473388672,0,6,2,2015
2015-06-02,29.144899368286133,29.274974822998047,29.465585708618164,28.496612548828125,29.41625349862235,28.84670327504476,1,6,2,2015
2015-06-03,29.180774688720703,29.144899368286133,29.72348976135254,28.34252166748047,29.3704411642892,28.86831283569336,2,6,2,2015
2015-06-04,29.01034164428711,29.180774688720703,29.068649291992188,28.724403381347656,29.292910439627512,28.896254603068034,3,6,2,2015
2015-06-05,28.85112190246582,29.01034164428711,29.61135482788086,28.95889663696289,29.284580775669642,28.905785878499348,4,6,2,2015
2015-06-08,28.66050148010254,28.85112190246582,29.55305290222168,29.095129013061523,29.175976072038925,28.902193387349445,0,6,2,2015
2015-06-09,28.575281143188477,28.66050148010254,29.21666717529297,29.624412536621094,29.048468726021902,28.88770580291748,1,6,2,2015
2015-06-10,28.902694702148438,28.575281143188477,29.274974822998047,29.157665252685547,28.956842150006974,28.852734756469726,2,6,2,2015
2015-06-11,28.837661743164062,28.902694702148438,29.144899368286133,28.72887420654297,28.90365927559989,28.84423573811849,3,6,2,2015
2015-06-12,28.519216537475586,28.837661743164062,29.180774688720703,27.94945526123047,28.859768186296737,28.847861989339194,4,6,2,2015
2015-06-15,28.463150024414062,28.519216537475586,29.01034164428711,28.798105239868164,28.765259878976003,28.866854031880695,0,6,2,2015
2015-06-16,28.615644454956055,28.463150024414062,28.85112190246582,28.74227523803711,28.687089647565568,28.855688858032227,1,6,2,2015
2015-06-17,28.548364639282227,28.615644454956055,28.66050148010254,28.094627380371094,28.65345001220703,28.851467831929526,2,6,2,2015
2015-06-18,28.67844009399414,28.548364639282227,28.575281143188477,27.918195724487305,28.637430463518417,28.866592407226562,3,6,2,2015
2015-06-19,28.391387939453125,28.67844009399414,28.902694702148438,28.09087562561035,28.652167456490652,28.891933886210122,4,6,2,2015
2015-06-22,28.617883682250977,28.391387939453125,28.837661743164062,28.620132446289062,28.579123633248464,28.901950963338216,0,6,2,2015
2015-06-23,28.48781394958496,28.617883682250977,28.519216537475586,28.32859230041504,28.547726767403738,28.90187600453695,1,6,2,2015
2015-06-24,28.730010986328125,28.48781394958496,28.463150024414062,28.227676391601562,28.543240683419363,28.90718339284261,2,6,2,2015
2015-06-25,28.593215942382812,28.730010986328125,28.615644454956055,28.259071350097656,28.581363677978516,28.923927879333498,3,6,2,2015
2015-06-26,28.425020217895508,28.593215942382812,28.548364639282227,28.918394088745117,28.57815960475377,28.93506603240967,4,6,2,2015
2015-06-29,27.927167892456055,28.425020217895508,28.67844009399414,28.878028869628906,28.56053897312709,28.91862023671468,0,6,2,2015
2015-06-30,28.128999710083008,27.927167892456055,28.391387939453125,29.196483612060547,28.453214372907365,28.88692487080892,1,6,2,2015
2015-07-01,28.391387939453125,28.128999710083008,28.617883682250977,29.16956901550293,28.415730340140207,28.851342074076335,2,7,3,2015
2015-07-02,28.355504989624023,28.391387939453125,28.48781394958496,29.167325973510742,28.3833738054548,28.825402704874673,3,7,3,2015
2015-07-06,28.2568302154541,28.355504989624023,28.730010986328125,29.465585708618164,28.36447252546038,28.798342005411783,0,7,3,2015
2015-07-07,28.187307357788086,28.2568302154541,28.593215942382812,29.72348976135254,28.296875272478378,28.758050155639648,1,7,3,2015
2015-07-08,27.487613677978516,28.187307357788086,28.425020217895508,29.068649291992188,28.238888331821986,28.706844075520834,2,7,3,2015
2015-07-09,26.92696189880371,27.487613677978516,27.927167892456055,29.61135482788086,28.104973111833846,28.654142888387046,3,7,3,2015
2015-07-10,27.64684295654297,26.92696189880371,28.128999710083008,29.55305290222168,27.962086541312082,28.564663124084472,4,7,3,2015
2015-07-13,28.180574417114258,27.64684295654297,28.391387939453125,29.21666717529297,27.893207005092076,28.501122792561848,0,7,3,2015
2015-07-14,28.169361114501953,28.180574417114258,28.355504989624023,29.274974822998047,27.863090787615096,28.466586367289224,1,7,3,2015
2015-07-15,28.44072151184082,28.169361114501953,28.2568302154541,29.144899368286133,27.8364988054548,28.42973257700602,2,7,3,2015
2015-07-16,28.819721221923828,28.44072151184082,28.187307357788086,29.180774688720703,27.862768990652903,28.406259981791177,3,7,3,2015
2015-07-17,29.068649291992188,28.819721221923828,27.487613677978516,29.01034164428711,27.95311382838658,28.394224866231283,4,7,3,2015
2015-07-20,29.618091583251953,29.068649291992188,26.92696189880371,28.85112190246582,28.17897605895996,28.39616845448812,0,7,3,2015
2015-07-21,29.322065353393555,29.618091583251953,27.64684295654297,28.66050148010254,28.56342315673828,28.421734110514322,1,7,3,2015
2015-07-22,28.081907272338867,29.322065353393555,28.180574417114258,28.575281143188477,28.80274064200265,28.443786239624025,2,7,3,2015
2015-07-23,28.068445205688477,28.081907272338867,28.169361114501953,28.902694702148438,28.788645335606166,28.427340443929037,3,7,3,2015
2015-07-24,27.920434951782227,28.068445205688477,28.44072151184082,28.837661743164062,28.77422877720424,28.399532127380372,4,7,3,2015
2015-07-27,27.5324649810791,27.920434951782227,28.819721221923828,28.519216537475586,28.6999021257673,28.368957901000975,0,7,3,2015
2015-07-28,27.66925811767578,27.5324649810791,29.068649291992188,28.463150024414062,28.516008377075195,28.336066182454427,1,7,3,2015
2015-07-29,27.58180046081543,27.66925811767578,29.618091583251953,28.615644454956055,28.31609535217285,28.309603118896483,2,7,3,2015
2015-07-30,27.44276237487793,27.58180046081543,29.322065353393555,28.548364639282227,28.025196620396205,28.27514165242513,3,7,3,2015
2015-07-31,27.202808380126953,27.44276237487793,28.081907272338867,28.67844009399414,27.756724766322545,28.238288243611652,4,7,3,2015
2015-08-03,26.561420440673828,27.202808380126953,28.068445205688477,28.391387939453125,27.63113921029227,28.18910051981608,0,8,3,2015
2015-08-04,25.709224700927734,26.561420440673828,27.920434951782227,28.617883682250977,27.415849958147323,28.128101603190103,1,8,3,2015
2015-08-05,25.879663467407227,25.709224700927734,27.5324649810791,28.48781394958496,27.099962779453822,28.031146303812662,2,8,3,2015
2015-08-06,25.93598175048828,25.879663467407227,27.66925811767578,28.730010986328125,26.863848277500697,27.94420795440674,3,8,3,2015
2015-08-07,26.02384376525879,25.93598175048828,27.58180046081543,28.593215942382812,26.61623736790248,27.85107364654541,4,8,3,2015
2015-08-10,26.969999313354492,26.02384376525879,27.44276237487793,28.425020217895508,26.393672125680105,27.76542790730794,0,8,3,2015
2015-08-11,25.566530227661133,26.969999313354492,27.202808380126953,27.927167892456055,26.326134545462473,27.71692721048991,1,8,3,2015
2015-08-12,25.96076202392578,25.566530227661133,26.561420440673828,28.128999710083008,26.09238052368164,27.638239288330077,2,8,3,2015
2015-08-13,25.940488815307617,25.96076202392578,25.709224700927734,28.391387939453125,26.00657217843192,27.565964698791504,3,8,3,2015
2015-08-14,26.122962951660156,25.940488815307617,25.879663467407227,28.355504989624023,26.039609909057617,27.484268061319987,4,8,3,2015
2015-08-17,26.39329719543457,26.122962951660156,25.93598175048828,28.2568302154541,26.074366978236608,27.40984999338786,0,8,3,2015
2015-08-18,26.244611740112305,26.39329719543457,26.02384376525879,28.187307357788086,26.139697756086075,27.347732226053875,1,8,3,2015
2015-08-19,25.908954620361328,26.244611740112305,26.969999313354492,27.487613677978516,26.171236038208008,27.282975705464683,2,8,3,2015
2015-08-20,25.377304077148438,25.908954620361328,25.566530227661133,26.92696189880371,26.01965822492327,27.23035373687744,3,8,3,2015
2015-08-21,23.825151443481445,25.377304077148438,25.96076202392578,27.64684295654297,25.99262591770717,27.1786984761556,4,8,3,2015
2015-08-24,23.230419158935547,23.825151443481445,25.940488815307617,28.180574417114258,25.687538691929408,27.051308759053548,0,8,3,2015
2015-08-25,23.370098114013672,23.230419158935547,26.122962951660156,28.169361114501953,25.300385883876256,26.886303583780926,1,8,3,2015
2015-08-26,24.710481643676758,23.370098114013672,26.39329719543457,28.44072151184082,24.907119478498185,26.726328150431314,2,8,3,2015
2015-08-27,25.438125610351562,24.710481643676758,26.244611740112305,28.819721221923828,24.666717256818497,26.601986821492513,3,8,3,2015
2015-08-28,25.521472930908203,25.438125610351562,25.908954620361328,29.068649291992188,24.551504952566965,26.48926696777344,4,8,3,2015
2015-08-31,25.402082443237305,25.521472930908203,25.377304077148438,29.618091583251953,24.496150425502233,26.371027755737305,0,8,3,2015
2015-09-01,24.26669692993164,25.402082443237305,23.825151443481445,29.322065353393555,24.499690192086355,26.230494117736818,1,9,3,2015
2015-09-02,25.307464599609375,24.26669692993164,23.230419158935547,28.081907272338867,24.562768118722097,26.061981836954754,2,9,3,2015
2015-09-03,24.863676071166992,25.307464599609375,23.370098114013672,28.068445205688477,24.859488895961217,25.969500414530437,3,9,3,2015
2015-09-04,24.615867614746094,24.863676071166992,24.710481643676758,27.920434951782227,25.07285717555455,25.862674776713053,4,9,3,2015
2015-09-08,25.30070686340332,24.615867614746094,25.438125610351562,27.5324649810791,25.05934088570731,25.752522532145182,1,9,3,2015
2015-09-09,24.814115524291992,25.30070686340332,25.521472930908203,27.66925811767578,25.039709636143275,25.67813059488932,2,9,3,2015
2015-09-10,25.359275817871094,24.814115524291992,25.402082443237305,27.58180046081543,24.938658578055247,25.582959175109863,3,9,3,2015
2015-09-11,25.728731155395508,25.359275817871094,24.26669692993164,27.44276237487793,24.932543345860072,25.50887502034505,4,9,3,2015
2015-09-14,25.97653579711914,25.728731155395508,25.307464599609375,27.202808380126953,25.141405378069198,25.451740646362303,0,9,3,2015
2015-09-15,26.195053100585938,25.97653579711914,24.863676071166992,26.561420440673828,25.23698697771345,25.410864893595377,1,9,3,2015
2015-09-16,26.224332809448242,26.195053100585938,24.615867614746094,25.709224700927734,25.42718369620187,25.398652648925783,2,9,3,2015
2015-09-17,25.663394927978516,26.224332809448242,25.30070686340332,25.879663467407227,25.656964438302175,25.4158229192098,3,9,3,2015
2015-09-18,25.557519912719727,25.663394927978516,24.814115524291992,25.93598175048828,25.708777018955775,25.40861396789551,4,9,3,2015
2015-09-21,25.954004287719727,25.557519912719727,25.359275817871094,26.02384376525879,25.814977645874023,25.395998573303224,0,9,3,2015
2015-09-22,25.5462589263916,25.954004287719727,25.728731155395508,26.969999313354492,25.8999388558524,25.39367059071859,1,9,3,2015
2015-09-23,25.753509521484375,25.5462589263916,25.97653579711914,25.566530227661133,25.873871394566127,25.346212577819824,2,9,3,2015
2015-09-24,25.906700134277344,25.753509521484375,26.195053100585938,25.96076202392578,25.842010498046875,25.352445220947267,3,9,3,2015
2015-09-25,25.841367721557617,25.906700134277344,26.224332809448242,25.940488815307617,25.800817217145646,25.350643157958984,4,9,3,2015
2015-09-28,25.32999610900879,25.841367721557617,25.663394927978516,26.122962951660156,25.74610791887556,25.34733912150065,0,9,3,2015
2015-09-29,24.568557739257812,25.32999610900879,25.557519912719727,26.39329719543457,25.698479516165598,25.32090689341227,1,9,3,2015
2015-09-30,24.8479061126709,24.568557739257812,25.954004287719727,26.244611740112305,25.557199205671036,25.260082244873047,2,9,3,2015
2015-10-01,24.685701370239258,24.8479061126709,25.5462589263916,25.908954620361328,25.399185180664062,25.213525390625,3,10,4,2015
2015-10-02,24.865922927856445,24.685701370239258,25.753509521484375,25.377304077148438,25.276248386928014,25.1727502822876,4,10,4,2015
2015-10-05,24.956029891967773,24.865922927856445,25.906700134277344,23.825151443481445,25.149450302124023,25.155704243977866,0,10,4,2015
2015-10-06,25.075429916381836,24.956029891967773,25.841367721557617,23.230419158935547,25.01364026750837,25.193400192260743,1,10,4,2015
2015-10-07,24.956029891967773,25.075429916381836,25.32999610900879,23.370098114013672,24.904220581054688,25.254900550842287,2,10,4,2015
2015-10-08,24.667688369750977,24.956029891967773,24.568557739257812,24.710481643676758,24.850796835763113,25.307764943440755,3,10,4,2015
2015-10-09,25.257904052734375,24.667688369750977,24.8479061126709,25.438125610351562,24.864958354404994,25.306338500976562,4,10,4,2015
2015-10-12,25.140758514404297,25.257904052734375,24.685701370239258,25.521472930908203,24.923529488699778,25.300331115722656,0,10,4,2015
2015-10-13,25.18356704711914,25.140758514404297,24.865922927856445,25.402082443237305,24.988537652151926,25.287640635172526,1,10,4,2015
2015-10-14,24.827627182006836,25.18356704711914,24.956029891967773,24.26669692993164,25.03391538347517,25.280356788635252,2,10,4,2015
2015-10-15,25.199337005615234,24.827627182006836,25.075429916381836,25.307464599609375,25.015572139195033,25.299054463704426,3,10,4,2015
2015-10-16,25.014606475830078,25.199337005615234,24.956029891967773,24.863676071166992,25.033273151942662,25.29545021057129,4,10,4,2015
2015-10-19,25.170047760009766,25.014606475830078,24.667688369750977,24.615867614746094,25.041641235351562,25.300481224060057,0,10,4,2015
2015-10-20,25.629608154296875,25.170047760009766,25.257904052734375,25.30070686340332,25.113406862531388,25.318953895568846,1,10,4,2015
2015-10-21,25.62735366821289,25.629608154296875,25.140758514404297,24.814115524291992,25.166507448468888,25.329917271931965,2,10,4,2015
2015-10-22,26.01934242248535,25.62735366821289,25.18356704711914,25.359275817871094,25.236021041870117,25.357025210062663,3,10,4,2015
2015-10-23,26.82581901550293,26.01934242248535,24.827627182006836,25.728731155395508,25.35541752406529,25.37902743021647,4,10,4,2015
2015-10-26,25.969776153564453,26.82581901550293,25.199337005615234,25.97653579711914,25.640873500279017,25.415597025553385,0,10,4,2015
2015-10-27,25.80531883239746,25.969776153564453,25.014606475830078,26.195053100585938,25.750936235700333,25.415371704101563,1,10,4,2015
2015-10-28,26.868623733520508,25.80531883239746,25.170047760009766,26.224332809448242,25.863895143781388,25.402380561828615,2,10,4,2015
2015-10-29,27.152475357055664,26.868623733520508,25.629608154296875,25.663394927978516,26.106548854282924,25.423856925964355,3,10,4,2015
2015-10-30,26.920438766479492,27.152475357055664,25.62735366821289,25.557519912719727,26.324101311819895,25.473492940266926,4,10,4,2015
2015-11-02,27.29889678955078,26.920438766479492,26.01934242248535,25.954004287719727,26.508827754429408,25.518923568725587,0,11,4,2015
2015-11-03,27.612035751342773,27.29889678955078,26.82581901550293,25.5462589263916,26.691621235438756,25.56375331878662,1,11,4,2015
2015-11-04,27.483627319335938,27.612035751342773,25.969776153564453,25.753509521484375,26.803937911987305,25.632612546284992,2,11,4,2015
2015-11-05,27.356935501098633,27.483627319335938,25.80531883239746,25.906700134277344,27.020202364240372,25.69028313954671,3,11,4,2015
2015-11-06,27.38860321044922,27.356935501098633,26.868623733520508,25.841367721557617,27.24186188834054,25.738624318440756,4,11,4,2015
2015-11-09,27.277753829956055,27.38860321044922,27.152475357055664,25.32999610900879,27.316144670758927,25.790198834737144,0,11,4,2015
2015-11-10,26.418045043945312,27.277753829956055,26.920438766479492,24.568557739257812,27.334041595458984,25.855124092102052,1,11,4,2015
2015-11-11,26.268718719482422,26.418045043945312,27.29889678955078,24.8479061126709,27.262271063668386,25.916773668924968,2,11,4,2015
2015-11-12,26.180482864379883,26.268718719482422,27.612035751342773,24.685701370239258,27.115102767944336,25.96413408915202,3,11,4,2015
2015-11-13,25.415790557861328,26.180482864379883,27.483627319335938,24.865922927856445,26.910595212663925,26.013960138956705,4,11,4,2015
2015-11-16,25.83207130432129,25.415790557861328,27.356935501098633,24.956029891967773,26.615189961024694,26.03228905995687,0,11,4,2015
2015-11-17,25.72121810913086,25.83207130432129,27.38860321044922,25.075429916381836,26.39735221862793,26.06149044036865,1,11,4,2015
2015-11-18,26.53568458557129,25.72121810913086,27.277753829956055,24.956029891967773,26.15915434701102,26.083016713460285,2,11,4,2015
2015-11-19,26.872777938842773,26.53568458557129,26.418045043945312,24.667688369750977,26.053144454956055,26.135671869913736,3,11,4,2015
2015-11-20,26.99042510986328,26.872777938842773,26.268718719482422,25.257904052734375,26.118106297084264,26.20917485555013,4,11,4,2015
2015-11-23,26.63974952697754,26.99042510986328,26.180482864379883,25.140758514404297,26.221207209995814,26.266925557454428,0,11,4,2015
2015-11-24,26.895404815673828,26.63974952697754,25.415790557861328,25.18356704711914,26.28681673322405,26.3168919245402,1,11,4,2015
2015-11-25,26.703100204467773,26.895404815673828,25.83207130432129,24.827627182006836,26.49819019862584,26.373953183492024,2,11,4,2015
2015-11-27,26.65332794189453,26.703100204467773,25.72121810913086,25.199337005615234,26.622622898646764,26.43646895090739,4,11,4,2015
2015-11-30,26.764184951782227,26.65332794189453,26.53568458557129,25.014606475830078,26.755781446184432,26.484935315450034,0,11,4,2015
2015-12-01,26.546995162963867,26.764184951782227,26.872777938842773,25.170047760009766,26.788424355643137,26.543254597981772,1,12,4,2015
2015-12-02,26.307178497314453,26.546995162963867,26.99042510986328,25.629608154296875,26.741883959089005,26.58915284474691,2,12,4,2015
2015-12-03,26.062835693359375,26.307178497314453,26.63974952697754,25.62735366821289,26.64427730015346,26.611738522847492,3,12,4,2015
2015-12-04,26.929332733154297,26.062835693359375,26.895404815673828,26.01934242248535,26.561861038208008,26.626254590352378,4,12,4,2015
2015-12-07,26.759653091430664,26.929332733154297,26.703100204467773,26.82581901550293,26.566707883562362,26.656587600708008,0,12,4,2015
2015-12-08,26.74834632873535,26.759653091430664,26.65332794189453,25.969776153564453,26.5747868674142,26.654382069905598,1,12,4,2015
2015-12-09,26.157865524291992,26.74834632873535,26.764184951782227,25.80531883239746,26.588360922677175,26.68033440907796,2,12,4,2015
2015-12-10,26.282299041748047,26.157865524291992,26.546995162963867,26.868623733520508,26.501743861607142,26.692085965474448,3,12,4,2015
2015-12-11,25.605838775634766,26.282299041748047,26.307178497314453,27.152475357055664,26.463930130004883,26.67254180908203,4,12,4,2015
2015-12-14,25.44746971130371,25.605838775634766,26.062835693359375,26.920438766479492,26.363738741193497,26.620987256368,0,12,4,2015
2015-12-15,24.997251510620117,25.44746971130371,26.929332733154297,27.29889678955078,26.275829315185547,26.57188828786214,1,12,4,2015
2015-12-16,25.18955421447754,24.997251510620117,26.759653091430664,27.612035751342773,25.99981771196638,26.495166778564453,2,12,4,2015
2015-12-17,24.65563201904297,25.18955421447754,26.74834632873535,27.483627319335938,25.775517872401647,26.414417394002278,3,12,4,2015
2015-12-18,23.98822021484375,24.65563201904297,26.157865524291992,27.356935501098633,25.476558685302734,26.320150883992515,4,12,4,2015
2015-12-21,24.282339096069336,23.98822021484375,26.282299041748047,27.38860321044922,25.166609355381556,26.207860374450682,0,12,4,2015
2015-12-22,24.25971221923828,24.282339096069336,25.605838775634766,27.277753829956055,24.88090079171317,26.10431823730469,1,12,4,2015
2015-12-23,24.571916580200195,24.25971221923828,25.44746971130371,26.418045043945312,24.688596997942245,26.00371685028076,2,12,4,2015
