model,mae,mse,mae_change (%),mse_change (%)
baseline_lstm,1.715827254481613,6.718020366533195,0.0,0.0
concat_deberta_sentiment_weighted_headline,2.1093052867102577,10.7746531217406,22.932263792926083,60.38434738031039
concat_ensemble_weighted_headline,2.0894184855886513,10.461151981369293,21.773242622836634,55.71777712200841
concat_llm_sentiment_weighted_headline,2.0250141282368994,9.767998703156724,18.019697084756825,45.399956686905035
concat_llm_sentiment_dynamic_headline,2.018276085830702,9.47937087432715,17.626997738794213,41.10363406383863
llm_price_prediction_headline,2.0181718877106016,9.917137894837328,17.620924975943055,47.61994387872068
