model,mae,mse,mae_change (%),mse_change (%)
baseline_lstm,3.325509650436922,27.399424804164905,0.0,0.0
concat_deberta_sentiment_weighted_headline,3.3559136660080435,27.657971388347583,0.9142663461261336,0.9436204811984858
concat_ensemble_weighted_headline,3.4372143536466084,28.273377907085393,3.359025080411665,3.189676824119466
concat_llm_sentiment_weighted_headline,3.3240582056989214,27.431641272576535,-0.043645783370672826,0.11758082018835804
concat_llm_sentiment_dynamic_headline,3.3625940101726433,27.703620133736383,1.1151481617516583,1.11022523920005
llm_price_prediction_headline,3.95817633990976,35.301353438425316,19.024653541141127,28.839761019579
