model,mae,mse,mae_change (%),mse_change (%)
baseline_lstm,3.8012997047459214,24.945029329954075,0.0,0.0
concat_deberta_sentiment_weighted_headline,3.8000346109253673,24.84146923671858,-0.03328055977734654,-0.4151532229755231
concat_ensemble_weighted_headline,3.789347096682876,24.90273628567651,-0.31443477208919846,-0.16954497715012956
concat_llm_sentiment_weighted_headline,3.819437082600962,24.96907530756128,0.4771362234973456,0.09639586824750922
concat_llm_sentiment_dynamic_headline,4.1253762322740295,28.70856522906849,8.52541374529082,15.087317995634303
llm_price_prediction_headline,4.611791311457428,35.504956001037094,21.321433974269592,42.3327891557242
