pub_date,abstract,lead_para,headline,doc_type,section_name,type_of_material,rank,web_url
2018-11-15,"Apps can replace a paper-money allowance for children, encouraging them not only to do their chores but also to save and spend their money carefully.","Jonathan and Erin Kraftchick started out by paying their two children’s allowance the old-fashioned way, using paper money.","How Parents Teach Smart Spending With Apps, Not Cash",article,Business Day,News,2,https://www.nytimes.com/2018/11/15/business/children-allowance-apps.html
2018-11-13,"There is no economic benefit to huge tax incentives to lure new companies, so why do cities keep offering them?","It’s official: Amazon has anointed New York and Northern Virginia as locations for a major expansion, involving at least 25,000 employees and an investment of $5 billion.",Cities Should Stop Playing the Amazon HQ2 Bidding Game ,article,Opinion,Op-Ed,1,https://www.nytimes.com/2018/11/13/opinion/amazon-hq2-winner.html
2018-11-15,But several universities are now promising to do better.,This article is part of the Opinion Today newsletter. You can sign up here to receive the newsletter each weekday.,Missing From Top Colleges: Veterans,article,Opinion,Op-Ed,4,https://www.nytimes.com/2018/11/15/opinion/military-veterans-colleges-universities.html
2018-11-14,"The states offered tax credits, rebates and other incentives to lure the online retail giant and 25,000 jobs. Neighboring states offered even more.","Amazon built a retail empire on low prices and free shipping. But for taxpayers, its new headquarters didn’t come cheap.",A $2 Billion Question: Did New York and Virginia Overpay for Amazon?,article,Business Day,News,1,https://www.nytimes.com/2018/11/13/business/economy/amazon-hq2-va-long-island-city-incentives.html
2018-11-06,"Tech companies and their employees love big cities, but Amazon needs to do better for people who live in any city chosen for its second headquarters.","The prune capital of America. That was the future Silicon Valley’s greatest claim to fame in the 1920s, when it was a sleepy landscape of fruit orchards and farms far removed from the nation’s industrial might. Seattle was a city of fishing and timber, where a young entrepreneur named Bill Boeing had so few customers for his airplanes that he briefly pivoted to making furniture. The most innovative companies in the world clustered in the ferociously inventive cities of the East and Midwest — cars in Detroit; cash registers in Dayton, Ohio; light bulbs in Cleveland.",A Warning From Seattle to Amazon’s HQ2 ,article,Opinion,Op-Ed,4,https://www.nytimes.com/2018/11/06/opinion/amazon-hq2-split.html
2018-11-09,"After a disastrous performance two years ago, social media companies rightly took disinformation and voter suppression seriously ahead of the midterms.","Each week, technology reporters and columnists from The New York Times review the week’s news, offering analysis and maybe a joke or two about the most important developments in the tech industry. Want this newsletter in your inbox? Sign up here.",The Week in Tech: Social Media Faces Another Election Test,article,Technology,News,11,https://www.nytimes.com/2018/11/09/technology/social-media-midterm-elections.html
2018-11-14,The Bay Area in California remains the nation’s high-tech epicenter. But New York’s tech work force has been growing impressively.,"In 2003, Craig Nevill-Manning, a computer scientist at Google, wanted to set up an engineering outpost in New York. Google’s top leaders were skeptical, but they told him that he could go ahead if he could find 15 “Google-worthy” software developers in the city.",New York Is a Genuine Tech Hub (and That Was Before Amazon),article,Technology,News,2,https://www.nytimes.com/2018/11/14/technology/new-york-tech-jobs-amazon-hq2.html
2018-11-12,"As a company owned by the world’s richest man prepares to transform Long Island City, tenants of the Queensbridge Houses worry that they’ll be left behind.",[What you need to know to start your day: Get New York Today in your inbox.],Amazon’s New Neighbor: The Nation’s Largest Housing Project,article,New York,News,1,https://www.nytimes.com/2018/11/12/nyregion/amazon-queens-queensbridge-houses.html
2018-11-15,Crystal City in Virginia and Long Island City in Queens are about to become home to an internet giant. They will probably never appear the same again.,"Instead of one new home, Amazon chose two. Two places, with waterfront views and organic shops and abandoned buildings, that will someday house tens of thousands of high-tech workers.","What Amazon’s HQ2 Winners Look Like, Before Amazon ",article,Technology,News,1,https://www.nytimes.com/2018/11/15/technology/amazon-headquarters-photos-crystal-city-long-island-city.html
2018-11-13,"Amazon finally provided some details about its plan to open a hub in Long Island City, including tax subsidies and other benefits.",[What you need to know to start your day: Get New York Today in your inbox.],Amazon Is Getting at Least $1.7 Billion to Come to Queens. Now Comes the Fight Over Whether It’s Worth It.,article,New York,News,1,https://www.nytimes.com/2018/11/13/nyregion/amazon-long-island-city.html
2018-11-15,"The deal reached between Gov. Andrew M. Cuomo, Mayor Bill de Blasio and Amazon was constructed to blunt the veto power of local politicians.","The deal to bring Amazon to Long Island City, at a cost of more than $2 billion in government incentives, has sparked outrage in many corners of New York City, particularly in Queens, where residents and elected officials have vowed resistance.",Some New Yorkers Hate the Amazon Deal. Can They Stop It?,article,New York,News,2,https://www.nytimes.com/2018/11/15/nyregion/amazon-queens-opponents.html
2018-11-12,"Amazon promises tens of thousands of new jobs, but should we expect more than that?","The innovation myth used to involve the back of a suburban garage or an office park in Silicon Valley. The tech industry was incubated not on the mean streets of the big city, but in sleepy hamlets like Murray Hill, N.J., and Mountain View, Calif.",Amazon’s HQ2 Will Benefit From New York City. But What Does New York Get?,article,Arts,News,1,https://www.nytimes.com/2018/11/12/arts/design/amazon-hq2-long-island-city-costs-benefits.html
2018-11-19,"It isn’t just size. Unlike many big American companies, Amazon is not squandering its profits on stock buybacks.",What is it that makes Amazon different from other large companies?,The Secret of Amazon’s Success,article,Opinion,Op-Ed,3,https://www.nytimes.com/2018/11/19/opinion/amazon-bezos-hq2.html
2018-11-13,"After meeting with the governor and mayor, Amazon decided the men could put aside their differences, and it began to iron out a package worth over a billion dollars.","On a late October day, Amazon executives flew to New York to answer a final question before they committed to opening a massive technology center in Queens: Could Gov. Andrew M. Cuomo and Mayor Bill de Blasio stop bickering long enough to see the project through?","Before a Deal, Amazon Had to Know: Could Cuomo and De Blasio Get Along?",article,Technology,News,1,https://www.nytimes.com/2018/11/13/technology/amazon-hq2-headquarters.html
2018-11-07,"There were tax breaks. Ads on Seattle buses. Amazon latte art. And, finally, fading hope that the e-commerce giant would be coming to town.",SAN FRANCISCO — Chicago offered $2 billion in tax breaks. North Carolina wrapped buses in Seattle with a pitch for Raleigh. A Philadelphia coffee chain printed the Amazon logo into the foam of its lattes.,Losers in Amazon Sweepstakes Aren’t Ready to Throw In the Towel,article,Technology,News,1,https://www.nytimes.com/2018/11/06/technology/amazon-hq2-losers.html
2018-11-07,New York and Washington are leaving the rest of the country behind. Companies like Amazon explain why.,"In the end, even Amazon has behaved according to this rule: In the modern tech economy, cities that already have wealth, opportunity, highly educated workers and high salaries will just keep attracting more of them.","In Superstar Cities, the Rich Get Richer, and They Get Amazon",article,The Upshot,News,1,https://www.nytimes.com/2018/11/07/upshot/in-superstar-cities-the-rich-get-richer-and-they-get-amazon.html
2018-11-01,November means warm kitchens and warm family gatherings. This month’s roundup highlights TV shows and movies that should suit the mood and occasion.,Watching is The New York Times’s TV and film recommendation website. Sign up for our thrice-weekly newsletter here.,"The Best Movies and TV Shows New to Netflix, Amazon and More in November",article,Arts,News,1,https://www.nytimes.com/2018/11/01/arts/television/best-tv-movies-new-netflix-amazon-hulu-hbo-november.html
2018-11-21,Such a purchase could become the commerce giant’s biggest ever deal. But it would be bold gamble.,Get the DealBook newsletter to make sense of major business and policy headlines — and the power-brokers who shape them.__________,Why Amazon Wants to Buy 22 Regional Sports Networks,article,Business Day,News,5,https://www.nytimes.com/2018/11/21/business/dealbook/amazon-sports-networks.html
2018-11-27,Where does this strange empire start or stop?,Where does this strange empire start or stop?,A Business With No End,multimedia,Style,Interactive Feature,1,https://www.nytimes.com/interactive/2018/11/27/style/what-is-inside-this-internet-rabbit-hole.html
2018-11-14,Amazon officially announced that it will put a major corporate outpost in the New York neighborhood of Long Island City. Here is what the Queens enclave has to offer the tech giant.,Amazon officially announced that it will put a major corporate outpost in the New York neighborhood of Long Island City. Here is what the Queens enclave has to offer the tech giant.,"Everything You Need to Know About Long Island City, Amazon’s New Home",multimedia,U.S.,Video,2,https://www.nytimes.com/video/us/100000006213024/amazon-long-island-city-hq2.html
2018-04-13,"The post office has a bright spot in an otherwise dismal balance sheet: growth in its package delivery business, reflecting the boom in e-commerce.","The Postal Service has many financial woes, but the health of its package delivery service is not one of them.",Trump Targets a Postal Service Rainmaker: Package Delivery,article,Business Day,News,5,https://www.nytimes.com/2018/04/13/business/trump-postal-service.html
2018-04-24,The new service is aimed at anyone who doesn’t want to risk a package being stolen from a porch and can’t receive an order at work.,SAN FRANCISCO — Amazon packages get delivered to all sorts of places.,Amazon Tries a New Delivery Spot: Your Car,article,Technology,News,2,https://www.nytimes.com/2018/04/24/technology/amazon-delivery-car.html
2018-04-10,"A couple’s start-up takes online orders and delivers milk, eggs, meat and other products, including their own, across stretches of northeastern Pennsylvania. We rode along.","EAST SMITHFIELD, Pa. — Huge retailers like Walmart, Amazon and Peapod are fighting for a piece of the online food delivery business.",Farmers Hit the Road to Reach Shoppers Before Amazon Does,article,Business Day,News,6,https://www.nytimes.com/2018/04/10/business/farmers-ecommerce-amazon.html
2018-04-19,Federal regulators are poised to impose a $1 billion penalty on Wells Fargo for a variety of alleged misdeeds., Good Thursday. Here’s what we’re watching:,Wells Fargo Is About to be Hit With $1 Billion Fine: DealBook Briefing,article,Business Day,News,7,https://www.nytimes.com/2018/04/19/business/dealbook/jeff-bewkes-time-warner.html
2018-04-02,And Washington doesn’t have to stand for it.,This article is part of the Opinion Today newsletter. You can sign up here to receive the newsletter each weekday.,Big Business Is Too Big,article,Opinion,Op-Ed,5,https://www.nytimes.com/2018/04/02/opinion/big-business-washington.html
2018-04-18,"The tech giant has moved its entertainment division into Culver Studios, a 14-acre site where “Gone With the Wind” was also filmed.","CULVER CITY, Calif. — It was as if they were stepping into 1940, the heart of Hollywood’s golden age.",Tech’s Hollywood Takeover: Amazon Reboots ‘Citizen Kane’ and ‘E.T.’ Studio,article,Business Day,News,2,https://www.nytimes.com/2018/04/18/business/media/amazon-reboots-the-studio-where-citizen-kane-and-et-were-made.html
2018-04-26,"The company is said to be in talks to acquire Flipkart, India’s leading online retailer, to counter Amazon’s push into the country.","Walmart is nearing a deal to acquire a majority stake in India’s leading online retailer, a bold move that would open another front in its escalating war with Amazon.","Walmart, With Billions to Spend, Seeks Flipkart E-Commerce Site in India",article,Business Day,News,6,https://www.nytimes.com/2018/04/26/business/walmart-flipkart-india.html
2018-04-02,You don’t have to like Amazon to fear Trump’s attack on it.,"In 2009, Turkey’s tax ministry imposed a $2.5 billion fine for alleged tax evasion on Dogan Yayin, a media conglomerate whose newspapers and television stations were critical of the Turkish leader Recep Tayyip Erdogan. Under financial and political pressure, the company began unloading some assets and closing others. Last month, the billionaire Aydin Dogan sold his remaining media properties, including the influential Hurriyet newspaper and CNN Turk, to a group of Erdogan loyalists.",The Autocrats’ Playbook,article,Opinion,Op-Ed,3,https://www.nytimes.com/2018/04/02/opinion/trump-autocrat-playbook.html
2018-04-26,The company also said it would raise the price of its popular Prime membership service to $119 from $99.,"SEATTLE — Jeff Bezos, Amazon’s founder and chief executive, long ago figured out how to keep Amazon’s sales figures shooting skyward. Now he is doing the same with profit.","Amazon’s Profit Swells to $1.6 Billion, Lifted by Its Cloud Business",article,Technology,News,1,https://www.nytimes.com/2018/04/26/technology/amazon-prime-profit.html
2018-04-06,"If you are getting ready to upgrade your e-reader or tablet and want to take your existing e-book library along, consider your options.",Q. Is it possible to read Nook books on a Kindle? Is there an e-reader that handles books from multiple e-bookstores?,Moving Your E-Book Collection to One Device,article,Technology,Question,2,https://www.nytimes.com/2018/04/06/technology/personaltech/moving-your-e-book-collection-to-one-device.html
2018-05-03,"In an unusually public spat, Amazon is rethinking some building projects in Seattle because of a new tax being considered by the City Council.","SEATTLE — Amazon abruptly escalated a fight with its hometown on Wednesday, halting major expansion plans in Seattle because of a tax being considered by the City Council.",Amazon Pauses Huge Development Plans in Seattle Over Tax Plan,article,Technology,News,1,https://www.nytimes.com/2018/05/02/technology/amazon-development-tax.html
2018-05-10,His administration has come down on opposite sides of arguments about whether to enact internet sales taxes.,"For months, the Trump administration has rightfully been trying to thwart attempts by some European governments to impose a new corporate “digital tax” on American high-tech giants. This campaign to block internet-inspired extraterritorial taxation — taxation of income earned outside of a jurisdiction — is strongly supported by the American business community. But the White House, in an odd twist that turns its European Union digital tax arguments upside down, just argued before the Supreme Court that the same kind of extraterritorial taxation is acceptable when carried out by American states on retail sales on the internet.",Is Trump’s Tax Incoherence Just a Way to Hurt Amazon?,article,Opinion,Op-Ed,6,https://www.nytimes.com/2018/05/10/opinion/is-trumps-tax-incoherence-just-a-way-to-hurt-amazon.html
2018-05-11,"The director delivers more than just a “filmed play” in this movie, now on Amazon Video, that was adapted from Antoinette Nwandu’s street-corner drama.","The latest picture by the prolific and ever-stimulating filmmaker Spike Lee, “BlacKkKlansman,” is in competition at the Cannes Film Festival. His other 2018 movie, “Pass Over,” is on Amazon Video and free to Prime members. It’s a superb film, one that, as the saying goes, finds the director working at the height of his powers. (It’s also a rare instance of an Amazon production debuting on the video site with no theatrical release.)","Spike Lee’s ‘Pass Over,’ an Offbeat Melding of Cinema and Theater",article,Movies,News,2,https://www.nytimes.com/2018/05/11/movies/spike-lees-pass-over-melds-cinema-and-theater.html
2018-05-10,"Researchers can now send secret audio instructions undetectable to the human ear to Apple’s Siri, Amazon’s Alexa and Google’s Assistant.","BERKELEY, Calif. — Many people have grown accustomed to talking to their smart devices, asking them to read a text, play a song or set an alarm. But someone else might be secretly talking to them, too.",Alexa and Siri Can Hear This Hidden Command. You Can’t.,article,Technology,News,6,https://www.nytimes.com/2018/05/10/technology/alexa-siri-hidden-command-audio-attacks.html
2018-05-10,"Some expect the economy to grow more quickly than it has in recent years, but slower lending does not point to such a bullish outcome.",Good Thursday. Here’s what we’re watching:,One Risk to the Economy — A Slowdown in Lending: DealBook Briefing,article,Business Day,News,3,https://www.nytimes.com/2018/05/10/business/dealbook/walmart-flipkart-deal.html
2018-05-31,"In response to new sales tax rules, the company will redirect users in Australia from amazon.com to amazon.com.au. Some fear they will see less choice and higher prices.","SYDNEY, Australia — Amazon’s decision to deny Australians access to its main website has set off a backlash in the country, with customers complaining they may face big price increases and a loss of access to sorely needed products.",Amazon Rankles Australian Customers by Pushing Them to a Local Site,article,World,News,5,https://www.nytimes.com/2018/05/31/world/australia/amazon-website-tax.html
2018-05-16,"The grocer will give large discounts for some products, and 10 percent off hundreds of sale items in stores.","SEATTLE — Amazon Prime is the kitchen sink of membership programs. The internet retailer keeps cramming new benefits into it — music and video streaming, fast shipping and online photo storage.",Next Up at Amazon-Run Whole Foods: Half-Priced Halibut Steaks,article,Technology,News,3,https://www.nytimes.com/2018/05/16/technology/whole-foods-discount-amazon-prime.html
2018-05-15,"After Amazon’s bold threat to curtail development in its hometown, the Seattle City Council approved a smaller tax than originally envisioned. Amazon says it’s still “apprehensive” about the future.","SEATTLE — After intense lobbying by local businesses and a bold threat by Amazon to curtail development in its hometown, the Seattle City Council on Monday approved a smaller and more limited tax on big companies than originally envisioned.","Seattle Scales Back Tax in Face of Amazon’s Revolt, but Tensions Linger",article,Technology,News,5,https://www.nytimes.com/2018/05/14/technology/seattle-amazon-headquarters-tax.html
2018-05-03,"The AT&T case could lead to an expanded view of the content and distribution market, perhaps changing what constitutes antitrust violation.","When it comes to antitrust enforcement, one of the guiding principles is the effect on consumer prices. So the antitrust question of the moment is this: Will combining AT&T with Time Warner or Sprint with T-Mobile so diminish competition that prices go up?","Amazon, the Elephant in the Antitrust Room",article,Business Day,News,8,https://www.nytimes.com/2018/05/03/business/amazon-the-elephant-in-the-antitrust-room.html
2018-05-16,"The larger than life bloodhound, the subject of dozens of children’s books, is coming back to television.","Would this be considered a reboot or a re-woof? (O.K., we’ll stop now.)",‘Clifford the Big Red Dog’ Returning to TV in 2019,article,Arts,News,2,https://www.nytimes.com/2018/05/16/arts/television/clifford-the-big-red-dog-2019-amazon-pbs.html
2018-12-10,The retailer is now making its own server chips. It’s the latest sign that big internet outfits are willing to cut out longtime suppliers.,"Amazon, the world’s largest online retailer and largest cloud-computing company, is pushing into a new line of work: computer chips.",Amazon’s Homegrown Chips Threaten Silicon Valley Giant Intel,article,Technology,News,5,https://www.nytimes.com/2018/12/10/technology/amazon-server-chip-intel.html
2018-12-16,Workers at tech companies like Amazon are starting to use the stock grants that they were paid to turn the tables on their employers.,"SAN FRANCISCO — Silicon Valley technology firms are known for giving stock to their workers, a form of compensation that often helps employees feel invested in their companies.",Tech Workers Got Paid in Company Stock. They Used It to Agitate for Change.,article,Technology,News,6,https://www.nytimes.com/2018/12/16/technology/tech-workers-company-stock-shareholder-activism.html
2018-12-12,Tensions may flare at a hearing on the city’s development deal with Amazon. Also: One reason you’re seeing Ariana Grande everywhere., [Want to get New York Today by email? Here's the sign-up.],N.Y. Today: Amazon Takes on Ocasio-Cortez and Her Supporters,article,New York,briefing,2,https://www.nytimes.com/2018/12/12/nyregion/newyorktoday/new-york-news-amazon-protest-ocasio-cortez.html
2018-12-14,"Amazon’s arrival in New York City has been loud. But Google has been quietly expanding in Manhattan for years, with few complaints from residents.",[What you need to know to start the day: Get New York Today in your inbox.],What Amazon Could Learn From Google in New York City,article,New York,News,2,https://www.nytimes.com/2018/12/14/nyregion/google-nyc-amazon-offices.html
2018-12-01,"The holiday season is in full swing. As you gather with family and loved ones, this month’s roundup highlights TV shows and movies for all to enjoy.",Watching is The New York Times’s TV and film recommendation website. Sign up for our thrice-weekly newsletter here.,"The Best Movies and TV Shows New to Netflix, Amazon and More in December",article,Arts,News,5,https://www.nytimes.com/2018/12/01/arts/television/best-movies-tv-new-netflix-amazon-hbo-hulu-december.html
2018-12-24,"The newsletter’s countdown starts today, with #5.",This article is part of the Opinion Today newsletter. You can sign up here to receive the newsletter each weekday.,The Five Most Important Stories of 2018,article,Opinion,Op-Ed,4,https://www.nytimes.com/2018/12/24/opinion/facebook-technology-companies-2018.html
2018-12-13,"Amazon and Google are aggressively opening offices outside of their Silicon Valley and Seattle hometowns. On Thursday, Apple said it would invest $1 billion in Austin, Tex.","SAN FRANCISCO — This generation’s biggest technology companies — including Apple, Amazon and Google — have long been tied to their hometowns. Now these giants are increasingly outgrowing their West Coast roots.",Chase for Talent Pushes Tech Giants Far Beyond West Coast,article,Technology,News,6,https://www.nytimes.com/2018/12/13/technology/tech-talent-apple-tech-giants-west-coast.html
2018-12-27,Amazon’s planned headquarters has jacked up interest and prices in Long Island City.,[What you need to know to start your day: Get New York Today in your inbox.],An ‘Amazon Effect’ on Queens Real Estate? Here’s Why Brokers Say It’s Real,article,New York,News,3,https://www.nytimes.com/2018/12/27/nyregion/amazon-queens-real-estate.html
2018-12-26,The government announced a new policy barring the foreign companies from selling products from affiliated companies on their Indian shopping sites.,"The Indian government dealt a surprise blow on Wednesday to the e-commerce ambitions of Amazon and Walmart, effectively barring the American companies from selling products supplied by affiliated companies on their Indian shopping sites and from offering their customers special discounts or exclusive products.",India Curbs Power of Amazon and Walmart to Sell Products Online,article,Technology,News,4,https://www.nytimes.com/2018/12/26/technology/india-amazon-walmart-online-retail.html
2018-12-27,"The 67-story condominium won’t be completed until 2021, but already has nearly 700 buyer inquiries.","Until recent weeks, Skyline Tower, a 67-story condominium under construction in the Court Square area of Long Island City, Queens, hadn’t drawn much interest from buyers. But its developers weren’t too concerned since the building is only about seven stories high right now.",Interest in Court Square Condo Spikes Thanks to Amazon ,article,Real Estate,News,3,https://www.nytimes.com/2018/12/27/realestate/interest-in-court-square-condo-spikes-thanks-to-amazon.html
2018-01-25,"The Midwest capital city would seem to be a long shot for Amazon’s new headquarters, but its low costs and business-friendly climate might help its chances.","Among Amazon’s 20 finalist cities for its coveted second headquarters are several that would have to be called long shots: Columbus, Ohio, Nashville and Miami, to name three.",Is Indianapolis Cool Enough for Amazon? It Just Might Be,article,Business Day,News,1,https://www.nytimes.com/2018/01/25/business/amazon-indianapolis.html
2018-01-17,"Stocks have risen for so long and with such steadiness that Wall Street is becoming nervous. What’s an investor to do? For insight, check out our quarterly report on investing. ","Even if you don’t follow financial markets closely, if you have money in those markets it is worth considering, every so often, where you have been and where the currents may be taking you.  ",9 Points to Guide Your Investments in 2018,article,Business Day,News,5,https://www.nytimes.com/2018/01/17/business/investing-in-2018.html
2018-01-19,"With 218 places missing the cut for Amazon’s second headquarters, cities like Ottawa and Tucson were left to absorb the same result as “the longest of long shots.”","SAN FRANCISCO — There were 218 communities whose proposals did not reach the second round in Amazon’s well-publicized search for its second headquarters. For those ambitious but unlucky folks, there were no “thanks for entering” gift baskets or any consolation prizes.",A Maine Racetrack Didn’t Lure Amazon. Multiply That Disappointment by 218.,article,Technology,News,1,https://www.nytimes.com/2018/01/19/technology/losers-amazon-sweepstakes-disappointment.html
2018-01-18,"The studio canceled “One Mississippi,” “I Love Dick” and “Jean-Claude Van Johnson” and will turn its focus to a “Lord of the Rings” adaptation.","Amazon Studios has canceled three critically acclaimed comedies: “One Mississippi,” “I Love Dick” and “Jean-Claude Van Johnson.” The decision continues a roller-coaster stretch for the studio, which recently lost its president, Roy Price, following sexual harassment allegations; scored a “Lord of the Rings” adaptation; and picked up wins at the Golden Globes.","Amazon Cancels ‘One Mississippi,’ ‘I Love Dick’ and ‘Jean-Claude’",article,Arts,News,2,https://www.nytimes.com/2018/01/18/arts/television/amazon-cancels-one-mississippi-i-love-dick-and-jean-claude.html
2018-01-19,"In seeking a home for its second headquarters, Amazon winnowed a list of 238 candidates to 20 finalists, including Atlanta, Nashville and Miami.","In seeking a home for its second headquarters, Amazon winnowed a list of 238 candidates to 20 finalists, including Atlanta, Nashville and Miami.",Bizarre Bids to Be Amazon’s New Home,multimedia,U.S.,Video,1,https://www.nytimes.com/video/us/100000005684789/cities-bizarre-bids-to-be-amazons-new-home.html
2018-03-07,"The move, offering memberships for $5.99 a month instead of $12.99, expands an effort to attract more shoppers with low incomes, who favor Walmart.",SEATTLE — Amazon has had no problem getting affluent households to buy from its online store. But people with low incomes have been less loyal to the retailer.,Amazon Offers Prime Discount for Medicaid Recipients,article,Technology,News,4,https://www.nytimes.com/2018/03/07/technology/amazon-prime-medicaid.html
2018-03-22,"At the exclusive three-day conference run by Amazon in the California desert, the merely brilliant rub shoulders with the geniuses.","PALM SPRINGS, Calif. — “I get invited to everything, and everywhere I go, everyone wishes they had my job. But that’s not true here,” said Pablos Holman, a self-described futurist and inventor who has worked on lasers that kill mosquitoes and machines that suppress hurricanes.","At Mars, Jeff Bezos Hosted Roboticists, Astronauts, Other Brainiacs and Me",article,Technology,News,8,https://www.nytimes.com/2018/03/22/technology/at-mars-jeff-bezos-hosted-roboticists-astronauts-other-brainiacs-and-me.html
2018-03-26,"At stake is the fate of thousands of supermarket workers, many of whom belong to labor unions and are owed pensions when they retire.","CHESTERTOWN, N.Y. — At the Tops Market on Main Street recently, there was a “Mega Meat Sale” — buy one pork chop and get another free.",Grocery Wars Turn Small Chains Into Battlefield Casualties,article,Business Day,News,9,https://www.nytimes.com/2018/03/26/business/grocery-wars-small-chains.html
2018-03-18,"Humans will have to get used to their machine co-workers. But the robot next to you may not be ready to be your replacement. At least, not yet.","KERNERSVILLE, N.C. — As soon as the first robot arrived at a FedEx shipping hub in the heart of North Carolina tobacco country early last year, talk of pink slips was in the air.",FedEx Follows Amazon Into the Robotic Future,article,Technology,News,4,https://www.nytimes.com/2018/03/18/technology/fedex-robots.html
2018-03-29,"If the Trump administration pursues ways to curtail the company, it would meet sizable obstacles.",Good Thursday. Here’s what we’re watching:,Why Reining in Amazon Could be Difficult: DealBook Briefing,article,Business Day,News,4,https://www.nytimes.com/2018/03/29/business/dealbook/tech-stocks-facebook-nvidia-tesla.html
2018-03-25,"For many people, kitchens are the center of the home. Tech and appliance makers, aiming to deepen ties to customers, are increasingly targeting that room with smart devices.","SAN FRANCISCO — On a recent Saturday night, German Salazar made chicken tacos for his friends while they chatted with him in his kitchen. Occasionally, he interrupted the conversation to talk to another friend: Google.","To Invade Homes, Tech Is Trying to Get in Your Kitchen",article,Technology,News,8,https://www.nytimes.com/2018/03/25/technology/smart-homes-tech-kitchen.html
2018-03-29,"The president’s commentary, made in a Twitter post, comes amid reports that Mr. Trump has expressed an interest in reining in the e-commerce business.","WASHINGTON — President Trump escalated his attack on Amazon on Thursday, saying in an early-morning tweet that the online retail behemoth does not pay enough taxes — and strongly suggesting that he may use the power of his office to rein in the nation’s largest e-commerce business.","Trump Attacks Amazon, Saying It Does Not Pay Enough Taxes",article,U.S.,News,1,https://www.nytimes.com/2018/03/29/us/politics/trump-amazon-taxes.html
2018-03-08,"Some users reported that Alexa, Amazon’s digital assistant, has been laughing unexpectedly. The behavior is being fixed, the company says.","For weeks, users of Amazon’s digital assistant, Alexa, have reported versions of the same unsettling event: being startled as they went about their day by Alexa letting out an eerie laugh.",Amazon Knows Why Alexa Was Laughing at Its Customers,article,Business Day,News,2,https://www.nytimes.com/2018/03/08/business/alexa-laugh-amazon-echo.html
2018-03-30,Readers view the president’s remarks as a threat to the free press and hypocritical.,To the Editor:,Trump’s Attack on Amazon Over Taxes,article,Opinion,Letter,1,https://www.nytimes.com/2018/03/30/opinion/trump-amazon-taxes.html
2018-02-02,The tech giants singled out booming results from their devices in their quarterly financial results.,"SEATTLE — For Apple and Amazon, the holidays are the time to shine, the period when shoppers have the greatest appetite to buy their devices and, in Amazon’s case, anything else that can be stuffed into a box and delivered to homes.",Amazon and Apple Gush Over Holiday Sales,article,Technology,News,1,https://www.nytimes.com/2018/02/01/technology/amazon-apple-holiday-sales.html
2018-02-21,"Next to Apple’s iOS and Google’s Android, Amazon’s voice assistant may be turning into the third great consumer computing platform of our era.","My wife and I were just settling into bed one night when Alexa, the other woman in my life, decided to make herself heard.",Why We May Soon Be Living in Alexa’s World,article,Technology,News,4,https://www.nytimes.com/2018/02/21/technology/amazon-alexa-world.html
2018-02-01,"The employees of Amazon, Berkshire Hathaway and JPMorgan Chase may benefit from a new insurance scheme. But the rest of us could suffer.","Here’s the good news about the announcement this week that Amazon, Berkshire Hathaway and JPMorgan Chase are forming a new company to cover health care for their employees: If you’re one of the million-plus people who work at these companies, or a family member of one, you’re likely to get cheaper, better health care pretty soon.","A Good Health Care Deal, but Only for Some",article,Opinion,Op-Ed,3,https://www.nytimes.com/2018/02/02/opinion/healthcare-berkshire-amazon-chase.html
2018-02-02,This year’s Oscar nominees feature a terrific array of talent whose work is nearly infinitely available to sample on streaming video.,"The range of films nominated for the 90th Academy Awards seems wider than average, and that’s gratifying. There are the nominations that move the needle a little in terms of making the American film industry less white-male dominated.",Let the Pre-Oscar Bingeing Begin,article,Movies,News,4,https://www.nytimes.com/2018/02/02/movies/let-the-pre-oscar-bingeing-begin.html
2018-02-21,It can be tempting to hook up everything you love to the internet. But take a moment to appreciate some of the objects that can remain unplugged.,"It still feels magical to light up your living room by saying “Alexa, turn on the lights.” But with all the hype surrounding so-called smart things — everyday devices that are connected to the internet — it’s easy to forget that sometimes the dumb stuff is just better.","In an Era of ‘Smart’ Things, Sometimes Dumb Stuff Is Better",article,Technology,News,9,https://www.nytimes.com/2018/02/21/technology/personaltech/smart-things-dumb-stuff.html
2018-02-28,Also this week: Would drone deliveries help or hurt the environment? And will Canada push the United States on climate change?,Welcome to the Climate Fwd: newsletter. The New York Times climate team emails readers once a week with stories and insights about climate change. Sign up here to get it in your inbox.,Can We Really Scrub Carbon Dioxide From the Atmosphere?,article,Climate,News,6,https://www.nytimes.com/2018/02/28/climate/remove-co2-from-air.html
2018-02-02,"Amazon doesn’t have a plan to fix health care, but it loves that we’re talking about it. Facebook has a plan to fix the social network, but people may spend less time on it.","Each Friday, Farhad Manjoo, The Times’s technology columnist, reviews the week’s news, offering analysis (and maybe a joke or two) about the most important developments in the tech industry. Want this newsletter in your inbox? Sign up here.","Farhad’s Week in Tech: Less Time on Facebook, More Noise From Amazon",article,Technology,News,6,https://www.nytimes.com/2018/02/02/technology/farhad-week-tech-facebook-amazon.html
