pub_date,abstract,lead_para,headline,doc_type,section_name,type_of_material,rank,web_url
2015-10-22,"Three technology titans — Amazon, Google and Microsoft — will be reporting their quarterly financial results on Thursday.",It’s three times the fun with tech titan earnings on Thursday.,Daily Report: A Trio of Earnings From Tech Behemoths,article,Technology,News,8,https://bits.blogs.nytimes.com/2015/10/22/daily-report-a-trio-of-earnings-from-tech-behemoths/
2015-10-19,"Tech earnings season is going into full swing, with companies including Yahoo, IBM, Google and Microsoft set to report quarterly results this week. Their financial data may offer insight into which companies are gaining the upper hand in some tech battles.",The technology industry’s financial data is set to go on full display this week.,Daily Report: Tech Tussles Take Center Stage in Earnings,article,Technology,News,3,https://bits.blogs.nytimes.com/2015/10/19/daily-report-tech-tussles-take-center-stage-in-earnings/
2015-10-14,The new show from Amazon finds Mr. Esmer as a tennis pro at a country club in the summer of 1985.,"Ennis Esmer might not be the next Rafael Nadal, but he gives it a good shot. In the new Amazon series “Red Oaks,” set at a country club in the summer of 1985, Mr. Esmer plays Nash, a flirtatious tennis pro and questionable role model to his protégé, David (Craig Roberts), an assistant tennis coach struggling to figure out his postgrad life.",Ennis Esmer of ‘Red Oaks’ Talks Tennis and Comedy,article,Arts,News,8,https://www.nytimes.com/2015/10/18/arts/television/ennis-esmer-of-red-oaks-talks-tennis-and-comedy.html
2015-10-14,"Walmart is giving away some cutting-edge software to make it easier to switch cloud suppliers. Walmart’s retail nemesis, Amazon, is also the No. 1 cloud company.","Walmart, the retail giant, has become an Internet powerhouse, employing more than 2,200 engineers today in Silicon Valley alone. They are working mainly on the cloud-based commerce technology behind the big Walmart and Sam’s Club shopping sites.",Walmart Takes Aim at ‘Cloud Lock-in’,article,Technology,News,2,https://bits.blogs.nytimes.com/2015/10/14/walmart-takes-aim-at-cloud-lock-in/
2015-10-07,Amazon Web Services is starting to offer capabilities that compete head-to-head with longtime business computing giants like Oracle and IBM.,"LAS VEGAS — There is a famous story from the early days of Google that goes something like this: When a group of New York media big shots heard about the huge efficiency of search advertising, which could hurt their own businesses, the memorable reaction of one of them was a more vulgar take on “You’re fussing with the magic!”",Amazon Messes With Billions in Corporate Computing Dollars,article,Technology,News,3,https://bits.blogs.nytimes.com/2015/10/07/amazon-messes-with-billions-in-corporate-computing-dollars/
2015-10-09,Amazon Web Services is building a global method of creating software quickly that could become a standard for how business computing systems are put together.,LAS VEGAS — Amazon Web Services doesn’t just want to dominate the global business in selling computing online. It also wants to be the rarest thing of all in the technology industry: a long-lived company.,Amazon Building a Tech Business for the Long Haul,article,Technology,News,3,https://bits.blogs.nytimes.com/2015/10/09/amazon-building-a-tech-business-for-the-long-haul/
2015-10-07,"This new comedy manages to be of the ’80s rather than about them, a startlingly authentic evocation rather than a satire or a dissection.","“Red Oaks,” a new Amazon comedy, pulls off a neat trick: Set in 1985, it manages to be of the ’80s rather than about them, an affectionate and startlingly authentic evocation rather than a satire or a dissection. Whether it’s a trick that needed to be pulled off at all is debatable, but the result, while uneven across its 10 episodes (all of which debut on Friday on the streaming service), is undeniably charming.","Review: Amazon’s ‘Red Oaks’ Aims for ’80s Affection, Not Satire",article,Arts,Review,3,https://www.nytimes.com/2015/10/08/arts/television/review-amazons-red-oaks-aims-for-80s-affection-not-satire.html
2015-10-20,"An article published in The New York Times two months ago, detailing Amazon’s work culture, drew a lengthy response on Monday from the company’s senior vice president for global corporate affairs.","In an unusually public tussle over a prominent article, a senior executive from Amazon and the top editor of The New York Times clashed on Monday over the details in a Times article about the Internet retailer’s work culture.",Amazon Spars With The Times Over Investigative Article,article,Business Day,News,1,https://www.nytimes.com/2015/10/20/business/amazon-spars-with-the-times-over-investigative-article.html
2015-10-26,"In recent years, low-cost booksellers have proliferated on the web. But how does a company that’ll sell you a book for a penny make a profit?","Ever since a university gave me a literature degree certifying that I have read Chaucer in the original Middle English, my taste in books has reverted to very specific, lowbrow stuff. I like murder mysteries, heist books and spy books, preferably from the 1950s through the 1980s. These titles can be hard to find; many of them are out of print, unavailable on Kindle, and their presence in the New York Public Library is hit or miss.",A Penny for Your Books,article,Magazine,News,4,https://www.nytimes.com/2015/10/25/magazine/a-penny-for-your-books.html
2015-10-19,"The retail giant forecast lackluster sales growth for this year and a steep profit dip for next, in part because costs are climbing sharply as sales are flat.",He is the consummate Walmart company man.,"Walmart Chief Defends Investments in Labor, Stores and the Web",article,Business Day,News,11,https://www.nytimes.com/2015/10/19/business/walmart-chief-defends-investments-in-labor-stores-and-the-web.html
2015-11-04,"“Patriot,” “Good Girls Revolt,” “Edge,” “One Mississippi,” “Z” and “Highston” are the streaming service’s latest original TV programs.","Since 2013, Amazon has released a batch of original TV pilots several times a year for the public to review and vote on. Our TV critics take a look at the latest crop, which will be available beginning on Thursday.",Reviews: Amazon Pilots Include a Revolt and the Supernatural,article,Arts,Review,4,https://www.nytimes.com/2015/11/05/arts/television/reviews-amazon-pilots-include-a-revolt-and-the-supernatural.html
2015-11-03,The retailing giant announced that it would give fathers up to six weeks of paternity leave and more than double maternity leave. It is also opening a small bookstore in Seattle.,"Amazon, which prides itself on being surprising, is doing two predictably unpredictable things this week.",Amazon Adds New Perks for Workers and Opens a Bookstore,article,Technology,News,1,https://www.nytimes.com/2015/11/03/technology/amazon-adds-new-perks-for-workers-and-opens-a-bookstore.html
2015-11-18,"A look at Do Not Track technology in web browsers, and how to use Google Cardboard effectively.",Q. Do all web browsers have the anti-tracking feature? How do I turn it on in Firefox and does it actually work?,Covering Your Browser Tracks,article,Technology,Question,2,https://www.nytimes.com/2015/11/19/technology/personaltech/covering-your-browser-tracks.html
2015-11-17,Setbacks Cast Harsh Light on Manhattan Prosecutor | A Rocky Quarter for Hedge Funds | Marriott’s Deal to Buy Starwood Hotels,"THE ECONOMIC COST OF TERRORISM  | After the horrific attacks in Paris, it is an issue that policy makers are grappling with,Andrew Ross Sorkin writes in the DealBook column.",Morning Agenda: The Economic Cost of Terrorism,article,Blogs,News,9,https://news.blogs.nytimes.com/2015/11/17/morning-agenda-the-economic-cost-of-terrorism/
2015-11-18,"Jeff Bezos bucked the trend of seeking short-term results to create an addictive shopping experience few can match. And his newer enterprise is a blockbuster, too.","To study the graph of Amazon’s stock performance in 2015 is to witness a series of stepwise lurches toward commanding new heights. Over all, the stock market has been flat this year, and technology companies, as a group, haven’t fared much better.",How Amazon’s Long Game Yielded a Retail Juggernaut,article,Technology,News,1,https://www.nytimes.com/2015/11/19/technology/how-amazons-long-game-yielded-a-retail-juggernaut.html
2015-11-07,Voters’ defeat of a measure that would have imposed restrictions on Airbnb rentals spurs a discussion on the company’s approach to setting up shop in a city.,"Each Saturday, Farhad Manjoo and Mike Isaac, technology reporters at The New York Times, review the week’s news, offering analysis and maybe a joke or two about the most important developments in the tech industry.",Farhad and Mike’s Week in Tech: Airbnb Takes San Francisco,article,Technology,News,2,https://www.nytimes.com/2015/11/08/technology/farhad-and-mikes-week-in-tech-airbnb-takes-san-francisco.html
2015-11-04,The technology research firm IDC predicts the pace of digital transformation of business is going to accelerate and increasingly hit every industry.,It is the time of year when the big technology research shops gaze into the near future to identify trends that will have the most impact on corporate America and the tech industry over the next few years.,"Digital Transformation Going Mainstream in 2016, IDC Predicts",article,Technology,News,2,https://bits.blogs.nytimes.com/2015/11/04/in-2016-digital-transformation-goes-mainstream-idc-predicts/
2015-11-18,"American Made, a venture introduced in 2013, was intended to be eBay’s answer to Etsy, the pioneer in the online handmade goods market.","Martha Stewart has ditched eBay, taking her American Made store to Amazon’s Handmade marketplace, as the e-commerce giant flexes its muscle in the burgeoning online market for handcrafted goods.",A Martha Stewart Store Makes a Leap to Amazon ,article,Business Day,News,2,https://www.nytimes.com/2015/11/18/business/a-martha-stewart-store-makes-a-leap-to-amazon.html
2015-11-28,"Total online sales are expected to generate $2.6 billion on Black Friday, a 14 percent increase compared to the same day last year.","In shops across the country, including the empty malls of Georgia and the “not too crazy” crowds at struggling J. Crew, the relative calm that accompanied Black Friday shopping this year belied a frenzy for deals — many of them on the web.",Black Friday Shopping Shifts Online as Stores See Less Foot Traffic,article,Business Day,News,7,https://www.nytimes.com/2015/11/28/business/black-friday-shopping-shifts-online-as-stores-see-less-foot-traffic.html
2015-11-19,This new Amazon series envisions a postwar America occupied by triumphant German and Japanese forces.,What if Hitler had won?,"Red, Reich and Blue: Building the World of ‘The Man in the High Castle’",article,Arts,News,3,https://www.nytimes.com/2015/11/22/arts/television/the-man-in-the-high-castle-imagines-a-red-reich-and-blue.html
2015-07-13,"Groups representing thousands of authors, agents and independent booksellers are calling for the Department of Justice to examine Amazon.",This is a triumphant moment for Amazon.,"Accusing Amazon of Antitrust Violations, Authors and Booksellers Demand Inquiry",article,Technology,News,1,https://www.nytimes.com/2015/07/14/technology/accusing-amazon-of-antitrust-violations-authors-and-booksellers-demand-us-inquiry.html
2015-07-24,"A reason for the company’s success has been its cloud computing division, Amazon Web Services, which generated $1.82 billion in revenue last quarter.","We have reached Peak Amazon, or perhaps Prime Amazon, David Streitfeld reports.",Daily Report: Amazon Shows Profit for a Change,article,Technology,News,2,https://bits.blogs.nytimes.com/2015/07/24/daily-report-amazon-shows-profit-for-a-change/
2015-07-31,"The dream of consumer drones may be one step closer to reality, as Facebook announces that its unmanned aerial vehicle is ready for in-flight tests.","In about a year and a half — ever since Jeff Bezos, Amazon’s chief executive, unveiled one — drones for consumer use seem to have proliferated everywhere. Quentin Hardy and Vindu Goel wrote this year about how Facebook is building a V-shaped unmanned vehicle called Aquila to help connect people to the Internet. In China, a drone maker, DJI, has been valued at about $8 billion. New funds are being formed to invest in the flying machines. Even pranksters are using them to cause trouble. ",Daily Report: That Facebook Drone is Ready for Takeoff,article,Technology,News,2,https://bits.blogs.nytimes.com/2015/07/31/daily-report-that-facebook-drone-is-ready-for-takeoff/
2015-07-30,"Mr. Clarkson, a popular TV personality whose contract with the BBC ended in March, said on Twitter that he would film a new show with his former co-hosts.","Jeremy Clarkson, a popular British TV personality and the former host of BBC’s “Top Gear,” said on Twitter on Thursday that he would film a new car-themed show for Amazon.","Jeremy Clarkson, Former ‘Top Gear’ Host, Announces Deal With Amazon",article,Arts,Brief,5,https://www.nytimes.com/2015/07/31/arts/television/jeremy-clarkson-former-top-gear-host-announces-deal-with-amazon.html
2015-07-13,The group Authors United details their case against Amazon.,The group Authors United details their case against Amazon.,The Authors United Position Paper on Amazon’s Book Selling Practices,multimedia,Business Day,Interactive Feature,2,https://www.nytimes.com/interactive/2015/07/13/business/document-amazon-book-practices.html
2015-07-13,"The Authors Guild, the American Booksellers Association and Authors United have sent letters and statements to the Justice Department calling for an investigation into Amazon.","The Authors Guild, the American Booksellers Association and Authors United have sent letters and statements to the Justice Department calling for an investigation into Amazon.",Documents: Authors and Booksellers Call for Amazon Inquiry,multimedia,Business Day,Interactive Feature,3,https://www.nytimes.com/interactive/2015/07/13/business/amazon-authors-united-documents.html
2015-07-13,"The American Booksellers Association is calling for the Justice Department to investigative Amazon for antitrust violations, contending that the company’s sales tactics threaten authors and publishers.","The American Booksellers Association is calling for the Justice Department to investigative Amazon for antitrust violations, contending that the company’s sales tactics threaten authors and publishers.",American Booksellers’ Letter to the Justice Department,multimedia,Business Day,Interactive Feature,3,https://www.nytimes.com/interactive/2015/07/13/business/document-american-booksellers-justice-department.html
2015-07-13,The Authors Guild is urging the Department of Justice to investigate Amazon for what it calls “anti-competitive behavior” in book sales.,The Authors Guild is urging the Department of Justice to investigate Amazon for what it calls “anti-competitive behavior” in book sales.,Authors Guild’s Call to Investigate Amazon,multimedia,Business Day,Interactive Feature,5,https://www.nytimes.com/interactive/2015/07/13/business/document-authors-guild-investigate-amazon.html
2015-06-11,"The investigation is the latest hurdle for Amazon and other American tech giants as European policy makers pursue antitrust, tax and other inquiries.","In the digital world, things change in an instant. One minute you are the people’s champion. In the next, perhaps a villain.",Amazon’s E-Books Business Investigated by European Antitrust Regulators,article,Business Day,News,2,https://www.nytimes.com/2015/06/12/business/international/european-union-amazon-ebooks-antitrust-investigation.html
2015-06-23,"Amazon on Tuesday afternoon joined other major retailers such as Walmart, Sears and eBay and banned the sale of merchandise bearing the Confederate battle flag.","The debate over the Confederate battle flag has spilled into the world of commerce as major retailers including Walmart, Sears and eBay have banned the sale of merchandise bearing the Civil War symbol.",Retailers Ban Sale of Merchandise Bearing Confederate Flag,article,U.S.,News,2,https://www.nytimes.com/politics/first-draft/2015/06/23/retailers-ban-sale-of-merchandise-bearing-confederate-flag/
2015-07-08,"As the marquee sponsor, the online behemoth’s fashion division aims to attract more high-end brands to its primary website.",The click-clack that echoed through the loftlike fashion photography studio was the same click-clack that can be heard in fashion offices around New York City: Manolo Blahnik high heels on polished floors.,Amazon Gears Up for New York Fashion Week for Men,article,Fashion & Style,News,2,https://www.nytimes.com/2015/07/09/fashion/amazon-gears-up-for-new-york-fashion-week-for-men.html
2015-07-15,The much-ballyhooed 20th anniversary discount event is awash in complaints of lackluster products and interminable waiting.,Has Amazon Prime Day been everything it was advertised to be?,More Fizzle Than Sizzle on Amazon’s Prime Day,article,Technology,News,1,https://www.nytimes.com/2015/07/16/business/more-fizzle-than-sizzle-as-amazons-prime-day-lurches-to-halfway-mark.html
2015-07-24,"Plus, Amazon’s ascent, Costume Institute stats and more from the week in style.",All the week’s fashion news that’s fit to reprint.,"Limited Too 2, Project Runway’s Record and R.I.P. Elio Fiorucci",article,T Magazine,News,6,https://tmagazine.blogs.nytimes.com/2015/07/24/limited-too-project-runway-emmy-fiorucci-style-news/
2015-07-07,"An iPhone case that looks like a handgun could be too easily mistaken for a real weapon, officials say, and a United States senator moved Tuesday to ban its sale.",An iPhone case that looks like a handgun is drawing warnings that it could be too easily mistaken for a real weapon.,"Gun-Shaped iPhone Case ‘Is a Terrible Idea,’ Police Officials Warn",article,U.S.,News,3,https://www.nytimes.com/2015/07/08/us/gun-shaped-iphone-case-is-a-terrible-idea-police-officials-warn.html
2015-07-15,Even Black Friday is getting lost in the blur of perpetual discounts as some of the biggest retailers go head-to-head Wednesday in a new midsummer event.,Rollback. Doorbuster. Blowout prices. Do those words mean anything anymore?,Amazon Dreams Up a Sale in a Calendar Bursting With Them,article,Business Day,News,1,https://www.nytimes.com/2015/07/15/business/amazon-dreams-up-a-sale-in-a-calendar-bursting-with-them.html
2015-07-14,"Groups representing thousands of authors, agents and independent booksellers are calling for the Department of Justice to examine Amazon.","This is a triumphant moment for Amazon, David Streitfeld reports.",Daily Report: Writers and Booksellers Seek U.S. Antitrust Inquiry Into Amazon,article,Technology,News,3,https://bits.blogs.nytimes.com/2015/07/14/daily-report-writers-and-booksellers-seek-u-s-antitrust-inquiry-into-amazon/
2015-07-15,"The film, about gun violence in Chicago, was acquired by Amazon Studios, which hopes to create a dozen movies a year.","Amazon has landed Spike Lee’s new film, “Chi-Raq,” about violence in inner-city Chicago, as its first original movie production, seeking to make a splash with a well-known filmmaker, a controversial title and a well-known cast.",Amazon Lands Spike Lee’s ‘Chi-Raq’ as Its First Original Movie,article,Business Day,News,4,https://www.nytimes.com/2015/07/16/business/media/amazon-lands-spike-lees-chi-raq-as-its-first-original-movie.html
2015-07-17,"Despite derision in social media, the one-day sale appeared to achieve the company’s goals: more sales, and a big bump in subscribers to its Amazon Prime service.","Despite a much-derided  product lineup and clunky wait-lists, Amazon said on Friday that it sold more products during its Prime Day sale this week than Black Friday last year, and that more new members tried its Prime subscription service than on any single day in the retailer’s 20-year history.",Amazon Says Prime Day Beat Black Friday in Sales Numbers,article,Business Day,News,2,https://www.nytimes.com/2015/07/18/business/amazon-says-prime-day-outdid-black-friday-in-unit-sales.html
2015-07-31,"Between series like “Transparent” and deals with Woody Allen, Spike Lee and the car-show host Jeremy Clarkson, Amazon is nurturing its original programming to build its subscription service.","Roy Price, the vice president of Amazon Studios, stood onstage before a roomful of television critics in Los Angeles about a year ago and instructed them on how to sign up for the retailer’s Prime subscription service, which — along with two-day shipping — offered access to its budding lineup of original series.",Amazon Pushes to Deliver More Prime Time,article,Arts,News,2,https://www.nytimes.com/2015/08/01/arts/television/amazon-pushes-to-deliver-more-prime-time.html
2015-07-23,"A reason for the company’s success has been its cloud computing division, Amazon Web Services, which generated $1.82 billion in revenue last quarter.","We have reached Peak Amazon, or perhaps Prime Amazon.","Amazon Reports Unexpected Profit, and Stock Soars",article,Technology,News,2,https://www.nytimes.com/2015/07/24/technology/amazon-earnings-q2.html
2015-06-18,"Mr. Delaney brings his biting relationship comedy, which ran earlier this year in Britain, to Amazon.","Rob Delaney is onstage at the Bell House in Brooklyn, telling jokes about deviant sex acts with a car commercial smile.","Rob Delaney, a Hit on Twitter, Turns to Television With ‘Catastrophe’",article,Arts,News,8,https://www.nytimes.com/2015/06/21/arts/television/rob-delaney-a-hit-on-twitter-turns-to-television-with-catastrophe.html
2015-06-23,"As companies like Walmart, Amazon and Sears were moving to discontinue sales of products tied to the Confederate battle flag, sales of them were soaring.","Entering a debate that has played out for years mostly in the political realm, many of the nation’s largest retailers abruptly decided this week to stop selling merchandise tied to the Confederate battle flag.",Confederate Flag Sales Soar as Retailers Pull Stock,article,Business Day,News,13,https://www.nytimes.com/2015/06/24/business/amazon-big-retailers-remove-confederate-flag-merchandise.html
2015-06-17,"In this comedy, Sharon Horgan and Rob Delaney play a couple brought closer together after an unexpected pregnancy.","“Catastrophe,” a bittersweet British television comedy making its American debut on Amazon Prime, is the product of an unlikely artistic union. One of its creators, Sharon Horgan, is a veteran sitcom writer and star who could be fairly called the Tina Fey of British TV, in stature if not style. The other, Rob Delaney, is an American comedian best known for having more than a million Twitter followers; he’s headlining a TV show for the first time.","Review: ‘Catastrophe,’ on Amazon Prime, Shares a Special Comedy Relationship",article,Arts,Review,6,https://www.nytimes.com/2015/06/18/arts/television/review-catastrophe-on-amazon-prime-shares-a-special-comedy-relationship.html
2015-06-16,"Google is becoming more public about its data centers, talking about its network and how much fiber it owns. The idea is to show off assets that Amazon, Microsoft and IBM cannot match in the competition for cloud customers.",Google is wielding a new weapon against Amazon and Microsoft for cloud computing customers: itself.,Google Is Its Own Secret Weapon in the Cloud,article,Crosswords & Games,News,3,https://bits.blogs.nytimes.com/2015/06/16/google-is-its-own-secret-weapon-in-the-cloud/
2015-06-13,"Founded in Montclair by the former journalist and author Donald Katz in 1995, Audible has been making itself heard at ever-increasing volume since moving to Newark from Wayne in 2007.","On a gray April morning in Newark, Jonathan Davis, an actor, sat in a conference room and paused to consider the value of his work.","At Audible, Work Speaks Volumes",article,New York,News,9,https://www.nytimes.com/2015/06/14/nyregion/the-work-speaks-volumes.html
2015-06-12,Amazon beat Google to the acquisition of a popular gaming video service. Now Google is responding with a new YouTube Gaming application.,"About a year ago Google tried to acquire Twitch, the popular video game streaming site, but lost out to Amazon. Now it will try to build its own gaming portal.",YouTube Takes On Amazon With New Gaming App,article,Technology,News,4,https://bits.blogs.nytimes.com/2015/06/12/youtube-takes-on-amazon-with-new-gaming-app/
2015-06-23,"So-called software containers got backing from companies including Cisco Systems and Google, while another group of companies detailed plans to automate certain aspects of cloud computing.",An unusual combination of big and small tech companies are working on ways to accelerate the development of cloud computing technologies.,Tech Companies Line Up Behind ‘Containers’ and the Cloud,article,Technology,News,2,https://bits.blogs.nytimes.com/2015/06/23/tech-companies-line-up-behind-containers-and-the-cloud/
2015-06-05,Amazon is by far the largest e-commerce player. Six hundred smaller fry gathered in Chicago this week to work out strategies for competing against or even cooperating with the Seattle giant.,"For all of the noise and hype — drones! one-hour delivery! get more toilet paper painlessly! — e-commerce is showing the first signs of maturing as a business. Figures from the research firm eMarketer show the rate of domestic growth falling from 16.5 percent in 2013 to 14.2 percent this year to 11.6 percent in 2018. By that point, e-commerce in the United States will still be less than 10 percent of all retail. The death of the physical store, so widely anticipated in the last few years, is nowhere in sight.",Selling E-Commerce While Avoiding Amazon,article,Technology,News,3,https://bits.blogs.nytimes.com/2015/06/05/selling-e-commerce-while-avoiding-amazon/
2015-06-24,"The Amazon Echo is an artificially intelligent personal assistant answering to the name Alexa. It’s not yet heavy on the “intelligent,” but could one day be useful.","THIS week, I asked a friend for help: “Alexa, can you write this review for me?”","Amazon Echo, a.k.a. Alexa, Is a Personal Aide in Need of Schooling",article,Technology,News,1,https://www.nytimes.com/2015/06/25/technology/personaltech/amazon-echo-aka-alexa-is-a-personal-aide-in-need-of-schooling.html
2015-06-05,"Trailing Amazon in e-commerce sales, Walmart is starting a new online shipping program, hiring tech employees and pledging to invest $1 billion in online operations.","FAYETTEVILLE, Ark. — In the world of brick and mortar, Walmart is a titan, ringing up more than $1 billion of sales a day.","Walmart, Lagging in Online Sales, Is Strengthening E-Commerce",article,Business Day,News,3,https://www.nytimes.com/2015/06/06/business/walmart-lagging-in-online-sales-is-strengthening-e-commerce.html
2015-08-20,Amazon has given a welcome boost to the beleaguered United States Postal Service.,"The giant e-marketeer Amazon may not have delivery drones in the air yet, but it does have letter carriers from local post offices busy delivering its packages to customers. In an innovative venture into e-commerce by the hard-pressed United States Postal Service, letter carriers in major cities have been making deliveries since October not only of the usual Amazon products but also of fresh milk, eggs, fish and other perishable commodities as Amazon continues its insatiable spread into the nation’s commercial aisles.",Neither Rain Nor Snow Nor Gloom of Night Stays Amazon Deliveries,article,Opinion,News,5,https://takingnote.blogs.nytimes.com/2015/08/20/neither-rain-nor-snow-nor-gloom-of-night-stays-amazon-deliveries/
2015-08-22,"Is the company’s culture one of a kind, or a sign of the workplace of the future?","The best thing about Jeff Bezos, the founder, chairman, president and chief executive of Amazon, is that he doesn’t give a hoot what anybody else thinks. The worst thing about Jeff Bezos is that he doesn’t give a hoot what anybody else thinks.",Jeff Bezos and the Amazon Way,article,Opinion,Op-Ed,2,https://www.nytimes.com/2015/08/22/opinion/joe-nocera-jeff-bezos-and-the-amazon-way.html
2015-08-17,"Perhaps nowhere is the inequality gap created by the latest technology boom as evident as in San Francisco’s Tenderloin neighborhood, a longtime low-income area that is now increasingly populated by tech start-ups.","Silicon Valley’s technology boom has fueled a growing divide between rich and poor in the nation’s innovation capital. It’s a divide that has festered, turning into demonstrations around potent symbols like the buses that Google uses to ferry employees to work. Tech companies have tried to salve the wounds by giving away technology, among other moves.",Daily Report: Where to See the Inequality Gap Wrought by the Tech Boom,article,Technology,News,3,https://bits.blogs.nytimes.com/2015/08/17/daily-report-where-to-see-the-inequality-gap-wrought-by-the-tech-boom/
2015-08-18,"Top-tier employers may be changing their official policies in a nod to work-life balance, but brutal competition remains an inescapable component of workers’ daily lives.","On Wall Street, in Silicon Valley, across the legal profession and the corporate world, a growing chorus of companies are singing the praises of a kinder workplace, announcing policies like generous maternity leave at Netflix, and Goldman Sachs’s rule against investment-banking analysts working on Saturdays.","Work Policies May Be Kinder, but Brutal Competition Isn’t",article,Business Day,News,7,https://www.nytimes.com/2015/08/18/business/work-policies-may-be-kinder-but-brutal-competition-isnt.html
2015-08-06,Two Amazon pilots going up on Friday both feature lead characters engaging in subterfuge.,"Judging “Sneaky Pete,” which stars Giovanni Ribisi as a con man and recent ex-con hiding out in upstate New York, has a lot to do with context. As an Amazon pilot — it’s one of two, along with “Casanova,” going up on Friday — it looks kind of ordinary, surprisingly like a broadcast network drama. Semi-episodic, slightly procedural, light dusting of dark humor.","Review: In ‘Sneaky Pete’ and ‘Casanova,’ a Fast Talker and a Smooth Talker",article,Arts,Review,4,https://www.nytimes.com/2015/08/07/arts/television/review-in-sneaky-pete-and-casanova-a-fast-talker-and-a-smooth-talker.html
2015-08-19,"Ms. Egan’s book, due out Tuesday, centers on a magazine editor whose life is upended when she takes a fast-paced job at a company much like Amazon.","“I’m an oversharer,” Elisabeth Egan said before an interview had even begun. ",Elisabeth Egan’s ‘A Window Opens’ Has Echoes of Her Amazon Odyssey,article,Books,News,4,https://www.nytimes.com/2015/08/20/books/elisabeth-egans-a-window-opens-has-echoes-of-her-amazon-odyssey.html
2015-08-19,The recent New York Times article about Amazon inspired an unprecedented online conversation about workplace stress. Here are a few of the thousands of comments posted across the web.,The recent New York Times article about Amazon inspired an unprecedented online conversation about workplace stress. Here are a few of the thousands of comments posted across the web.,Amazon’s Social Rift,multimedia,Business Day,Video,1,https://www.nytimes.com/video/business/100000003860682/amazons-social-rift.html
2015-10-22,"Walmart’s announcement of increased investment in e-commerce was a tacit acknowledgment that it had fallen far behind Amazon, a leader in the field.","When Walmart announced last week that it was significantly increasing its investment in e-commerce, it tacitly acknowledged that it had fallen far behind Amazon in the race for online customers.",Walmart Plays Catch-Up With Amazon,article,Business Day,News,3,https://www.nytimes.com/2015/10/23/business/walmart-plays-catch-up-with-amazon.html
2015-10-02,Amazon opens the latest battle against Google and Apple by banning the sale of its rivals’ streaming media players.,"The technology industry in recent years has been shaped by a clash of the titans — Google, Apple, Amazon and one or two other companies, which are increasingly getting into each other’s businesses as software and hardware blend and mix.",Daily Report: Amazon and the Clash of the Titans,article,Technology,News,4,https://bits.blogs.nytimes.com/2015/10/02/daily-report-amazon-and-the-clash-of-the-titans/
2015-10-06,The move is intended to address anger over benefits that have been granted to companies like Starbucks and Amazon.,BRUSSELS — European Union finance ministers agreed on Tuesday to force member states to share information about preferential tax deals granted to multinational corporations.,E.U. to Force Members to Share Data on Multinationals’ Tax Deals,article,Business Day,News,7,https://www.nytimes.com/2015/10/07/business/eu-to-share-data-on-tax-deals-with-multinational-companies.html
2015-10-31,"Amazon stopped offering the plastic card-reader device to new merchants as of Friday evening, and it will stop supporting Amazon Register by February.",There is one fewer player in the payments processing game.,Amazon Shutting Down Its ‘Register’ Credit Card Processor,article,Technology,News,3,https://bits.blogs.nytimes.com/2015/10/30/amazon-shutting-down-its-register-credit-card-processor/
2015-10-23,"Get recommendations from New York Times reporters and editors, highlighting great stories from around the web. Today, great reads from Nick Corasaniti, Kirk Johnson and others.","Get recommendations from New York Times reporters and editors, highlighting great stories from around the web. What We’re Reading emails are sent twice a week. Sign up »",What We’re Reading,article,Blogs,News,15,https://news.blogs.nytimes.com/2015/10/23/what-were-reading-100/
2015-10-24,"Farhad Manjoo is off this week, so tech reporter Nick Wingfield joins Mike Isaac to discuss Microsoft, whose chief, Satya Nadella, has made some helpful changes in the last 18 months.","Each Saturday, Farhad Manjoo and Mike Isaac, technology reporters at The New York Times, review the week’s news, offering analysis and maybe a joke or two about the most important developments in the tech industry. Mr. Manjoo is off this week, so Mr. Isaac is conversing with fellow tech reporter Nick Wingfield.",Mike and Nick’s Week in Tech: Microsoft in the Cloud,article,Technology,News,5,https://www.nytimes.com/2015/10/25/technology/farhad-and-mikes-week-in-tech-microsoft-in-the-cloud.html
2015-10-28,Companies from Artsy to Amazon hope to use digital technology to improve a business that has long relied on the personal touch of traditional auction houses.,"Since the dawn of the web, companies have tried — and mostly failed — to sell fine art online.",Purchasing Fine Art Is Increasingly Just a Click Away,article,Arts,News,8,https://www.nytimes.com/2015/11/01/arts/design/purchasing-fine-art-is-increasingly-just-a-click-away.html
2015-10-26,"Like its rival Amazon, the retailer sees a variety of potential uses for unpiloted flying machines.",Walmart and Amazon may soon be taking their e-commerce battle into the air.,Walmart Seeks Permit to Do Tests With Drones,article,Business Day,News,6,https://www.nytimes.com/2015/10/27/business/walmart-seeks-permit-to-do-tests-with-drones.html
2015-10-23,"After Amazon, Microsoft and Google reported earnings on Thursday, their market capitalizations soared, partly on the growth of cloud computing.","Tech historians will look at Oct. 22, as a watershed. Cloud computing is no longer on the way, just a contender, or even a competitor to traditional enterprise technology companies. Instead, it is here, full force, and all the signs are that it is about to get a lot bigger, fast.","The Cloud Is Here, Separating Disrupters From Disrupted",article,Technology,News,6,https://bits.blogs.nytimes.com/2015/10/23/the-cloud-is-here-separating-disrupters-from-disrupted/
