Price,Adj Close,Close,High,Low,Open,Volume
Ticker,^DJI,^DJI,^DJI,^DJI,^DJI,^DJI
Date,,,,,,
2015-02-23,18116.83984375,18116.83984375,18141.2109375,18054.83984375,18140.759765625,83670000
2015-02-24,18209.189453125,18209.189453125,18231.08984375,18098.73046875,18112.5703125,79310000
2015-02-25,18224.5703125,18224.5703125,18244.380859375,18182.759765625,18208.669921875,80480000
2015-02-26,18214.419921875,18214.419921875,18239.4296875,18157.0703125,18224.41015625,81500000
2015-02-27,18132.69921875,18132.69921875,18213.259765625,18132.380859375,18213.259765625,101110000
2015-03-02,18288.630859375,18288.630859375,18288.630859375,18122.58984375,18134.05078125,89790000
2015-03-03,18203.369140625,18203.369140625,18281.94921875,18136.880859375,18281.94921875,83830000
2015-03-04,18096.900390625,18096.900390625,18203.369140625,18029.5,18203.369140625,80900000
2015-03-05,18135.720703125,18135.720703125,18160.349609375,18087.650390625,18096.900390625,75840000
2015-03-06,17856.779296875,17856.779296875,18135.720703125,17825.150390625,18135.720703125,113350000
2015-03-09,17995.720703125,17995.720703125,18031.0390625,17856.560546875,17856.560546875,85820000
2015-03-10,17662.939453125,17662.939453125,17989.560546875,17662.939453125,17989.560546875,120450000
2015-03-11,17635.390625,17635.390625,17731.779296875,17627.0,17662.939453125,102120000
2015-03-12,17895.220703125,17895.220703125,17900.099609375,17620.490234375,17626.83984375,111550000
